ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 7, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5522.1 at 2014-11-07T16:39:36. Report at Friday, November 7, 2014. Processed Saturday at 2014-11-08T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,17.257,2.054,2.382,.140,.35,16.86,21.00,28.1,14.50,1.45,2.46,f,1300 Smiles,,5.90,+9,5.90,5.98,6.00,5.81,+1.24,6.98,5.35,,
TIX,813.410,29.749,92.729,.283,2.21,1.05,45.00,5.1,18.75,2.40,8.12,,360 Capital Indust,,2.31,+3,2.30,2.31,2.34,2.28,+1.01,2.42,1.952,,
TGP,2781.02,42.036,63.730,.264,.61,1.74,12.05,8.8,5.06,2.38,4.77,,360 Capital Grp,,1.06,+4,1.05,1.06,1.07,1.017,+3.61,1.07,.60,,
TOF,1632.90,31.153,-,.156,-,-,-,-,-,-,-,,360 Capital Office,,2.01,+3,2.00,2.01,2.02,1.95,+1.20,2.09,1.92,,
3PL,1918.65,25.838,-,.320,-,-,-,-,-,-,-,,3P Learning,,2.37,+3,2.37,2.46,2.50,2.35,+.97,2.60,2.13,,
8CO,187.071,3.707,-,.003,-,-,-,-,-,-,-,,8common,,.235,-1,.22,.23,.25,.225,-4.39,.295,.21,,
NNW,1450.74,75.307,20.553,.066,.02,22.00,.10,440.0,-,-,-,,99 Wuxian,,.44,-3,.43,.45,.485,.43,-6.69,.73,.30,,
AYI,-,155.909,53.130,.003,-,-,-.20,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-.31,.002,.001,,
ABP,3862.76,156.135,114.901,1.435,2.38,1.17,22.27,12.5,16.75,1.33,6.00,,Abacus Prop,,2.79,+9,2.78,2.80,2.83,2.68,+3.02,2.83,2.18,,
ALR,130.233,6.791,8.202,.070,1.15,.99,3.02,37.7,6.25,.48,5.48,f,Aberdeen Leaders,,1.14,-1,1.145,1.16,1.16,1.13,-1.18,1.385,1.11,,
AKG,43.392,6.725,7.115,.068,.05,22.00,9.80,11.2,5.50,1.78,5.00,f,Academies A'asia,,1.10,+1,1.15,1.22,1.10,1.035,+.61,1.40,.835,,
ACQ,190.142,8.443,-,.041,-,-,-,-,-,-,-,,Acorn Capital Invest,,.815,-1.5,.80,.82,.855,.78,-2.12,.96,.78,,
ACQO,350.000,11.328,-,-,-,-,-,-,-,-,-,,  opt oct15,,.018,-.4,.018,.021,.021,.018,-18.49,.04,.017,,
ACR,3102.95,370.625,147.799,.179,.12,8.96,16.80,6.4,16.00,1.05,14.88,f,Acrux,,1.075,-2,1.075,1.095,1.115,1.05,-2.14,2.632,.75,,
ACW,50.000,27.177,4.120,.010,.01,4.00,-.29,-,-,-,-,,Actinogen,†,.04,-.4,.037,.044,.044,.04,-9.40,.05,.011,,
ACWOA,2.500,.350,.493,-,-,-,-,-,-,-,-,,  opt sep15,†,.001,-,-,.001,.001,.001,-.31,.001,.001,,
ACU,-,26.843,79.931,.002,-,-,-.04,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-.31,.001,.001,,
ADA,-,.929,1.569,.021,.09,3.00,-2.90,-,-,-,-,,Adacel Tech,,.27,-,.21,.27,.27,.27,-.31,.515,.215,,
AAU,2.875,3.128,7.725,.002,-.02,-,-4.30,-,-,-,-,,Adcorp Aust,,.041,-,.041,.064,.041,.041,-.31,.095,.04,,
ABC,4949.02,397.057,404.913,2.204,1.33,2.56,22.10,15.4,16.50,1.34,4.85,f,Adelaide Brighton,,3.40,+4,3.39,3.41,3.40,3.27,+.88,4.375,3.12,,
ADQ,650.000,66.734,42.215,.003,.01,.90,-6.10,-,-,-,-,,ADG Global Supply,,.009,+.3,.006,.01,.009,.006,+49.69,.02,.004,,
AHZ,38966.3,816.114,1925.33,.159,.02,5.50,-.55,-,-,-,-,,ADMEDUS,,.11,-1.5,.11,.115,.135,.094,-12.31,.185,.094,,
ADJ,6819.06,456.616,317.664,.105,-,-,-1.20,-,-,-,-,,Adslot,,.10,-1,.10,.105,.115,.095,-9.40,.17,.062,,
ABV,1428.53,100.648,108.819,.009,-,-,-.67,-,-,-,-,,Adv Braking Tech,,.006,-,.006,.007,.007,.006,-.31,.016,.005,,
ABVO,67.725,8.090,-,-,-,-,-,-,-,-,-,,  opt aug16,,.002,-,.002,.003,.002,.002,-.31,.003,.002,,
AMT,9.501,.433,.199,.004,.09,.61,-.15,-,-,-,-,,Adv Surg Dsgn & Mnft,,.055,+.5,.055,.09,.055,.05,+9.69,.06,.044,,
ASW,2.717,1.002,1.817,.027,.14,4.54,3.68,17.3,3.70,.99,5.83,f,Advanced Share Reg,,.635,-1,.62,.635,.645,.635,-1.86,.72,.595,,
AEI,300.281,2.587,1.375,.024,-.02,-,-.91,-,-,-,-,,Aeris Environmental,,.205,+1.5,.205,.22,.22,.19,+7.58,.22,.08,,
AFJ,1309.23,108.222,-,.210,.18,6.94,-4.39,-,-,-,-,,Affinity Education,,1.25,-6,1.245,1.26,1.31,1.25,-4.89,1.446,.911,,
AFT,-,8.021,7.765,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-.31,.001,.001,,
AHA,75.000,24.422,26.740,.014,-,-,-.60,-,-,-,-,,AG Financial,,.055,+.5,.055,.062,.055,.05,+9.69,.063,.03,,
AGX,144.534,53.954,25.004,.002,-,-,.65,1.8,-,-,-,,Agenix,,.012,-.1,.012,.013,.014,.012,-8.00,.042,.01,,
AGXO,-,.145,.950,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,-.31,.005,.001,,
