ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 23, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4192.1 at 2011-12-23T14:42:04. Report at Friday, December 23, 2011. Processed Saturday at 2011-12-24T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,3.631,1.061,1.817,.094,.24,16.5,24.20,16.3,15.50,1.56,3.92,f,1300 Smiles,,3.95,+9,3.85,3.95,3.95,3.80,+2.96,4.25,3.00,,
TQH,-,2.018,2.181,.013,-.05,-,1.84,4.3,-,-,-,,3Q Hldgs,,.08,-,.064,.071,.08,.08,+.63,.08,.041,,
AYI,10.000,8.248,14.338,.015,.01,3.5,-.94,-,-,-,-,,A1 Invest & Res,,.035,-.5,.035,.04,.04,.035,-11.87,.09,.028,,
AAY,185.866,7.088,8.729,.005,-,-,.22,15.9,-,-,-,,AACL Hldgs,,.035,-.1,.025,.049,.041,.035,-2.14,.066,.02,,
AAQ,4294.40,301.945,-,.004,-,-,-.30,-,-,-,-,,AAQ Hldgs,,.009,-.1,.008,.009,.01,.008,-9.37,.725,.007,,
ABP,2324.83,156.202,977.618,.758,2.76,.7,4.66,42.1,16.50,.28,8.42,,Abacus Prop,,1.96,-4,1.95,1.975,1.98,1.89,-1.37,2.45,1.78,,
ALR,63.778,7.278,5.223,.063,1.04,1.0,3.24,31.9,9.50,.34,9.18,f,Aberdeen Leaders,,1.035,-.5,1.025,1.035,1.04,1.02,+.15,1.345,.98,,
AKG,-,.415,.246,.028,.09,6.7,5.40,11.1,4.00,1.35,6.67,f,Academies A'asia,,.60,-,-,-,.60,.60,+.63,.60,.48,,
ACR,2753.26,140.673,85.100,.473,-,-,34.73,8.2,-,-,-,,Acrux,,2.84,-14,2.80,2.84,2.96,2.59,-4.06,4.30,2.49,,
ACW,8.000,3.914,3.451,.003,.02,2.5,-1.66,-,-,-,-,,Actinogen,,.05,-,-,-,.05,.05,+.63,.085,.018,,
ACWO,-,.015,.159,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.63,.01,.001,,
ACWOA,-,.244,.171,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,+.63,.015,.001,,
ACU,5012.20,979.757,532.760,.002,-,-,-.05,-,-,-,-,,Acuvax,,.001,-,.001,.001,.001,.001,+.63,.005,.001,,
ADA,64.977,2.711,5.075,.019,.09,2.7,-3.60,-,-,-,-,,Adacel Tech,,.24,-4.5,-,-,.29,.24,-15.16,.375,.18,,
AAU,35.000,16.062,7.664,.010,.09,1.9,2.29,7.4,2.00,1.15,11.76,f,Adcorp Aust,,.17,-,-,-,.17,.16,+.63,.25,.125,,
ABN,-,371.102,900.072,.005,-,-,-.02,-,-,-,-,,AdEffective,,.001,-,-,-,.001,.001,+.63,.002,.001,,
ABC,4422.16,486.841,581.094,1.845,1.17,2.5,22.80,12.7,16.50,1.38,5.69,f,Adelaide Brighton,,2.90,-9,2.87,2.92,2.97,2.85,-2.38,3.514,2.22,,
ADQ,269.670,15.812,27.887,.014,.04,1.6,.47,13.2,-,-,-,,ADG Global Supply,,.062,+.2,-,-,.063,.062,+3.97,.09,.05,,
ABV,1141.00,77.547,105.509,.021,.01,2.2,.06,36.7,-,-,-,,Adv Braking Tech,,.022,+.2,.02,.022,.022,.019,+10.63,.038,.016,,
AMT,5.000,.437,1.315,.006,.11,1.6,-9.25,-,-,-,-,,Adv Surg Dsgn & Mnft,,.18,+2.5,.10,.18,.18,.155,+16.76,.36,.15,,
ASW,13.965,2.915,7.932,.029,.13,5.2,4.17,16.2,3.85,1.08,5.70,f,Advanced Share Reg,,.675,-1,-,-,.675,.63,-.83,1.20,.605,,
AEI,268.309,8.955,10.202,.022,.02,10.5,-2.16,-,-,-,-,,Aeris Environmental,,.21,-8,.21,.24,.27,.20,-26.95,.30,.155,,
AFT,-,433.877,1350.70,.007,-,-,.03,3.3,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+.63,.002,.001,,
AGX,351.500,50.440,34.024,.009,-,-,-.40,-,-,-,-,,Agenix,,.012,-.2,.012,.015,.014,.012,-13.65,.032,.011,,
AGK,6636.35,347.962,347.240,6.714,6.95,2.1,122.40,11.8,60.00,2.04,4.15,f,AGL Energy,,14.45,-22,14.44,14.46,14.55,14.16,-.87,15.79,12.50,,
AGJ,165.855,1.701,1.617,.014,.36,.4,2.68,5.2,2.45,1.09,17.50,,Agricultural Land,,.14,-3.5,-,-,.165,.14,-19.37,.20,.13,,
AHC,11.500,.145,.217,.012,4.95,.4,3.45,64.1,10.00,.35,4.52,,AHC,,2.21,-6,-,-,2.27,2.21,-2.01,2.30,1.80,,
ENY,2.896,.863,.140,.003,-,-,-,-,-,-,-,p,All 200 Energy,,12.86,-28,11.98,14.12,12.93,12.69,-1.50,18.26,11.87,,
FIN,1.000,1.287,.363,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.22,-8,4.23,4.26,4.22,4.20,-1.23,4.87,3.55,,
FIX,4.789,1.641,.741,.003,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.90,-1,4.88,4.91,4.91,4.81,+.43,5.54,4.34,,
IDD,-,1.137,.133,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.50,-,3.17,3.76,3.50,3.50,+.63,3.90,3.00,,
RSR,418.935,2.324,2.761,.007,-,-,-,-,-,-,-,p,All 200 Resources,,4.48,-1,4.50,4.53,4.52,4.38,+.41,6.42,4.33,,
MAM,35.176,2.389,1.102,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.85,-6,3.86,3.89,3.89,3.80,-.90,5.58,3.80,,
