ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 19, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4593.5 at 2012-10-19T16:22:44. Report at Friday, October 19, 2012. Processed Saturday at 2012-10-20T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,48.585,2.378,.710,.124,.59,8.8,26.60,19.6,17.80,1.49,3.41,f,1300 Smiles,,5.22,-8,5.18,5.20,5.30,5.20,-3.36,6.54,3.62,,
TQH,-,.402,1.614,.012,-.04,-,1.47,5.4,-,-,-,,3Q Hldgs,,.08,-,.071,.088,.08,.08,-1.85,.08,.052,,
AYI,1450.18,31.813,6.322,.002,.02,.3,-1.20,-,-,-,-,,A1 Invest & Res,,.005,-.3,.004,.005,.005,.004,-39.35,.05,.004,,
AAY,417.815,7.856,4.405,.003,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.02,-.2,.02,.03,.022,.02,-10.94,.05,.02,,
AAQ,4226.66,300.117,170.856,.004,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.008,-.1,.007,.008,.009,.007,-12.96,.017,.003,,
ABP,1913.83,163.288,134.267,.925,2.34,.9,2.11,98.6,16.50,.13,7.93,,Abacus Prop,†,2.08,+3,2.05,2.09,2.09,2.02,-.39,2.13,1.80,,
ALR,99.368,7.407,6.536,.063,1.07,1.0,2.98,35.2,9.50,.31,9.05,f,Aberdeen Leaders,,1.05,+2,1.065,1.07,1.07,1.02,+.09,1.125,.975,,
AKG,-,.078,.351,.038,.10,8.0,6.30,12.7,4.50,1.40,5.63,f,Academies A'asia,,.80,-,.60,.75,.775,.775,-1.85,.80,.44,,
ACR,5250.13,205.919,118.705,.609,.17,21.5,4.44,82.4,8.00,.56,2.19,,Acrux,,3.66,+6,3.50,3.69,3.74,3.48,-.18,4.77,2.59,,
ACW,31.000,4.624,2.074,.002,-,-,-2.12,-,-,-,-,,Actinogen,,.025,-.2,.02,.027,.027,.025,-9.26,.06,.018,,
ACWOA,5.000,.453,.234,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-.1,.001,.003,.001,.001,-51.85,.003,.001,,
ACU,-,300.630,832.175,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.85,.002,.001,,
ADA,26.300,1.035,2.215,.030,.14,2.7,5.40,6.9,-,-,-,,Adacel Tech,,.375,-1,-,.37,.385,.375,-4.45,.43,.20,,
