ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 1, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5547.6 at 2014-08-01T16:41:36. Report at Friday, August 1, 2014. Processed Saturday at 2014-08-02T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,10.219,1.249,1.584,.147,.61,10.16,20.85,29.7,15.00,1.39,2.42,f,1300 Smiles,,6.20,-,6.14,6.24,6.20,6.00,+.48,7.25,5.35,,
TIX,1787.24,15.146,70.689,.253,1.94,1.15,17.12,13.1,18.60,.92,8.30,,360 Cap Indust Fund,,2.24,-8,2.23,2.24,2.32,2.225,-2.97,2.35,1.952,,
TGP,144.246,25.861,23.130,.208,.60,1.39,7.66,10.9,5.00,1.53,5.99,,360 Capital Grp,†,.835,+2,.83,.845,.845,.815,+2.93,.91,.465,,
TOF,647.359,20.006,-,.155,-,-,-,-,-,-,-,,360 Capital Office,,2.00,-2,2.00,2.02,2.02,1.99,-.51,2.05,1.92,,
TPN,1056.21,15.570,-,.307,-,-,-,-,-,-,-,,3P Learning,,2.28,+8,2.26,2.32,2.34,2.17,+4.11,2.39,2.13,,
NNW,1198.65,40.150,-,.065,-,-,-,-,-,-,-,,99 Wuxian,,.625,-3,.625,.635,.675,.615,-4.10,.73,.30,,
AYI,10000.0,93.526,32.132,-,-,-,-.54,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+.48,.003,.001,,
ABP,2282.59,100.974,86.095,1.305,2.34,1.09,18.46,13.8,16.75,1.10,6.59,,Abacus Prop,,2.54,-5,2.53,2.56,2.60,2.53,-1.45,2.60,2.14,,
ALR,249.188,4.593,5.999,.076,1.16,1.06,2.93,42.2,7.00,.42,5.67,f,Aberdeen Leaders,,1.235,+2.5,1.21,1.235,1.235,1.205,+2.54,1.385,1.18,,
AKG,126.506,4.347,3.313,.082,.16,8.50,8.70,15.6,5.00,1.74,3.68,f,Academies A'asia,,1.36,-,1.36,1.39,1.40,1.36,+.48,1.40,.82,,
ACQ,154.680,5.992,-,.047,-,-,-,-,-,-,-,,Acorn Capital Invest,,.915,-,.915,.93,.94,.91,+.48,.96,.85,,
ACQO,175.000,6.320,-,.002,-,-,-,-,-,-,-,,  opt oct15,,.031,-.4,.031,.035,.035,.03,-10.95,.04,.025,,
ACR,16964.2,265.425,106.242,.277,.22,7.57,17.87,9.3,8.00,2.23,4.80,,Acrux,,1.665,+14.5,1.66,1.695,1.93,1.39,+10.02,3.257,.75,,
ACW,3.602,11.710,2.276,.004,.01,1.80,-.47,-,-,-,-,,Actinogen,†,.018,+.2,.018,.038,.018,.016,+12.98,.045,.01,,
ACWOA,-,-,.107,-,-,-,-,-,-,-,-,,  opt sep15,†,-,-,-,.001,.001,.001,+.48,.001,.001,,
ADA,-,.561,.956,.021,.14,1.86,.70,37.1,-,-,-,,Adacel Tech,,.26,-,.25,.355,.26,.26,+.48,.57,.215,,
