ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 18, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4098.8 at 2012-05-18T16:46:30. Report at Friday, May 18, 2012. Processed Saturday at 2012-05-19T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,26.584,1.223,.263,.122,.55,9.4,26.01,19.8,16.60,1.57,3.22,f,1300 Smiles,,5.15,-,5.15,5.19,5.19,5.10,+5.62,5.50,3.00,,
TQH,12.000,.202,.296,.013,-.05,-,1.79,4.5,-,-,-,,3Q Hldgs,,.08,+1.2,.08,.10,.08,.068,+23.26,.08,.041,,
AYI,200.000,18.226,2.656,.003,.02,.3,.03,23.3,-,-,-,,A1 Invest & Res,,.007,-,-,-,.007,.007,+5.62,.06,.007,,
AAY,125.866,6.340,.876,.004,.01,2.5,1.65,1.5,-,-,-,,AACL Hldgs,,.025,-.7,.025,.03,.031,.025,-16.26,.066,.02,,
AAQ,11459.1,74.157,87.125,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.005,-,-,-,.005,.004,+5.62,.017,.004,,
ABP,2567.90,76.210,60.125,.835,2.43,.8,2.52,76.2,16.50,.15,8.59,,Abacus Prop,†,1.92,-6.5,1.90,1.94,2.01,1.92,+2.34,2.34,1.78,,
ALR,352.676,2.164,2.650,.062,1.10,.9,3.48,29.6,9.50,.37,9.22,f,Aberdeen Leaders,,1.03,-5,1.03,1.06,1.09,1.03,+.99,1.24,.98,,
AKG,-,.040,.107,.022,.09,5.1,5.39,8.5,4.00,1.35,8.70,f,Academies A'asia,,.46,-,.46,.70,.46,.46,+5.62,.60,.44,,
ACR,5574.52,89.258,40.669,.633,.16,23.8,2.73,139.2,-,-,-,,Acrux,,3.80,-34,3.76,3.90,4.18,3.61,-2.60,4.30,2.59,,
ACW,738.922,2.869,1.002,.001,.01,2.4,-2.30,-,-,-,-,,Actinogen,,.024,-1.3,.022,.024,.03,.023,-29.52,.06,.018,,
ACWO,-,.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+5.62,.01,.001,,
ACWOA,-,.347,.142,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,+5.62,.015,.001,,
ACU,2000.00,254.711,682.810,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,.001,.001,.001,.001,+5.62,.002,.001,,
ADA,68.294,.745,1.147,.031,.13,3.0,.80,48.8,-,-,-,,Adacel Tech,,.39,-.5,.39,.405,.41,.39,+4.35,.41,.18,,
AAU,202.600,2.109,11.819,.010,.07,2.4,2.31,7.1,2.00,1.16,12.12,f,Adcorp Aust,,.165,-2.5,.16,.185,.19,.165,-7.54,.205,.125,,
ABN,2000.00,20.458,339.170,.002,-,-,-,-,-,-,-,,AdEffective,†,.01,-,-,-,.01,.01,+5.62,.044,.001,,
ABNO,1090.94,9.449,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-,-,-,.003,.003,+5.62,.003,.002,,
ABC,7401.49,151.016,177.348,1.861,1.22,2.4,23.30,12.5,16.50,1.41,5.65,f,Adelaide Brighton,,2.92,-10,2.89,2.95,3.12,2.82,+2.30,3.27,2.22,,
ADQ,265.137,5.356,5.536,.013,.04,1.5,.65,9.2,-,-,-,,ADG Global Supply,,.06,-1,.056,.069,.07,.06,-8.67,.09,.05,,
ABV,190.000,31.614,41.246,.023,.01,2.1,-.02,-,-,-,-,,Adv Braking Tech,,.021,+.2,.021,.022,.021,.019,+16.14,.027,.016,,
AMT,9.666,.095,.364,.005,.10,1.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.145,-3,.145,.18,.175,.145,-11.53,.30,.145,,
ASW,21.851,.860,1.881,.029,.13,5.3,4.42,15.6,3.85,1.15,5.58,f,Advanced Share Reg,,.69,-,.69,.72,.72,.69,+5.62,.90,.605,,
AEI,.764,2.050,3.253,.021,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.20,-,-,-,.20,.20,+5.62,.30,.155,,
AFT,5000.00,48.700,343.961,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+5.62,.001,.001,,
AGX,12471.0,41.544,25.313,.005,-,-,-.27,-,-,-,-,,Agenix,,.006,-,.006,.007,.009,.006,+5.62,.02,.006,,
AGK,6852.56,133.300,108.157,6.919,6.98,2.1,94.90,15.6,60.00,1.58,4.06,f,AGL Energy,,14.79,+29,14.65,14.84,15.00,14.50,+7.62,15.79,12.50,,
AGJ,220.159,.886,.210,.014,.33,.4,-1.01,-,1.49,-,10.64,,Agricultural Land,,.14,-.5,-,-,.14,.14,+2.17,.20,.13,,
AHC,-,.039,.020,.012,4.92,.4,-6.74,-,10.00,-,4.55,,AHC,,2.20,-,2.20,2.29,2.20,2.20,+5.62,2.30,1.90,,
ENY,16.500,.066,.533,.003,-,-,-,-,-,-,-,p,All 200 Energy,,12.34,-98,12.28,13.50,13.32,12.34,-1.74,16.78,11.87,,
FIN,-,.121,.740,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.21,-,4.04,4.07,4.21,4.21,+5.62,4.60,3.55,,
FIX,9.286,.089,.965,.003,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.78,-22,4.77,4.79,5.09,4.78,+1.22,5.33,4.34,,
IDD,13.589,.078,.572,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.47,-18,3.41,3.44,3.65,3.47,+.68,3.86,3.00,,
RSR,193.917,.301,.989,.006,-,-,-,-,-,-,-,p,All 200 Resources,,4.01,-36,3.85,4.03,4.37,4.01,-2.62,5.91,4.01,,
MAM,9.045,.144,1.447,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.39,-36,3.30,3.33,3.80,3.39,-3.98,5.08,3.39,,
AGI,1905.75,68.055,8.904,.541,.23,7.6,21.81,8.0,-,-,-,,Ainsworth Game Tech,,1.75,-9,1.65,1.765,1.895,1.61,+.72,1.99,.30,,
AIZ,75.570,2.235,7.996,.770,1.07,.7,1.62,43.2,3.01,.54,4.30,,Air New Zealand,,.70,-3,.69,.74,.74,.70,+1.51,.96,.655,,
AIG,-,-,.147,-,-.19,-,-4.88,-,-,-,-,,Aircruising Aust,,.079,-,.079,.12,.079,.079,+5.62,.08,.078,,
AJL,1112.50,18.723,7.584,.095,.86,1.1,-9.40,-,-,-,-,,AJ Lucas Grp,,.925,-2.5,.94,.955,.995,.87,+2.98,1.50,.87,,
ACL,2347.79,47.961,16.887,.123,.06,7.3,-6.40,-,-,-,-,,Alchemia,,.44,-3,.435,.445,.475,.385,-.77,.86,.25,,
AAI,.580,.012,.033,7.361,-,-,23.62,36.0,9.67,2.44,1.14,,Alcoa Inc,,8.50,-34.5,6.60,8.50,8.87,8.50,+1.71,16.40,8.50,,
LEP,6822.87,15.656,13.603,.342,2.14,1.0,6.98,30.7,17.75,.39,8.29,,ALE Prop Grp,,2.14,-1,2.11,2.16,2.17,2.11,+5.15,2.20,1.72,,
