ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 21, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5449.4 at 2014-02-21T16:44:36. Report at Friday, February 21, 2014. Processed Saturday at 2014-02-22T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,17.633,.113,.319,.163,.62,11.13,26.90,25.7,18.50,1.45,2.68,f,1300 Smiles,,6.90,+10,6.90,6.96,6.97,6.70,-.07,7.25,5.41,,
TIX,574.627,2.515,14.593,.192,.02,102.00,24.80,8.2,18.30,1.36,8.97,,360 Cap Indust Fund,†,2.04,+1,2.03,2.04,2.06,2.02,-1.04,2.26,1.750,,
TGP,1613.20,7.279,.493,.174,.58,1.21,-7.40,-,3.50,-,5.00,,360 Capital Grp,†,.70,+.5,.70,.72,.75,.685,-.82,.79,.465,,
NNW,291.332,3.884,-,.022,-,-,-,-,-,-,-,,99 Wuxian,,.325,-4,.325,.33,.35,.325,-12.50,.60,.325,,
AYI,-,.006,3.930,-,-,-,-.66,-,-,-,-,,A1 Invest & Res,,.001,-,.001,.002,.001,.001,-1.54,.005,.001,,
ABP,3026.76,25.380,15.529,1.153,2.32,1.00,13.68,17.0,16.50,.83,7.08,,Abacus Prop,,2.33,+3,2.32,2.36,2.37,2.27,-.23,2.51,2.14,,
ALR,145.207,.714,1.849,.080,1.16,1.13,2.93,44.7,9.25,.32,7.06,f,Aberdeen Leaders,,1.31,+2,1.30,1.31,1.315,1.28,+.01,1.385,1.18,,
AKG,87.991,.367,.498,.054,.16,6.06,8.70,11.1,5.00,1.74,5.15,f,Academies A'asia,,.97,-,.925,.97,.97,.92,-1.54,1.10,.635,,
ACR,7697.27,38.537,25.851,.355,.22,9.68,17.87,11.9,8.00,2.23,3.76,,Acrux,,2.13,+15.5,2.11,2.13,2.15,1.975,+6.31,4.12,1.86,,
ACW,1203.59,4.210,.520,.004,-,-,-.36,-,-,-,-,,Actinogen,†,.021,-,.02,.022,.022,.021,-1.54,.048,.01,,
