ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 1, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4116.9 at 2012-06-01T16:43:06. Report at Friday, June 1, 2012. Processed Saturday at 2012-06-02T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,25.919,1.307,.274,.125,.55,9.6,26.01,20.3,16.60,1.57,3.14,f,1300 Smiles,,5.29,+9,5.29,5.30,5.29,5.20,+.86,5.50,3.00,,
TQH,-,.287,.297,.013,-.05,-,1.79,4.5,-,-,-,,3Q Hldgs,,.08,-,.055,-,.08,.08,-.88,.08,.041,,
AYI,3360.00,22.666,2.813,.003,.02,.3,.03,23.3,-,-,-,,A1 Invest & Res,,.007,-.3,.007,.009,.01,.006,-30.88,.06,.006,,
AAY,40.000,6.380,.996,.003,.01,2.2,1.65,1.3,-,-,-,,AACL Hldgs,,.022,-.3,-,-,.025,.022,-12.88,.066,.02,,
AAQ,3980.00,82.953,101.230,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.005,-,.004,.005,.006,.004,-.88,.017,.004,,
ABP,1469.51,81.929,66.477,.857,2.43,.8,2.52,78.2,16.50,.15,8.38,,Abacus Prop,†,1.97,+4.5,1.93,1.97,1.97,1.915,+1.46,2.34,1.78,,
ALR,25.817,2.367,3.034,.063,1.11,.9,3.48,30.2,9.50,.37,9.05,f,Aberdeen Leaders,,1.05,-,1.055,1.065,1.06,1.04,-.88,1.23,.98,,
AKG,-,.040,.107,.022,.09,5.1,5.39,8.5,4.00,1.35,8.70,f,Academies A'asia,,.46,-,.46,.70,.46,.46,-.88,.60,.44,,
ACR,6167.16,102.143,44.883,.738,.16,27.7,2.73,162.3,-,-,-,,Acrux,,4.43,+17,4.37,4.45,4.47,4.18,+3.12,4.47,2.59,,
ACW,-,3.040,1.164,.001,.01,2.6,-2.30,-,-,-,-,,Actinogen,,.026,-,-,-,.026,.026,-.88,.06,.018,,
ACWO,-,.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-.88,.01,.001,,
ACWOA,-,.347,.154,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,-.88,.015,.001,,
ACU,500.049,263.211,697.272,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-.88,.002,.001,,
ADA,12.826,.782,1.150,.030,.13,2.8,.80,46.3,-,-,-,,Adacel Tech,,.37,-3.5,.37,.42,.43,.36,-9.52,.43,.18,,
AAU,32.875,2.190,11.999,.011,.07,2.5,2.31,7.6,2.00,1.16,11.43,f,Adcorp Aust,,.175,-,-,-,.18,.175,-.88,.205,.125,,
