ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 5, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4826.4 at 2013-07-05T16:49:35. Report at Friday, July 5, 2013. Processed Saturday at 2013-07-06T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,262.458,1.402,1.574,.156,.65,10.15,28.92,22.8,19.20,1.51,2.91,f,1300 Smiles,,6.60,+67,6.55,6.60,6.65,5.99,+10.23,6.65,5.00,,
TIXDA,84.142,.084,-,.193,-,-,-,-,-,-,-,,360 Cap Indust Fund,†,2.07,-,2.05,2.07,2.12,2.08,-,2.12,2.08,,
AYI,1354.29,32.241,26.178,.001,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.003,+.1,.003,.005,.005,.004,+23.93,.015,.001,,
AAY,-,3.512,6.380,.002,-.03,-,2.48,.6,-,-,-,,AACL Hldgs,,.015,-,.001,.008,.015,.015,-1.07,.03,.01,,
ABP,2558.91,75.235,115.679,1.010,2.30,.97,6.83,32.7,16.50,.41,7.40,,Abacus Prop,,2.23,-4,2.21,2.24,2.32,2.17,-2.83,2.51,1.915,,
ALR,55.485,5.585,3.677,.074,1.24,.99,2.64,46.4,9.50,.28,7.76,f,Aberdeen Leaders,,1.225,+6,1.225,1.30,1.28,1.195,+3.85,1.365,.975,,
AKG,.800,3.200,.040,.038,.12,6.50,7.01,11.1,5.00,1.40,6.41,f,Academies A'asia,,.78,-,.78,.84,.78,.78,-1.07,.84,.46,,
ACR,1938.02,91.575,125.341,.586,.11,32.00,2.73,128.9,8.00,.34,2.27,,Acrux,,3.52,+1,3.50,3.58,3.64,3.41,-.78,4.24,2.64,,
ACW,20.000,1.872,3.293,-,-,-,-.15,-,-,-,-,,Actinogen,,.01,-1,.014,.019,.01,.01,-51.07,.039,.01,,
ACWOA,-,.107,.347,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,-1.07,.002,.001,,
ADA,-,.917,.890,.034,.13,3.27,1.80,23.6,-,-,-,,Adacel Tech,,.425,-,.395,.42,.425,.425,-1.07,.46,.241,,
AAU,15.000,5.019,2.356,.004,.04,1.80,-6.79,-,.75,-,10.42,,Adcorp Aust,,.072,+.6,.071,.10,.072,.066,+8.02,.22,.066,,
ABN,-,16.799,32.211,.002,-,-,.15,7.3,-,-,-,,AdEffective,,.011,-,.011,.014,.011,.011,-1.07,.016,.007,,
ABNO,-,13.076,42.169,-,-,-,-,-,-,-,-,,  opt jun14,,.002,-,.002,.005,.002,.002,-1.07,.005,.002,,
ABC,11859.7,269.001,219.077,2.030,1.29,2.47,24.20,13.1,16.50,1.47,5.19,f,Adelaide Brighton,,3.18,-12,3.17,3.20,3.32,3.13,-4.70,3.70,2.87,,
ADQ,-,29.117,6.672,.005,.05,.38,.67,2.8,-,-,-,,ADG Global Supply,,.019,-,.014,.017,.019,.019,-1.07,.07,.014,,
ADJ,1388.37,87.639,61.016,.030,.02,2.10,-.91,-,-,-,-,,Adslot,,.042,-.2,.042,.044,.046,.04,-5.61,.059,.024,,
ABV,-,58.962,39.085,.017,-,-,-.07,-,-,-,-,,Adv Braking Tech,,.015,-,.013,.016,.015,.015,-1.07,.024,.013,,
AMT,50.000,.074,.095,.004,.10,.95,.35,27.1,-,-,-,,Adv Surg Dsgn & Mnft,,.095,-1,.095,.095,.095,.095,-10.59,.15,.095,,
ASW,75.000,1.045,1.248,.027,.14,4.54,3.67,17.3,3.70,.99,5.83,f,Advanced Share Reg,,.635,+.5,.635,.74,.635,.63,-.27,.76,.62,,
AEI,30.000,.565,3.187,.019,-,-,-.92,-,-,-,-,,Aeris Environmental,,.165,-4,.081,.185,.205,.165,-20.58,.22,.13,,
AFT,-,4.265,49.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.07,.001,.001,,
AGX,136.945,11.703,106.770,.002,-,-,-8.13,-,-,-,-,,Agenix,†,.021,-,.024,.027,.023,.022,-1.07,.073,.002,,
AGXO,130.000,.949,-,-,-,-,-,-,-,-,-,,  opt jun15,,.004,-,.004,.009,.005,.004,-1.07,.01,.001,,
AGK,6078.53,220.173,208.894,8.119,7.61,1.93,65.00,22.5,62.00,1.05,4.23,f,AGL Energy,,14.65,+17,14.57,14.65,14.67,13.97,+.11,16.60,13.66,,
AGJ,-,4.478,1.814,.014,.19,.74,-10.80,-,3.18,-,22.71,,Agricultural Land,,.14,-,.087,.13,.14,.14,-1.07,.15,.083,,
AHC,-,.070,.079,.012,4.76,.44,-5.62,-,10.00,-,4.76,f,AHC,,2.10,-,2.00,-,2.10,2.10,-1.07,2.20,1.92,,
AGI,1688.24,55.176,86.270,1.211,.51,7.37,15.00,25.1,3.00,5.00,.80,,Ainsworth Game Tech,,3.76,-27,3.73,3.89,4.13,3.61,-7.77,4.42,1.90,,
AIZ,8.743,2.656,2.531,1.358,1.22,1.01,9.65,12.7,4.75,2.03,3.86,,Air New Zealand,,1.23,+1,1.23,1.25,1.24,1.21,-.25,1.30,.66,,
AJL,1323.13,14.140,23.185,.262,.35,3.54,-150.10,-,-,-,-,,AJ Lucas Grp,,1.24,+5,1.22,1.24,1.25,1.195,+3.10,1.893,.44,,
ACL,470.514,42.807,55.573,.104,.01,32.00,-5.40,-,-,-,-,,Alchemia,,.32,-,.305,.315,.33,.31,-1.07,.615,.285,,
AAI,.120,1.209,.012,6.928,-,-,9.91,80.7,9.86,1.01,1.23,,Alcoa Inc,,8.00,-40,6.00,10.00,8.40,8.00,-5.83,8.75,7.50,,
LEP,535.051,24.374,19.908,.524,1.88,1.44,-13.13,-,16.00,-,5.93,,ALE Prop Grp,,2.70,+3,2.70,2.74,2.75,2.64,+.06,2.75,2.08,,
AJX,1095.10,18.525,16.350,.017,-.02,-,-1.77,-,-,-,-,,Alexium Int'l,,.115,-.5,.105,.115,.13,.115,-5.23,.13,.04,,
AEB,1739.41,15.210,23.456,.065,-,-,-2.71,-,-,-,-,,Algae.Tec,,.24,+7,.24,.245,.27,.18,+40.11,.385,.17,,
AEBO,-,-,4.810,-,-,-,-,-,-,-,-,,  opt jan14,,.06,-,-,.04,.06,.06,-1.07,.12,.06,,
