ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4722.6 at 16:47 13/11/2009  Report at 19:05 Friday 13/11/2009. Processed 13:27 Sunday 15/11/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,16.1,0.687,0.458,0.055,0.13,20.8,18.7,14.4,11.4,1.64,4.22,f,1300 Smiles Ltd,,2.70,-3,2.65,2.70,2.73,2.65,-3.67,3.00,2.20,
TQH,62.193,3.071,2.49,0.025,-0.10,-,1.07,15.9,-,-,-,,3Q Hldgs Ltd,,0.17,-1,0.165,0.18,0.18,0.17,-8.12,0.195,0.105,
FCS,28.278,3.269,-,0.001,0.03,0.8,-4.2,-,-,-,-,,4C Sec Solution,,0.023,0.1,0.023,0.03,0.023,0.022,1.98,0.09,0.015,
ABP,27086.8,1148.16,512.845,0.685,0.62,0.7,-11.81,-,7.75,-,17.22,,Abacus Prop stpld,,0.45,4,0.45,0.455,0.46,0.41,7.19,0.48,0.147,
ALR,97.758,3.623,2.328,0.08,1.47,0.9,-21.34,-,9,-,6.67,f,Aberdeen Leaders,,1.35,-0.5,1.35,1.36,1.36,1.335,-2.94,1.44,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.015,-,0.001,0.001,-2.57,0.05,0.001,
ACR,2584.89,60.707,40.635,0.352,0.09,24.4,-4.84,-,-,-,-,,Acrux Ltd,,2.20,14,2.16,2.20,2.32,2.09,4.23,2.32,0.38,
ACW,22,1.601,1.807,0.003,0.05,1.3,-2.32,-,-,-,-,,Actinogen Ltd,,0.063,0.4,0.062,0.07,0.063,0.059,4.21,0.10,0.017,
ACWO,-,0.008,0.074,-,-,-,-,-,-,-,-,,  opt aug12,,0.003,,-,-,0.003,0.003,-2.57,0.004,0.001,
ACU,1382.89,32.945,21.832,0.012,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.019,,0.018,0.019,0.02,0.018,-2.57,0.05,0.016,
ADA,60.834,6.614,3.786,0.049,0.22,2.7,8.2,7.2,-,-,-,,Adacel Tech,,0.59,6,0.54,0.59,0.59,0.53,8.75,0.84,0.325
AAU,82.225,4.966,11.037,0.018,0.08,3.6,0.45,63.3,1,0.45,3.51,,Adcorp Aust,,0.285,-1,0.28,0.29,0.30,0.285,-5.96,0.345,0.165
ABC,11852.7,662.165,255.627,1.719,1.15,2.4,20.8,13.0,14,1.49,5.17,f,Adelaide Brighton,,2.71,-1,2.70,2.72,2.84,2.68,-2.94,3.01,1.445
AYT,60,22.167,18.788,0.132,1.78,0.7,12.59,10.6,15.47,0.81,11.63,,Adelaide Managed unt,,1.33,1.5,1.305,1.335,1.33,1.30,-1.43,1.76,1.10
ADQ,182.318,3.571,1.151,0.008,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.10,1.7,0.10,0.105,0.10,0.083,17.91,0.175,0.061
ADL,201,10.681,10.887,0.005,0.01,1.3,-2.68,-,-,-,-,,Admerex Ltd,,0.013,,0.012,0.013,0.013,0.013,-2.57,0.03,0.004
ADG,6.989,0.885,1.842,0.081,2.37,1.4,27.9,11.5,16,1.74,4.97,f,Adtrans Grp,,3.22,,3.20,3.70,3.25,3.22,-2.57,3.25,1.65
ASC,2379.97,89.624,66.255,0.006,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.01,0.1,0.009,0.01,0.01,0.008,8.54,0.012,0.003
ASCO,1482.89,2.323,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,0.1,0.002,0.003,0.003,0.002,47.43,0.003,0.002
ABV,952.485,97.858,54.537,0.023,0.01,3.0,-0.36,-,-,-,-,,Adv Braking Tech,,0.03,,0.029,0.03,0.032,0.03,-2.57,0.038,0.005
AMT,65.284,0.627,1.691,0.011,0.20,3.0,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.60,0.5,0.60,0.625,0.60,0.58,-1.73,0.62,0.28
AES,106.951,0.939,8.278,0.038,0.01,8.5,-0.06,-,-,-,-,,Advanced Energy,,0.085,2.2,0.065,0.085,0.085,0.07,32.35,0.085,0.02
ACE,100,22.834,17.032,0.01,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.067,0.7,0.056,0.065,0.067,0.062,9.10,0.096,0.031
ANM,366.357,26.036,26.85,0.012,0.01,5.8,-3.07,-,-,-,-,,Advanced Magnesium,,0.058,0.1,0.055,0.058,0.059,0.055,-0.81,0.124,0.013
