ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 27, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5888.9 at 2015-03-27T16:39:36. Report at Friday, March 27, 2015. Processed Saturday at 2015-03-28T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,14.066,.247,.514,.155,.38,17.24,24.60,26.6,17.00,1.45,2.60,f,1300 Smiles,,6.55,+4,6.51,6.55,6.59,6.43,+1.41,7.00,5.62,,
TIX,1294.65,10.496,7.024,.318,2.19,1.16,48.68,5.2,14.51,3.35,5.69,,360 Capital Indust,,2.55,-8,2.54,2.61,2.68,2.53,-2.24,2.79,2.141,,
TGP,390.645,17.786,13.583,.330,-,-,15.09,8.8,3.81,3.96,2.88,,360 Capital Grp,,1.325,-2.5,1.25,1.35,1.41,1.235,-1.05,1.41,.74,,
TOF,240.487,6.750,-,.167,2.10,1.02,4.70,45.7,8.50,.55,3.95,,360 Capital Office,,2.15,+1,2.10,2.15,2.20,2.13,+1.27,2.24,1.92,,
3DM,12609.3,229.786,15.950,.023,.01,11.50,-.24,-,-,-,-,,3D Medical,†,.115,+.5,.11,.115,.13,.105,+5.34,.195,.001,,
3PL,514.670,4.343,-,.318,.10,23.60,-2.29,-,-,-,-,,3P Learning,,2.36,+1,2.36,2.39,2.40,2.30,+1.22,2.68,1.94,,
8CO,-,.485,-,.003,-,-,-.61,-,-,-,-,,8common,,.195,-,.175,.195,.195,.195,+.80,.295,.195,,
8IH,743.560,7.724,-,.180,-,-,-,-,-,-,-,,8I Hldgs,,.505,-,.45,.53,.54,.495,+.80,.54,.25,,
NNW,1317.26,22.396,11.556,.030,.04,5.00,.13,153.8,-,-,-,,99 Wuxian,,.20,-3,.195,.20,.235,.19,-12.25,.73,.17,,
AYI,-,2.800,26.765,.004,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+.80,.002,.001,,
