ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 12:56 Sunday 25/10/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,28.77,0.655,0.442,0.056,0.13,21.0,18.7,14.6,11.4,1.64,4.18,f,1300 Smiles Ltd,,2.73,3,2.65,2.73,2.73,2.70,0.76,3.00,2.20,
TQH,98.743,2.991,2.366,0.026,-0.10,-,1.07,16.8,-,-,-,,3Q Hldgs Ltd,,0.18,4,0.165,0.18,0.18,0.155,28.22,0.195,0.105,
FCS,208.658,3.229,-,0.002,0.03,0.9,-4.2,-,-,-,-,,4C Sec Solution,,0.027,1.2,0.022,0.045,0.027,0.015,79.65,0.09,0.015,
FCSOA,-,-,-,-,-,-,-,-,-,-,-,,  opt dec13,,-,,-,-,-,-,-,-,-,
ABP,33663,1070.42,420.638,0.723,0.62,0.8,-11.81,-,7.75,-,16.32,,Abacus Prop stpld,,0.475,,0.47,0.475,0.48,0.465,-0.35,0.48,0.147,
ALR,135.279,3.288,2.201,0.084,1.47,1.0,-21.34,-,9,-,6.29,f,Aberdeen Leaders,,1.43,0.5,1.41,1.43,1.43,1.39,0.00,1.47,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.015,-,0.001,0.001,-0.35,0.05,0.001,
ACR,3585.47,54.986,38.98,0.313,0.09,21.8,-4.84,-,-,-,-,,Acrux Ltd,,1.96,16,1.95,1.995,2.20,1.80,8.54,2.20,0.38,
ACW,136,1.525,1.774,0.003,0.05,1.4,-2.32,-,-,-,-,,Actinogen Ltd,,0.07,1.5,0.059,0.08,0.07,0.055,26.92,0.10,0.017,
ACWO,-,0.008,0.064,-,-,-,-,-,-,-,-,,  opt aug12,,0.003,,-,-,0.003,0.003,-0.35,0.004,0.001,
ACU,2691.17,25.307,20.086,0.014,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.022,0.3,0.02,0.022,0.023,0.02,15.44,0.05,0.016
ADA,325.05,6.275,3.771,0.048,0.22,2.6,8.2,7.1,-,-,-,,Adacel Tech,,0.58,1,0.575,0.58,0.58,0.525,1.40,0.84,0.30
AAU,83.53,4.306,10.553,0.018,0.08,3.5,0.45,62.2,1,0.45,3.57,,Adcorp Aust,,0.28,2,0.28,0.29,0.28,0.26,7.34,0.345,0.165
ABC,14627.7,633.143,237.029,1.877,1.15,2.6,20.8,14.2,14,1.49,4.73,f,Adelaide Brighton,,2.96,21,2.94,2.96,3.01,2.68,7.28,3.01,1.445
AYT,302.16,22.051,18.196,0.129,1.78,0.7,12.59,10.3,15.47,0.81,11.90,,Adelaide Managed unt,,1.30,-2,1.30,1.32,1.33,1.30,-1.87,1.76,1.10
ADQ,117.663,3.298,1.115,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.09,-2,0.083,0.095,0.11,0.09,-18.54,0.20,0.061
ADL,-,10.38,10.782,0.005,0.01,1.2,-2.68,-,-,-,-,,Admerex Ltd,,0.012,,0.012,0.019,0.012,0.012,-0.35,0.03,0.004
ADG,13.305,0.848,1.647,0.079,2.37,1.3,27.9,11.3,16,1.74,5.06,f,Adtrans Grp,,3.16,13,3.16,3.20,3.20,3.03,3.94,3.20,1.65
ASC,2582.83,81.16,62.415,0.003,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.01,-0.2,0.009,0.01,0.012,0.01,-17.02,0.012,0.003
ASCN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
ASCO,-,-,-,-,-,-,-,-,-,-,-,,  optdec11d,,-,,0.002,0.008,-,-,-,-,-
ABV,1261.3,93.61,50.278,0.023,0.01,3.0,-0.36,-,-,-,-,,Adv Braking Tech,,0.03,0.4,0.029,0.03,0.03,0.028,15.03,0.038,0.005
AMT,18.268,0.347,1.505,0.009,0.20,2.5,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.51,11,0.48,0.52,0.51,0.40,27.15,0.51,0.28
AES,13.33,0.719,8.143,0.035,0.01,7.9,-0.06,-,-,-,-,,Advanced Energy,,0.079,0.7,0.055,0.06,0.079,0.073,9.37,0.079,0.02
