ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 19, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5437.3 at 2014-09-19T16:38:36. Report at Friday, September 19, 2014. Processed Saturday at 2014-09-20T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,16.053,1.380,2.121,.143,.35,17.20,21.00,28.7,14.50,1.45,2.41,f,1300 Smiles,,6.02,+2,6.04,6.20,6.20,6.00,+2.05,7.25,5.35,,
TIX,1821.24,23.671,78.619,.268,2.21,1.01,45.00,5.0,18.60,2.42,8.30,,360 Capital Indust,,2.24,-16,2.24,2.37,2.40,2.24,-4.95,2.42,1.952,,
TGP,1816.40,34.480,38.605,.240,.61,1.58,12.05,8.0,5.00,2.41,5.18,,360 Capital Grp,†,.965,-.5,.94,.965,1.00,.95,+1.20,1.04,.60,,
TOF,1098.32,24.805,-,.157,-,-,-,-,-,-,-,,360 Capital Office,,2.02,-5,2.01,2.03,2.05,2.01,-.70,2.09,1.92,,
3PL,200.459,22.117,-,.332,-,-,-,-,-,-,-,,3P Learning,,2.46,-4,2.46,2.49,2.49,2.41,+.12,2.60,2.13,,
8CO,582.000,2.143,-,.004,-,-,-,-,-,-,-,,8common,,.25,-1,.23,.25,.255,.245,-2.13,.295,.245,,
NNW,1271.79,60.303,-,.071,.02,23.50,.10,470.0,-,-,-,,99 Wuxian,,.47,-6,.47,.48,.51,.465,-9.60,.73,.30,,
AYI,15000.0,153.529,43.122,-,-,-,-.20,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+1.72,.003,.001,,
ABP,10710.7,133.507,103.236,1.281,2.38,1.05,22.27,11.2,16.75,1.33,6.73,,Abacus Prop,,2.49,-29,2.49,2.50,2.74,2.49,-8.71,2.81,2.18,,
ALR,85.197,5.649,7.198,.075,1.22,1.00,3.02,40.6,7.00,.43,5.71,f,Aberdeen Leaders,,1.225,-.5,1.225,1.235,1.23,1.21,+1.31,1.385,1.18,,
AKG,181.840,6.087,4.836,.077,.05,24.80,9.80,12.7,5.50,1.78,4.44,f,Academies A'asia,,1.24,-1.5,1.24,1.26,1.30,1.21,+.52,1.40,.835,,
ACQ,60.117,7.343,-,.046,-,-,-,-,-,-,-,,Acorn Capital Invest,,.90,-,.90,.91,.91,.895,+1.72,.96,.85,,
ACQO,627.307,8.654,-,.001,-,-,-,-,-,-,-,,  opt oct15,,.02,-1,.02,.025,.029,.02,-31.62,.04,.02,,
ACR,14548.7,331.710,124.139,.216,.12,10.83,16.80,7.7,16.00,1.05,12.31,f,Acrux,,1.30,-25,1.30,1.31,1.725,1.165,-14.41,3.172,.75,,
ACW,1798.00,24.245,3.288,.011,.01,4.50,-.29,-,-,-,-,,Actinogen,†,.045,-.2,.045,.048,.05,.045,-2.54,.05,.011,,
ACWOA,-,.260,.107,-,-,-,-,-,-,-,-,,  opt sep15,†,.001,-,.001,.005,.001,.001,+1.72,.001,.001,,
ACU,600.000,24.313,79.931,.002,-,-,-.04,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,+1.72,.001,.001,,
ADA,-,.692,1.000,.028,.09,3.89,-2.90,-,-,-,-,,Adacel Tech,,.35,-,.23,.345,.35,.35,+1.72,.57,.215,,
AAU,.813,2.989,7.533,.003,-.02,-,-4.30,-,-,-,-,,Adcorp Aust,,.05,-,.042,.05,.05,.05,+1.72,.095,.04,,
ABC,7939.61,348.324,361.590,2.101,1.33,2.47,22.10,14.8,16.50,1.34,5.03,f,Adelaide Brighton,,3.28,-24,3.28,3.29,3.52,3.27,-5.10,4.375,3.15,,
ADQ,862.898,63.499,40.057,.002,.01,.60,-6.10,-,-,-,-,,ADG Global Supply,,.006,-,.006,.007,.006,.005,+1.72,.02,.004,,
AHZ,20511.1,713.078,1450.23,.231,.02,8.00,-.55,-,-,-,-,,ADMEDUS,,.16,+1.5,.16,.165,.16,.13,+12.06,.185,.061,,
ADJ,8341.11,396.788,156.762,.137,-,-,-1.20,-,-,-,-,,Adslot,,.13,-1,.13,.135,.14,.125,-5.43,.17,.062,,
ABV,3409.40,89.988,90.697,.010,-,-,-.67,-,-,-,-,,Adv Braking Tech,,.007,-.1,.007,.008,.008,.007,-10.78,.017,.005,,
ABVO,-,4.178,-,-,-,-,-,-,-,-,-,,  opt aug16,,.003,-,.002,.003,.003,.003,+1.72,.003,.002,,
AMT,4.500,.398,.135,.002,.09,.61,-.15,-,-,-,-,,Adv Surg Dsgn & Mnft,,.055,-.5,.055,.06,.06,.055,-6.62,.062,.045,,
ASW,-,.877,1.521,.027,.14,4.57,3.68,17.4,3.70,.99,5.78,f,Advanced Share Reg,,.64,-,.615,.64,.64,.64,+1.72,.72,.60,,
AEI,-,2.020,1.190,.024,-.02,-,-.91,-,-,-,-,,Aeris Environmental,,.20,-,.165,.185,.20,.20,+1.72,.20,.08,,
AFJ,1805.84,91.051,-,.226,.18,7.50,-4.39,-,-,-,-,,Affinity Education,,1.35,-4,1.35,1.355,1.40,1.34,-1.16,1.446,.911,,
AFT,-,8.021,5.265,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+1.72,.001,.001,,
AHA,86.877,23.571,24.384,.016,-,-,-.60,-,-,-,-,,AG Financial,,.063,+.3,.034,.091,.063,.061,+6.72,.063,.03,,
AGX,250.000,50.266,17.205,.002,-,-,.65,1.8,-,-,-,,Agenix,,.012,-,.012,.013,.012,.012,+1.72,.042,.011,,
AGXO,-,.145,.950,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,+1.72,.005,.001,,
AGK,14547.6,284.080,309.971,8.293,7.75,1.76,102.20,13.4,63.00,1.62,4.61,f,AGL Energy,,13.67,-22,13.65,13.70,14.01,13.39,+.13,15.590,13.39,,
AGJ,-,2.011,4.711,.008,.06,1.38,-2.67,-,.52,-,6.27,,Agricultural Land,,.083,-,.086,.094,.083,.083,+1.72,.11,.073,,
APW,1268.35,132.455,70.200,.055,.17,.71,5.18,2.3,.20,25.90,1.67,,AIMS Prop Sec Fund,,.12,-,.115,.12,.125,.115,+1.72,.13,.070,,
AGI,3868.31,93.646,69.654,1.005,.65,4.80,19.00,16.4,10.00,1.90,3.21,,Ainsworth Game Tech,,3.12,-16,3.12,3.13,3.28,3.04,-3.16,4.79,3.04,,
AIZ,136.399,12.222,5.926,1.975,1.50,1.18,22.12,8.0,9.15,2.42,5.17,,Air New Zealand,,1.77,-3.7,1.73,1.80,1.83,1.73,-.33,2.05,1.199,,
