ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 30, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4518.0 at 2012-11-30T16:48:37. Report at Friday, November 30, 2012. Processed Saturday at 2012-12-01T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,62.656,2.607,1.008,.121,.59,8.63,26.60,19.1,17.80,1.49,3.50,f,1300 Smiles,,5.09,-1,4.90,5.09,5.09,5.00,-2.15,6.54,3.80,,
TQH,11.907,1.272,2.018,.013,-.04,-,1.47,5.9,-,-,-,,3Q Hldgs,,.087,-.3,.083,.09,.087,.087,-5.28,.099,.052,,
AYI,12.000,32.710,8.053,.002,.02,.20,-1.20,-,-,-,-,,A1 Invest & Res,,.004,-,.003,.006,.004,.004,-1.95,.049,.004,,
AAY,.053,7.914,6.700,.002,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.02,-,-,.02,.02,.02,-1.95,.041,.02,,
AAQ,4506.31,331.756,287.189,.002,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.005,-,.004,.005,.005,.004,-1.95,.011,.003,,
ABP,2575.75,178.913,147.427,.912,2.34,.88,2.11,97.2,16.50,.13,8.05,,Abacus Prop,†,2.05,-5,2.03,2.08,2.10,2.04,-4.33,2.13,1.80,,
ALR,584.790,9.338,7.046,.064,1.08,.98,2.98,35.6,9.50,.31,8.96,f,Aberdeen Leaders,,1.06,-,1.05,1.07,1.06,1.04,-1.95,1.125,.975,,
AKG,-,.090,.411,.034,.10,7.00,6.30,11.1,4.50,1.40,6.43,f,Academies A'asia,,.70,-,.70,.85,.70,.70,-1.95,.80,.44,,
ACR,3533.39,236.009,132.674,.476,.17,16.82,4.44,64.4,8.00,.56,2.80,,Acrux,,2.86,+6,2.84,2.86,2.87,2.69,+.19,4.77,2.59,,
ACW,4.000,4.707,3.364,.002,-,-,-2.12,-,-,-,-,,Actinogen,,.017,-.4,.006,.017,.021,.017,-21.00,.052,.017,,
