ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 8, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4111.2 at 2012-06-08T16:43:06. Report at Friday, June 8, 2012. Processed Saturday at 2012-06-09T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,37.585,1.344,.276,.129,.55,9.9,26.01,21.0,16.60,1.57,3.05,f,1300 Smiles,,5.45,+16,5.45,5.49,5.49,5.28,+3.16,5.50,3.00,,
TQH,-,.287,.297,.013,-.05,-,1.79,4.5,-,-,-,,3Q Hldgs,,.08,-,-,-,.08,.08,+.14,.08,.041,,
AYI,2067.50,24.733,2.813,.004,.02,.4,.03,26.7,-,-,-,,A1 Invest & Res,,.008,+.1,.006,.008,.008,.006,+14.42,.06,.006,,
AAY,-,6.380,.996,.003,.01,2.2,1.65,1.3,-,-,-,,AACL Hldgs,,.022,-,.001,.03,.022,.022,+.14,.066,.02,,
AAQ,2000.00,84.953,105.926,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.005,-,-,-,.005,.005,+.14,.017,.004,,
ABP,2699.20,84.628,68.947,.826,2.43,.8,2.52,75.4,16.50,.15,8.68,,Abacus Prop,†,1.90,-7,1.90,1.905,1.955,1.895,-3.41,2.34,1.78,,
ALR,87.829,2.455,3.260,.064,1.11,1.0,3.48,30.5,9.50,.37,8.96,f,Aberdeen Leaders,,1.06,+1,1.06,1.07,1.06,1.04,+1.09,1.22,.98,,
AKG,-,.040,.107,.022,.09,5.1,5.39,8.5,4.00,1.35,8.70,f,Academies A'asia,,.46,-,.46,.70,.46,.46,+.14,.60,.44,,
ACR,3625.71,105.768,47.634,.729,.16,27.4,2.73,160.4,-,-,-,,Acrux,,4.38,-5,4.30,4.39,4.41,4.26,-.99,4.47,2.59,,
ACW,100.000,3.140,1.253,.002,.01,2.7,-2.30,-,-,-,-,,Actinogen,,.027,+.1,-,-,.027,.026,+3.99,.06,.018,,
ACWO,-,.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.14,.01,.001,,
ACWOA,-,.347,.154,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,+.14,.015,.001,,
ACU,900.000,264.111,704.902,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+.14,.002,.001,,
ADA,53.214,.835,1.194,.030,.13,2.8,.80,46.3,-,-,-,,Adacel Tech,,.37,-,.35,.415,.38,.37,+.14,.43,.18,,
AAU,39.155,2.230,11.999,.011,.07,2.5,2.31,7.6,2.00,1.16,11.43,f,Adcorp Aust,,.175,-,.175,.20,.175,.17,+.14,.205,.125,,
ABN,2400.50,27.587,366.902,.003,-,-,-,-,-,-,-,,AdEffective,†,.013,+.1,.013,.014,.015,.013,+8.47,.044,.001,,
ABNO,6905.36,19.668,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,+.1,-,-,.003,.002,+50.14,.003,.002,,
ABC,22520.0,187.995,199.736,1.906,1.22,2.5,23.30,12.8,16.50,1.41,5.52,f,Adelaide Brighton,,2.99,+14,2.91,3.03,3.05,2.80,+5.05,3.27,2.22,,
ADQ,14.000,6.284,6.321,.016,.04,1.8,.65,10.8,-,-,-,,ADG Global Supply,,.07,-,.062,.065,.07,.07,+.14,.09,.05,,
ABV,1467.83,35.226,44.735,.020,.01,1.8,-.02,-,-,-,-,,Adv Braking Tech,,.018,-.2,.018,.019,.02,.016,-9.86,.027,.016,,
AMT,-,.095,.364,.005,.10,1.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.145,-,-,-,.145,.145,+.14,.30,.145,,
ASW,38.700,.954,1.950,.028,.13,5.2,4.42,15.2,3.85,1.15,5.75,f,Advanced Share Reg,,.67,-1,-,-,.68,.67,-1.33,.90,.605,,
AEI,208.348,2.849,4.019,.018,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.165,-.5,.165,.19,.17,.165,-2.80,.30,.155,,
AFT,-,48.700,349.961,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+.14,.001,.001,,
AGX,9089.51,68.367,26.194,.003,-,-,-.27,-,-,-,-,,Agenix,,.004,-,.004,.006,.006,.004,+.14,.02,.004,,
AGK,14128.2,170.419,130.682,7.422,6.98,2.1,94.90,15.7,60.00,1.58,4.03,f,AGL Energy,*,14.87,-33,14.80,14.95,15.45,14.795,-2.03,15.45,12.101,,
AGKR,5284.82,6.641,-,.254,-,-,-,-,-,-,-,,  rts forus,,3.26,-34,3.24,3.30,3.85,3.13,-9.31,3.85,2.85,,
AGJ,20.000,1.661,.219,.017,.33,.5,-1.01,-,1.49,-,9.03,,Agricultural Land,,.165,+2.5,-,-,.165,.14,+18.00,.20,.13,,
AHC,-,.039,.022,.012,4.92,.4,-6.74,-,10.00,-,4.55,,AHC,,2.20,-,-,-,2.20,2.20,+.14,2.30,2.00,,
ENY,4.342,.073,.557,.003,-,-,-,-,-,-,-,p,All 200 Energy,,12.55,+5,11.28,13.68,12.55,12.15,+.54,15.78,11.87,,
FIN,50.000,.171,.743,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.15,-6,4.09,4.12,4.21,4.15,-1.29,4.47,3.55,,
FIX,7.994,.248,1.001,.003,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.90,+14,4.81,4.85,4.90,4.75,+3.08,5.19,4.34,,
IDD,7.250,.099,.577,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.38,-6,2.97,3.65,3.44,3.36,-1.61,3.86,3.00,,
RSR,27.920,.506,1.024,.006,-,-,-,-,-,-,-,p,All 200 Resources,,4.09,+2,3.66,4.46,4.10,4.07,+.63,5.70,4.01,,
MAM,-,.153,1.501,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.42,-,2.90,3.36,3.42,3.42,+.14,5.04,3.37,,
AGI,1918.05,75.435,11.926,.547,.23,7.7,21.81,8.1,-,-,-,,Ainsworth Game Tech,,1.77,-7.5,1.735,1.77,1.84,1.655,-3.93,1.99,.315,,
