ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 13, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5214.7 at 2013-09-13T16:46:06. Report at Friday, September 13, 2013. Processed Saturday at 2013-09-14T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,82.493,2.109,2.152,.155,.62,10.56,26.90,24.3,18.50,1.45,2.82,f,1300 Smiles,,6.55,+5,6.50,6.60,6.60,6.49,-.60,6.79,5.00,,
TIX,870.051,76.947,-,.198,.02,105.50,24.80,8.5,13.50,1.84,6.40,,360 Cap Indust Fund,†,2.11,-1,2.08,2.13,2.16,2.08,-1.85,2.26,1.423,,
AYI,-,34.390,28.634,-,-,-,-.66,-,-,-,-,,A1 Invest & Res,,.001,-,.001,.002,.002,.002,-1.37,.009,.001,,
AAY,-,4.258,6.824,.001,.01,1.20,3.98,.3,-,-,-,,AACL Hldgs,,.012,-,.012,.013,.012,.012,-1.37,.03,.003,,
ABP,1706.28,100.169,143.322,1.029,2.32,.96,13.68,16.3,16.50,.83,7.40,,Abacus Prop,,2.23,-2,2.21,2.24,2.29,2.22,-2.26,2.51,1.925,,
ALR,86.445,6.999,6.239,.079,1.16,1.12,2.97,43.8,9.50,.31,7.31,f,Aberdeen Leaders,,1.30,+4.5,1.29,1.31,1.34,1.32,+2.13,1.365,1.015,,
AKG,20.191,3.777,.078,.048,.10,9.00,6.80,13.2,5.00,1.36,5.56,f,Academies A'asia,,.90,+.5,.88,.95,.94,.865,-.84,.986,.55,,
ACR,2439.49,121.320,177.032,.561,.14,24.07,4.16,81.0,8.00,.52,2.37,,Acrux,,3.37,+25,3.36,3.37,3.40,3.08,+6.64,4.12,2.64,,
ACW,417.300,3.006,4.518,-,-,-,-.18,-,-,-,-,,Actinogen,,.008,-.4,.004,.008,.012,.008,-34.71,.039,.008,,
ACWOA,-,.107,.448,-,-,-,-,-,-,-,-,,  opt sep15,,-,-,-,.001,.001,.001,-1.37,.002,.001,,
ADA,-,.996,.933,.027,.13,2.62,1.00,34.0,-,-,-,,Adacel Tech,,.34,-,.32,.42,.34,.34,-1.37,.46,.241,,
AAU,132.368,7.433,3.443,.004,.02,3.50,-11.20,-,.75,-,10.71,,Adcorp Aust,,.07,+.1,.07,.082,.089,.069,+.08,.165,.065,,
ABN,.209,19.004,36.019,.003,-,-,.02,75.0,-,-,-,,AdEffective,,.015,-.2,.01,.016,.017,.015,-13.14,.017,.007,,
ABNO,-,13.733,55.971,-,-,-,-,-,-,-,-,,  opt jun14,,.002,-,.001,.004,.002,.002,-1.37,.005,.002,,
ABC,8934.92,352.704,301.815,2.247,1.30,2.71,23.20,15.2,16.50,1.41,4.69,f,Adelaide Brighton,,3.52,+4,3.51,3.56,3.62,3.42,-.22,3.70,2.94,,
ADQ,1392.67,39.957,7.481,.006,.04,.50,-.38,-,-,-,-,,ADG Global Supply,,.02,-.2,.016,.02,.02,.016,-10.46,.07,.01,,
ADJ,5925.59,152.114,113.086,.051,.01,7.30,-.94,-,-,-,-,,Adslot,,.073,+1.4,.072,.073,.073,.056,+22.35,.073,.024,,
ABV,2690.00,88.677,63.938,.019,-,-,-.08,-,-,-,-,,Adv Braking Tech,,.017,+.1,.016,.017,.018,.015,+4.88,.024,.013,,
AMT,12.334,.125,.294,.003,.09,.67,-1.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.06,-,.055,.08,.06,.06,-1.37,.145,.06,,
ASW,15.000,1.488,3.942,.028,.14,4.64,3.70,17.6,3.70,1.00,5.69,f,Advanced Share Reg,,.65,-1,.65,.68,.66,.65,-2.89,.758,.619,,
AEI,60.000,1.190,3.642,.021,-.01,-,-.77,-,-,-,-,,Aeris Environmental,,.18,-,.165,.18,.18,.18,-1.37,.22,.14,,
AFT,500.000,5.265,51.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.37,.001,.001,,
AGX,170.849,17.029,202.946,.002,-,-,-.67,-,-,-,-,,Agenix,†,.021,-.4,.021,.025,.025,.021,-17.37,.073,.002,,
AGXO,-,.950,-,-,-,-,-,-,-,-,-,,  opt jun15,,.003,-,.003,.012,.003,.003,-1.37,.01,.001,,
AGK,10080.3,299.682,284.333,8.518,7.56,2.03,70.70,21.7,63.00,1.12,4.10,f,AGL Energy,,15.37,-25,15.31,15.38,15.66,15.11,-2.97,16.60,13.66,,
AGJ,51.656,4.711,2.169,.011,.12,.88,-5.99,-,2.82,-,26.86,,Agricultural Land,,.105,+1,.105,.12,.105,.095,+9.15,.145,.083,,
AHC,-,.072,.079,.012,4.82,.44,1.08,194.4,10.00,.11,4.76,f,AHC,,2.10,-,2.10,-,2.10,2.10,-1.37,2.20,1.92,,
AGI,890.469,68.645,106.630,1.291,.54,7.43,16.00,25.1,8.00,2.00,2.00,,Ainsworth Game Tech,,4.01,-22,4.01,4.13,4.43,4.01,-6.57,4.43,1.90,,
AIZ,331.417,4.645,6.083,1.271,1.33,.86,13.98,8.2,6.73,2.08,5.85,,Air New Zealand,,1.15,-6,1.10,1.19,1.25,1.18,-6.21,1.30,.87,,
AJL,412.165,20.601,33.023,.369,.40,3.45,-97.60,-,-,-,-,,AJ Lucas Grp,,1.38,-1,1.355,1.40,1.455,1.36,-2.08,1.893,.596,,
ACL,1036.19,54.936,74.639,.146,.05,9.00,-1.60,-,-,-,-,,Alchemia,,.45,+.5,.455,.46,.46,.445,-.25,.61,.285,,
AAI,.100,1.210,.012,6.842,-,-,12.06,65.5,9.86,1.22,1.25,,Alcoa Inc,,7.90,-30,6.00,10.00,8.20,7.90,-5.03,8.75,7.50,,
LEP,283.624,28.639,27.004,.548,1.90,1.47,8.21,34.1,16.00,.51,5.71,,ALE Prop Grp,,2.80,-4,2.74,2.80,2.84,2.76,-2.80,2.94,2.11,,
AJX,943.981,26.262,17.844,.025,-.02,-,-1.74,-,-,-,-,,Alexium Int'l,,.15,+2.5,.14,.15,.135,.11,+21.35,.14,.04,,
AEB,164.994,20.805,26.859,.051,-,-,-2.00,-,-,-,-,,Algae.Tec,,.185,-1,.185,.19,.20,.18,-6.50,.38,.17,,
AEBO,-,-,6.558,-,-,-,-,-,-,-,-,,  opt jan14,,-,-,-,-,.06,.06,-1.37,.12,.06,,
AQZ,596.172,11.479,19.083,.156,1.36,1.09,23.40,6.3,10.40,2.25,7.03,f,Alliance Aviation,,1.48,-12,1.48,1.50,1.60,1.46,-8.87,2.33,1.46,,
ABQ,.800,8.919,-,.002,-,-,13.27,.1,-,-,-,,Allied Consolidated,†,.008,-,.007,.01,.008,.008,-1.37,.255,.008,,
AHZ,51029.8,1384.10,154.002,.100,.01,9.60,-.21,-,-,-,-,,Allied Healthcare,,.096,-.4,.096,.099,.105,.093,-5.37,.125,.02,,
