ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 27, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4433.4 at 2012-04-27T16:37:14. Report at Friday, April 27, 2012. Processed Saturday at 2012-04-28T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,44.761,1.084,.160,.118,.55,9.1,26.01,19.2,16.60,1.57,3.32,f,1300 Smiles,,5.00,+25,4.90,5.00,5.00,4.94,+5.51,5.50,3.00,,
TQH,-,.190,.225,.011,-.05,-,1.79,3.8,-,-,-,,3Q Hldgs,,.068,-,.068,.15,.068,.068,+.25,.08,.041,,
AYI,300.001,12.599,2.312,.004,.02,.4,.03,30.0,-,-,-,,A1 Invest & Res,,.009,-,.008,.009,.009,.008,+.25,.06,.008,,
AAY,100.000,5.257,.693,.005,.01,3.1,1.65,1.9,-,-,-,,AACL Hldgs,,.031,+.1,.031,.042,.031,.03,+3.58,.066,.02,,
AAQ,4568.18,52.940,82.511,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.005,-,.004,.005,.005,.005,+.25,.017,.005,,
ABP,7692.66,68.699,51.818,.892,2.43,.8,2.52,81.3,16.50,.15,8.05,,Abacus Prop,†,2.05,+1,2.02,2.06,2.06,2.00,+.74,2.34,1.78,,
ALR,102.298,1.714,2.355,.065,1.10,1.0,3.48,30.7,9.50,.37,8.88,f,Aberdeen Leaders,,1.07,-1,1.07,1.10,1.12,1.07,-.68,1.26,.98,,
AKG,34.400,.038,.048,.021,.09,5.0,5.39,8.3,4.00,1.35,8.89,f,Academies A'asia,,.45,-15,.46,.68,.45,.44,-24.75,.60,.44,,
ACR,4926.09,62.785,35.015,.664,.16,24.9,2.73,146.2,-,-,-,,Acrux,,3.99,+4,3.97,4.00,4.085,3.90,+1.26,4.30,2.59,,
ACW,.001,1.004,.986,.001,.01,2.9,-2.30,-,-,-,-,,Actinogen,,.029,-,.026,.029,.029,.029,+.25,.062,.018,,
ACWO,-,.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.25,.01,.001,,
ACWOA,-,.248,.142,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,+.25,.015,.001,,
ACU,88007.8,147.182,624.658,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,.001,.001,.001,.001,+.25,.003,.001,,
ADA,24.343,.588,1.019,.029,.13,2.7,.80,44.4,-,-,-,,Adacel Tech,,.355,-.5,-,-,.355,.355,-1.14,.36,.18,,
AAU,100.941,1.878,11.733,.012,.07,2.8,2.31,8.4,2.00,1.16,10.26,f,Adcorp Aust,,.195,+.5,.19,.24,.205,.19,+2.88,.205,.125,,
ABN,385.896,16.005,252.961,.003,-,-,-,-,-,-,-,,AdEffective,†,.014,+.4,.01,.014,.014,.01,+40.25,.044,.001,,
ABNO,1002.66,7.225,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-,-,-,.003,.003,+.25,.003,.003,,
ABC,3726.88,129.337,146.913,1.890,1.22,2.4,23.30,12.7,16.50,1.41,5.56,f,Adelaide Brighton,,2.97,-2,2.93,2.99,3.00,2.93,-.42,3.27,2.22,,
ADQ,133.000,4.723,3.827,.017,.04,1.9,.65,11.5,-,-,-,,ADG Global Supply,,.075,-.5,.075,.078,.075,.075,-6.00,.09,.05,,
ABV,1361.95,30.224,36.149,.020,.01,2.1,-.02,-,-,-,-,,Adv Braking Tech,,.021,-,.021,.023,.024,.021,+.25,.029,.016,,
AMT,.001,.061,.337,.006,.10,1.8,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.18,-6,.15,.17,.24,.18,-24.75,.30,.15,,
ASW,9.899,.684,1.658,.031,.13,5.5,4.42,16.3,3.85,1.15,5.35,f,Advanced Share Reg,,.72,-4,.72,.75,.74,.72,-5.02,.90,.605,,
AEI,.001,1.738,2.049,.025,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.24,-2,.205,.24,.26,.24,-7.44,.30,.155,,
AFT,.001,33.700,323.381,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+.25,.001,.001,,
AGX,3091.35,19.292,19.729,.008,-,-,-.27,-,-,-,-,,Agenix,,.01,-.1,.01,.011,.013,.01,-8.84,.02,.01,,
AGK,5201.84,114.472,86.439,7.045,6.98,2.2,94.90,15.9,60.00,1.58,3.98,f,AGL Energy,,15.06,+26,14.87,15.07,15.07,14.72,+2.00,15.79,12.50,,
AGJ,74.451,.371,.199,.015,.33,.5,-1.01,-,1.49,-,9.93,,Agricultural Land,,.15,+.5,.145,.15,.17,.145,+3.70,.20,.13,,
AHC,-,.039,.020,.012,4.92,.4,-6.74,-,10.00,-,4.55,,AHC,,2.20,-,-,-,2.20,2.20,+.25,2.30,1.90,,
ENY,3.081,.034,.511,.003,-,-,-,-,-,-,-,p,All 200 Energy,,14.03,-24,13.50,14.50,14.27,14.00,-1.43,16.90,11.87,,
FIN,-,.121,.718,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.21,-,4.10,4.50,4.21,4.21,+.25,4.70,3.55,,
FIX,2.000,.076,.948,.004,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,5.13,+13,4.90,5.18,5.13,5.00,+2.85,5.39,4.34,,
IDD,2.000,.058,.535,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.75,-1,3.70,3.90,3.75,3.75,-.02,3.86,3.00,,
RSR,6.204,.102,.922,.007,-,-,-,-,-,-,-,p,All 200 Resources,,4.61,+6,4.40,4.62,4.63,4.55,+1.57,5.94,4.33,,
MAM,3.375,.120,1.409,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.83,-5,3.80,4.00,3.88,3.83,-1.04,5.15,3.75,,
AGI,18758.2,59.007,5.152,.485,.23,7.6,21.81,8.0,-,-,-,,Ainsworth Game Tech,,1.74,+17.5,1.715,1.74,1.80,1.565,+11.43,1.80,.24,,
AIZ,65.174,2.052,7.846,.759,1.07,.6,1.62,42.6,3.01,.54,4.36,,Air New Zealand,,.69,+1,.685,.70,.695,.685,+1.72,.96,.655,,
AIG,-,-,.143,-,-.19,-,-4.88,-,-,-,-,,Aircruising Aust,,.079,-,-,-,.079,.079,+.25,.08,.04,,
AJL,583.151,15.782,5.860,.108,.86,1.2,-9.40,-,-,-,-,,AJ Lucas Grp,,1.05,-3,1.03,1.07,1.09,1.03,-2.53,1.75,1.005,,
ACL,1096.29,39.812,14.272,.146,.06,8.7,-6.40,-,-,-,-,,Alchemia,,.52,+1,.515,.525,.53,.50,+2.21,.86,.25,,
AAI,-,.010,.033,7.881,-,-,23.62,38.5,9.57,2.47,1.05,,Alcoa Inc,,9.10,-,9.11,11.00,9.10,9.10,+.25,16.40,9.00,,
LEP,339.136,6.874,11.900,.332,2.14,1.0,6.98,29.8,17.75,.39,8.53,,ALE Prop Grp,,2.08,+3,2.07,2.10,2.09,2.04,+1.71,2.15,1.72,,
ALS,274.723,16.442,34.798,.135,.83,1.7,21.32,6.7,10.00,2.13,6.99,f,Alesco Corp,,1.43,-8,1.41,1.47,1.55,1.40,-5.05,3.231,.995,,
AJX,4570.99,11.903,6.311,.014,-.02,-,-1.99,-,-,-,-,,Alexium Int'l,,.11,+2.6,.10,.11,.115,.082,+31.20,.12,.06,,
AEB,535.813,19.739,6.021,.019,-,-,-1.00,-,-,-,-,,Algae.Tec,,.39,-1,.385,.39,.40,.385,-2.25,.63,.29,,
AEBO,152.500,4.487,-,-,-,-,-,-,-,-,-,,  opt jan14,,.10,+.1,-,-,.11,.10,+1.26,.11,.035,,
AQZ,6.037,11.444,-,.201,-,-,-,-,-,-,-,,Alliance Aviation,,2.23,+3,2.23,2.28,2.28,2.23,+1.61,2.36,1.59,,
AHZ,9806.13,76.761,22.124,.020,.01,2.7,-.72,-,-,-,-,,Allied Healthcare,,.027,-.3,.027,.028,.03,.027,-9.75,.084,.026,,
AZG,3472.30,62.848,60.984,.048,.07,2.5,2.00,8.8,-,-,-,,Allmine Grp,,.175,-2,.175,.18,.19,.17,-10.01,.275,.095,,
AIQ,3.600,16.493,2.167,.070,.70,.8,-.07,-,-,-,-,,Alternative Invest,,.535,-.5,-,-,.535,.53,-.68,.63,.391,,
ALU,914.109,3.316,4.294,.033,-.06,-,-9.76,-,-,-,-,,Altium,,.32,+7,.32,.35,.32,.25,+28.25,.32,.082,,
AMA,1459.64,18.398,10.239,.042,-.04,-,3.28,4.6,1.00,3.28,6.67,,AMA Grp,,.15,+.5,.145,.15,.155,.145,+3.70,.155,.09,,
AHD,116.510,3.174,5.342,1.012,5.19,1.2,58.80,10.9,37.00,1.59,5.76,f,Amalgamated Hldgs,,6.42,+2,6.42,6.46,6.48,6.31,+.56,6.50,5.10,,
AMO,42.351,.301,.219,.008,.55,.5,-2.45,-,.50,-,1.89,,Ambertech,,.265,-.5,.255,.295,.27,.265,-1.60,.325,.205,,
