ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 23, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5388.1 at 2015-10-23T16:37:05. Report at Friday, October 23, 2015. Processed Saturday at 2015-10-24T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,5.371,1.040,1.988,.168,.45,15.78,27.80,25.5,19.20,1.45,2.70,f,1300 Smiles,,7.10,-7,7.08,7.20,7.20,7.09,-2.57,7.30,5.80,,
1ST,445.707,23.576,-,.007,-,-,-,-,-,-,-,,1ST Available,,.12,+.5,.125,.13,.14,.12,+2.76,.22,.095,,
TIX,6033.05,50.970,28.363,.461,2.34,1.00,35.50,6.6,21.57,1.65,9.26,,360 Capital Indust,,2.33,-1,2.32,2.34,2.365,2.32,-2.02,2.79,2.23,,
TGP,434.321,47.166,37.846,.252,.71,1.44,10.60,9.6,6.00,1.77,5.88,,360 Capital Grp,,1.02,-3,1.02,1.035,1.045,1.005,-4.45,1.41,.912,,
TOF,205.941,20.106,27.933,.145,2.14,.93,16.40,12.1,17.00,.96,8.56,,360 Capital Office,,1.985,-.5,1.985,1.995,1.995,1.965,-1.84,2.24,1.94,,
TOT,162.800,6.300,-,.042,-,-,-10.50,-,5.62,-,5.35,,360 Capital Total Re,,1.05,-3,1.05,1.10,1.08,1.01,-4.37,1.35,1.00,,
3DM,1667.19,379.092,770.190,.025,.01,7.80,-3.60,-,-,-,-,,3D Medical,†,.078,-.2,.078,.079,.083,.068,-4.09,.195,.004,,
3PL,591.888,51.395,23.416,.313,.12,19.33,3.04,76.3,1.80,1.69,.78,f,3P Learning,,2.32,+7,2.29,2.35,2.35,2.20,+1.52,2.85,1.70,,
8CO,37.000,2.463,3.335,.003,-,-,-.02,-,-,-,-,,8common,,.20,-,.195,.20,.20,.185,-1.59,.25,.145,,
8IH,315.560,21.379,-,.286,-,-,-,-,-,-,-,,8I Hldgs,,.80,-.5,.75,.815,.805,.78,-2.21,1.13,.25,,
NNW,628.687,45.288,68.887,.161,.04,3.75,.06,250.0,-,-,-,,99 Wuxian,,.15,-1.5,.145,.15,.165,.15,-10.68,.495,.135,,
AYI,-,198.782,155.909,.010,-,-,-.05,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-1.59,.001,.001,,
