ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 17, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5444.8 at 2014-04-17T16:37:36. Report at Thursday, April 17, 2014. Processed Saturday at 2014-04-19T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,23.111,.594,.812,.142,.61,9.84,20.85,28.8,15.00,1.39,2.50,f,1300 Smiles,,6.00,+10,6.00,6.02,6.02,5.85,+1.30,7.25,5.35,,
TIX,232.702,8.170,30.907,.197,1.94,1.11,17.12,12.6,18.30,.94,8.51,,360 Cap Indust Fund,†,2.15,-2,2.15,2.16,2.22,2.15,-1.32,2.26,1.96,,
TGP,504.884,16.716,21.050,.188,.60,1.26,7.66,9.9,3.50,2.19,4.64,,360 Capital Grp,†,.755,-1.5,.75,.77,.80,.755,-2.34,.815,.465,,
NNW,384.900,15.875,-,.026,-,-,-,-,-,-,-,,99 Wuxian,,.38,+2.5,.37,.38,.38,.35,+6.65,.60,.30,,
AYI,2401.11,67.643,16.445,-,-,-,-.54,-,-,-,-,,A1 Invest & Res,,.001,-,.001,.001,.001,.001,-.39,.005,.001,,
ABP,2579.76,49.493,35.913,1.241,2.34,1.05,18.46,13.3,16.50,1.12,6.71,,Abacus Prop,,2.46,+6,2.32,2.46,2.46,2.35,+2.11,2.51,2.14,,
ALR,48.638,1.843,3.415,.077,1.22,1.03,2.93,42.8,8.75,.33,6.97,f,Aberdeen Leaders,,1.255,-3,1.255,1.28,1.285,1.255,-2.73,1.385,1.18,,
AKG,267.890,1.070,2.962,.047,.16,5.22,8.70,9.6,5.00,1.74,5.99,f,Academies A'asia,,.835,-8.5,.835,.89,.91,.835,-9.63,1.10,.685,,
ACR,5355.69,87.806,54.904,.279,.22,7.61,17.87,9.4,8.00,2.23,4.78,,Acrux,,1.675,-7.5,1.66,1.69,1.73,1.645,-4.68,3.901,1.645,,
ACW,1110.00,10.562,1.109,.006,.01,3.00,-.47,-,-,-,-,,Actinogen,†,.03,-.5,.026,.03,.035,.03,-14.68,.045,.01,,
ACWOA,-,-,.107,-,-,-,-,-,-,-,-,,  opt sep15,†,-,-,-,.02,.001,.001,-.39,.001,.001,,
ADA,-,.179,.316,.028,.14,2.50,.70,50.0,-,-,-,,Adacel Tech,,.35,-,.35,.39,.35,.35,-.39,.57,.30,,
AAU,42.000,2.146,2.896,.005,-.01,-,-5.55,-,-,-,-,,Adcorp Aust,,.09,-,.09,.095,.095,.09,-.39,.125,.04,,
ABC,5209.82,131.310,156.232,2.490,1.38,2.83,23.70,16.5,16.50,1.44,4.23,f,Adelaide Brighton,,3.90,-2,3.86,3.92,3.92,3.83,-.90,4.375,3.108,,
ADQ,4730.89,32.090,22.957,.004,.04,.30,-2.11,-,-,-,-,,ADG Global Supply,,.012,-,.009,.012,.013,.012,-.39,.047,.009,,
AHZ,10807.1,373.436,295.817,.163,.01,13.00,-.03,-,-,-,-,,ADMEDUS,,.13,+.5,.13,.135,.135,.125,+3.61,.185,.026,,
ADJ,3632.61,163.154,43.018,.074,.63,.12,-1.12,-,-,-,-,,Adslot,,.075,+.9,.075,.079,.079,.065,+13.24,.155,.028,,
ABV,-,24.929,39.857,.008,-,-,-.20,-,-,-,-,,Adv Braking Tech,,.007,-,.008,.01,.007,.007,-.39,.018,.007,,
AMT,3.260,.087,.024,.002,.09,.57,-.91,-,-,-,-,,Adv Surg Dsgn & Mnft,,.051,+.1,.051,.06,.051,.05,+1.61,.105,.045,,
ASW,-,.238,.608,.029,.14,4.79,3.43,19.5,3.70,.93,5.52,f,Advanced Share Reg,,.67,-,.645,.66,.67,.67,-.39,.72,.619,,
AEI,-,.633,.416,.014,-.01,-,-1.03,-,-,-,-,,Aeris Environmental,,.12,-,.105,.12,.12,.12,-.39,.205,.08,,
AFJ,1651.40,33.475,-,.113,-,-,-,-,-,-,-,,Affinity Education,,1.26,-3.5,1.26,1.28,1.29,1.21,-3.10,1.446,.911,,
AFT,-,2.521,2.515,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-.39,.001,.001,,
AHA,50.078,2.146,14.768,.007,-,-,-6.31,-,-,-,-,,AG Financial,,.041,-.1,.039,.04,.042,.041,-2.77,.045,.021,,
AGX,370.961,34.447,7.395,.002,-,-,5.19,.3,-,-,-,,Agenix,,.015,-,.015,.016,.015,.014,-.39,.042,.012,,
AGXO,-,.144,.150,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,-.39,.005,.001,,
AGK,3007.63,98.627,133.112,8.698,7.56,2.06,51.10,30.4,63.00,.81,4.05,f,AGL Energy,,15.54,-3,15.50,15.55,15.59,15.34,-.59,16.15,13.85,,
AGJ,-,.998,3.823,.008,.11,.75,-3.71,-,2.82,-,34.39,,Agricultural Land,,.082,-,.082,.095,.082,.082,-.39,.145,.073,,
APW,9970.42,53.421,25.687,.046,.13,.71,-4.40,-,.09,-,.98,,AIMS Prop Sec Fund,,.092,+.2,.091,.093,.092,.089,+1.83,.092,.060,,
AGI,2400.09,37.101,31.987,1.321,.63,6.51,20.00,20.5,10.00,2.00,2.44,,Ainsworth Game Tech,,4.10,+7,4.09,4.12,4.12,3.90,+1.34,4.79,3.33,,
AIZ,48.590,6.613,1.671,2.115,1.43,1.33,18.53,10.3,8.52,2.17,4.48,,Air New Zealand,,1.90,-1,1.885,1.92,1.90,1.87,-.92,1.97,1.14,,
AJL,229.989,6.142,8.694,.197,.47,1.56,-91.50,-,-,-,-,,AJ Lucas Grp,,.735,-6,.73,.735,.80,.725,-7.94,1.61,.72,,
ACL,632.134,18.470,28.671,.162,.04,12.50,-1.20,-,-,-,-,,Alchemia,,.50,+2,.50,.51,.50,.475,+3.77,.675,.30,,
AAI,.604,.010,1.205,11.778,-,-,-239.16,-,8.06,-,.59,,Alcoa Inc,,13.60,+10,13.00,15.40,13.60,13.48,+.35,13.70,7.50,,
