ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4706.7 at 16:47 20/11/2009  Report at 19:06 Friday 20/11/2009. Processed 19:53 Friday 20/11/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,5.3,0.693,0.47,0.054,0.13,20.4,18.7,14.2,11.4,1.64,4.30,f,1300 Smiles Ltd,,2.65,-5,2.65,2.70,2.73,2.65,-1.52,3.00,2.20,
TQH,2.5,3.074,2.525,0.026,-0.10,-,1.07,16.8,-,-,-,,3Q Hldgs Ltd,,0.18,1,0.16,0.18,0.18,0.17,6.22,0.195,0.105,
FCS,19.07,3.288,-,0.001,0.03,0.8,-4.2,-,-,-,-,,4C Sec Solution,,0.023,,0.023,0.03,0.023,0.023,0.34,0.09,0.015,
ABP,15845.3,1164,527.234,0.662,0.62,0.7,-11.81,-,7.75,-,17.82,,Abacus Prop stpld,,0.435,-1.5,0.43,0.435,0.455,0.41,-3.00,0.48,0.147,
ALR,48.263,3.671,2.365,0.082,1.42,1.0,-21.34,-,9,-,6.47,f,Aberdeen Leaders,,1.39,4,1.36,1.39,1.39,1.35,3.30,1.44,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.015,-,0.001,0.001,0.34,0.05,0.001,
ACR,5395.22,66.102,41.166,0.359,0.09,24.9,-4.84,-,-,-,-,,Acrux Ltd,,2.24,4,2.20,2.25,2.30,2.14,2.15,2.32,0.42,
ACW,76.183,1.678,1.807,0.002,0.05,1.1,-2.32,-,-,-,-,,Actinogen Ltd,,0.053,-1,0.021,0.059,0.07,0.053,-15.54,0.10,0.017,
ACWO,-,0.008,0.079,-,-,-,-,-,-,-,-,,  opt aug12,,0.003,,-,-,0.003,0.003,0.34,0.004,0.001,
ACU,1995.84,34.941,22.024,0.012,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.019,,0.018,0.019,0.019,0.017,0.34,0.05,0.016,
ADA,-,6.614,3.855,0.049,0.22,2.7,8.2,7.2,-,-,-,,Adacel Tech,,0.59,,0.56,0.575,0.59,0.59,0.34,0.84,0.325
AAU,74.5,5.04,11.104,0.017,0.08,3.4,0.45,60.0,1,0.45,3.70,,Adcorp Aust,,0.27,-1.5,0.26,0.285,0.285,0.255,-4.93,0.345,0.165
ABC,5651.28,667.816,262.88,1.674,1.15,2.3,20.8,12.7,14,1.49,5.30,f,Adelaide Brighton,,2.64,-7,2.64,2.65,2.79,2.62,-2.25,3.01,1.445
AYT,161.14,22.328,18.945,0.13,1.79,0.7,12.59,10.4,15.47,0.81,11.81,,Adelaide Managed unt,,1.31,-2,1.30,1.315,1.31,1.30,-1.17,1.76,1.10
ADQ,203.105,3.774,1.16,0.009,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.11,1.6,0.09,0.11,0.11,0.092,16.81,0.165,0.058
ADL,88.015,10.769,11.04,0.005,0.01,1.3,-2.68,-,-,-,-,,Admerex Ltd,,0.013,,0.011,0.013,0.013,0.013,0.34,0.016,0.004
ADG,10.383,0.895,1.877,0.08,2.37,1.4,27.9,11.5,16,1.74,5.00,f,Adtrans Grp,,3.20,-2,3.20,3.50,3.20,3.20,-0.28,3.25,1.65
ASC,3730.9,93.354,66.387,0.006,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.01,,0.009,0.01,0.01,0.009,0.34,0.012,0.003
ASCO,525,2.848,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.002,0.003,0.003,0.002,0.34,0.003,0.002
ABV,1949.19,99.807,55.814,0.023,0.01,3.0,-0.36,-,-,-,-,,Adv Braking Tech,,0.03,,0.029,0.03,0.032,0.03,0.34,0.038,0.005
AMT,22.6,0.65,1.716,0.012,0.20,3.2,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.64,4,0.63,0.64,0.64,0.51,7.00,0.64,0.28
AES,74.467,1.013,8.327,0.029,0.01,6.5,-0.06,-,-,-,-,,Advanced Energy,,0.065,-2,0.065,0.08,0.07,0.065,-23.19,0.085,0.02
ACE,-,22.834,17.277,0.01,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.067,,0.055,0.067,0.067,0.067,0.34,0.093,0.031
ANM,528.131,26.565,26.967,0.012,0.01,5.5,-3.07,-,-,-,-,,Advanced Magnesium,,0.055,-0.3,0.055,0.06,0.058,0.055,-4.84,0.124,0.013
