ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 6, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5269.7 at 2015-11-06T16:38:05. Report at Friday, November 6, 2015. Processed Saturday at 2015-11-07T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,7.709,1.067,2.053,.177,.45,16.58,27.80,26.8,19.20,1.45,2.57,f,1300 Smiles,,7.46,+16,7.46,7.60,7.50,7.25,+2.55,7.50,5.84,,
1ST,227.766,23.959,-,.006,-,-,-,-,-,-,-,,1ST Available,,.091,-1.4,.091,.091,.10,.091,-12.98,.22,.091,,
TIX,4523.67,62.241,29.584,.509,2.34,1.06,35.50,7.0,21.57,1.65,8.73,,360 Capital Indust,,2.47,+11,2.45,2.47,2.49,2.36,+5.02,2.79,2.28,,
TGP,630.518,51.215,41.641,.255,.71,1.45,10.60,9.7,6.00,1.77,5.83,,360 Capital Grp,,1.03,+1,1.01,1.03,1.035,1.01,+1.34,1.41,.912,,
TOF,1199.41,21.895,30.632,.147,2.14,.93,16.40,12.2,17.00,.96,8.50,,360 Capital Office,,2.00,-1,2.00,2.01,2.02,2.00,-.14,2.24,1.95,,
TOT,325.747,6.764,-,.042,-,-,-10.50,-,5.62,-,5.11,,360 Capital Total Re,,1.10,+5,1.055,1.08,1.11,1.05,+5.12,1.35,1.00,,
3DM,2498.85,388.865,792.863,.029,.01,7.70,-3.60,-,-,-,-,,3D Medical,†,.077,-.2,.077,.078,.084,.076,-2.17,.195,.004,,
3PL,294.935,52.642,25.795,.309,.12,19.08,3.04,75.3,1.80,1.69,.79,f,3P Learning,,2.29,-9,2.26,2.30,2.38,2.26,-3.42,2.85,1.70,,
8CO,13.822,2.567,3.668,.003,-,-,-.02,-,-,-,-,,8common,,-,-1,.19,.205,.20,.19,-4.64,.25,.145,,
8IH,409.544,21.929,-,.321,-,-,4.21,21.4,1.48,2.84,1.64,,8I Hldgs,,.90,+8,.87,.93,.91,.82,+10.11,1.13,.25,,
NNW,971.103,47.517,75.054,.144,.04,3.38,.06,225.0,-,-,-,,99 Wuxian,,.135,-.5,.135,.145,.15,.135,-3.21,.44,.135,,
AYI,-,198.782,155.909,.010,-,-,-.05,-,-,-,-,,A1 Invest & Res,,-,-,-,.001,.001,.001,+.36,.001,.001,,
ABP,3078.98,160.604,154.544,1.750,2.49,1.27,25.46,12.4,17.00,1.50,5.38,,Abacus Prop,,3.16,-11,3.14,3.18,3.29,3.12,-3.01,3.41,2.749,,
ALR,68.988,4.836,6.729,.064,1.10,.95,3.33,31.2,6.00,.56,5.77,f,Aberdeen Leaders,,1.04,-,1.035,1.05,1.055,1.025,+.36,1.24,1.02,,
AKG,186.080,6.507,6.725,.024,-.06,-,.90,43.3,4.50,.20,11.54,f,Academies A'asia,*,.39,+1,.32,.39,.395,.385,+2.99,1.142,.293,,
ACX,1180.85,33.495,-,.792,-,-,11.00,43.0,-,-,-,,Aconex,,4.73,+18,4.72,4.73,4.75,4.55,+4.31,4.95,1.65,,
ACQ,215.000,16.711,8.435,.039,.90,.84,-5.82,-,-,-,-,,Acorn Capital Invest,,.76,-1,.77,.79,.79,.76,-.94,.845,.68,,
ACR,928.782,120.148,370.029,.127,.12,6.38,6.70,11.4,6.00,1.12,7.84,f,Acrux,,.765,+3,.755,.765,.765,.72,+4.44,1.645,.565,,
ACW,770.759,226.303,27.177,.033,.02,2.75,-1.32,-,-,-,-,,Actinogen,,.055,-.4,.055,.059,.059,.055,-6.42,.15,.035,,
ACU,960.500,131.171,26.843,.010,.03,3.83,-5.04,-,-,-,-,,Activistic,†,.115,+.5,.11,.12,.12,.11,+4.90,.215,.001,,
ADA,1001.70,10.222,.929,.123,.15,10.33,5.00,31.0,2.00,2.50,1.29,,Adacel Tech,,1.55,+5,1.55,1.56,1.57,1.40,+3.69,1.61,.20,,
ADH,3854.79,72.017,-,.428,-,-,-,-,-,-,-,,Adairs,,2.58,+4,2.52,2.59,2.65,2.50,+1.93,2.95,2.44,,
AAU,-,1.316,3.128,.002,-.01,-,.22,-,-,-,-,,Adcorp Aust,,-,-,.028,.045,.034,.034,+.36,.059,.033,,
ABC,8204.13,329.878,395.169,2.797,1.39,3.10,31.70,13.6,17.50,1.81,4.06,f,Adelaide Brighton,,4.31,+12,4.24,4.35,4.32,4.15,+3.22,5.005,3.36,,
ADR,511.324,23.652,-,.073,-,-,-,-,-,-,-,,Adherium,,.68,+3,.66,.68,.695,.65,+4.97,.72,.55,,
AHZ,6529.47,849.788,812.635,.116,.02,3.15,-1.65,-,-,-,-,,ADMEDUS,,.063,-,.063,.064,.065,.062,+.36,.138,.057,,
ADJ,2162.17,213.307,456.287,.088,-,-,-.89,-,-,-,-,,Adslot,,.083,-.7,.082,.083,.089,.08,-7.42,.125,.068,,
ABV,1806.36,208.741,100.513,.011,-,-,-.19,-,-,-,-,,Adv Braking Tech,,-,+.1,.007,.008,.007,.006,+17.02,.013,.003,,
