ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4842.6 at 16:47 16/10/2009  Report at 15:28 Saturday 17/10/2009. Processed 17:06 Sunday 18/10/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,79.5,0.626,0.429,0.055,0.13,20.8,18.7,14.4,11.4,1.64,4.22,f,1300 Smiles Ltd,,2.70,-5,2.70,2.73,2.75,2.70,-3.67,3.00,2.20,
TQH,1.286,2.892,2.282,0.021,-0.10,-,1.07,13.1,-,-,-,,3Q Hldgs Ltd,,0.14,-2,0.14,0.16,0.16,0.14,-14.35,0.195,0.105,
FCS,400,3.02,-,-,0.03,0.5,-4.2,-,-,-,-,,4C Sec Solution,,0.015,-1.2,0.019,0.025,0.027,0.015,-46.30,0.09,0.015,
FCSOA,-,-,-,-,-,-,-,-,-,-,-,,  opt dec13,,-,,-,-,-,-,-,-,-,
ABP,40847.6,1036.76,409.912,0.723,0.62,0.8,-11.81,-,7.75,-,16.32,,Abacus Prop stpld,,0.475,3.5,0.465,0.475,0.48,0.44,6.10,0.633,0.147,
ALR,184.971,3.153,2.143,0.084,1.54,0.9,-21.34,-,9,-,6.32,f,Aberdeen Leaders,,1.425,3,1.39,1.425,1.44,1.38,0.30,1.47,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.01,-,0.001,0.001,-1.85,0.05,0.001,
ACR,3029.74,51.4,38.778,0.287,0.09,20.0,-4.84,-,-,-,-,,Acrux Ltd,,1.80,3,1.79,1.80,1.85,1.75,-0.16,1.96,0.38,
ACW,41.233,1.389,1.746,0.001,0.05,1.1,-2.32,-,-,-,-,,Actinogen Ltd,,0.055,-1.5,0.059,0.07,0.07,0.055,-23.28,0.10,0.017,
ACWO,-,0.008,0.064,-,-,-,-,-,-,-,-,,  opt aug12,,0.003,,-,-,0.003,0.003,-1.85,0.004,0.001,
ACU,1685.31,22.615,19.623,0.012,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.019,-0.1,0.019,0.02,0.02,0.019,-6.85,0.05,0.016
ADA,129.549,5.949,3.73,0.047,0.22,2.6,8.2,7.0,-,-,-,,Adacel Tech,,0.57,-3,0.57,0.59,0.60,0.57,-6.85,0.84,0.30
AAU,82.75,4.222,10.494,0.016,0.08,3.3,0.45,57.8,1,0.45,3.85,,Adcorp Aust,,0.26,-1,0.26,0.28,0.27,0.26,-5.56,0.37,0.165
ABC,8804.88,618.516,230.876,1.726,1.15,2.4,20.8,13.2,14,1.49,5.09,f,Adelaide Brighton,,2.75,5,2.74,2.77,2.80,2.69,0.00,2.94,1.445
AYT,283.067,21.749,18.126,0.131,1.94,0.7,12.59,10.5,15.47,0.81,11.72,,Adelaide Managed unt,,1.32,-2.5,1.30,1.32,1.34,1.30,-3.71,1.76,1.10
ADQ,182.451,3.18,1.115,0.009,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.11,2.9,0.11,0.125,0.125,0.081,33.95,0.20,0.061
ADL,75,10.38,10.507,0.005,0.01,1.2,-2.68,-,-,-,-,,Admerex Ltd,,0.012,-0.3,0.012,0.019,0.015,0.012,-21.85,0.035,0.004
ADG,8.617,0.835,1.598,0.076,2.37,1.3,27.9,10.9,16,1.74,5.28,f,Adtrans Grp,,3.03,13,2.90,3.05,3.03,2.90,2.63,3.05,1.65
ASC,7693.31,78.577,62.164,0.004,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.012,0.1,0.01,0.012,0.012,0.01,7.24,0.012,0.003
ABV,1818.47,92.349,49.858,0.02,0.01,2.6,-0.36,-,-,-,-,,Adv Braking Tech,,0.026,,0.025,0.028,0.026,0.021,-1.85,0.038,0.005
AMT,4.4,0.328,1.5,0.007,0.20,2.0,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.40,,0.31,0.40,0.40,0.40,-1.85,0.50,0.28
AES,6,0.705,8.143,0.032,0.01,7.2,-0.06,-,-,-,-,,Advanced Energy,,0.072,0.2,0.041,0.073,0.072,0.07,1.00,0.074,0.02
ACE,309,16.155,16.039,0.007,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.05,-0.3,0.032,0.05,0.053,0.05,-7.51,0.14,0.031
ANM,341.824,24.228,22.358,0.012,0.01,5.5,-3.07,-,-,-,-,,Advanced Magnesium,,0.055,0.5,0.055,0.06,0.06,0.051,8.15,0.124,0.013
ASW,27,1.692,2.561,0.011,0.09,3.1,2.1,13.3,2,1.05,7.14,f,Advanced Share,,0.28,1,0.27,0.28,0.28,0.27,1.85,0.29,0.15
AEI,85.85,3.969,6.009,0.014,0.01,14.0,-2.31,-,-,-,-,,Aeris Environmental,,0.14,-2,0.14,0.16,0.15,0.135,-14.35,0.185,0.05
AVE,149.976,17.792,38.545,0.208,2.07,0.8,-9.7,-,4,-,2.46,,Aevum Ltd,,1.625,0.5,1.625,1.65,1.67,1.58,-1.54,1.67,0.545
AFT,500,311.173,1791.09,0.006,-,-,-0.03,-,-,-,-,,AFT Corp,,0.001,,-,0.001,0.001,0.001,-1.85,0.001,0.001
AGK,7164.64,311.795,335.619,6.441,6.00,2.4,358,4.0,54,6.63,3.76,f,AGL Energy Ltd,,14.35,23,14.27,14.36,14.44,14.06,-0.22,15.82,12.83
AGJ,3.216,1.212,0.23,0.015,0.38,0.4,-3.63,-,2.42,-,14.24,,Agricultural Land unt,,0.17,,0.155,0.175,0.17,0.17,-1.85,0.28,0.13
