ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 17, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5260.1 at 2014-10-17T16:37:06. Report at Friday, October 17, 2014. Processed Saturday at 2014-10-18T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,24.480,1.964,2.300,.139,.35,16.71,21.00,27.9,14.50,1.45,2.48,f,1300 Smiles,,5.85,-9,5.81,5.85,5.85,5.75,-2.95,6.98,5.35,,
TIX,664.701,27.908,90.717,.274,2.21,1.04,45.00,5.1,18.60,2.42,8.12,,360 Capital Indust,,2.29,+7,2.25,2.29,2.29,2.21,+1.72,2.42,1.952,,
TGP,644.582,37.200,59.968,.234,.61,1.54,12.05,7.8,5.00,2.41,5.32,,360 Capital Grp,,.94,+3,.93,.94,.95,.90,+1.86,1.04,.60,,
TOF,821.007,27.684,-,.150,-,-,-,-,-,-,-,,360 Capital Office,,1.935,-6,1.935,1.94,1.985,1.925,-4.44,2.09,1.92,,
3PL,124.763,23.272,-,.310,-,-,-,-,-,-,-,,3P Learning,,2.30,-12,2.30,2.36,2.42,2.30,-6.39,2.60,2.13,,
8CO,120.000,3.041,-,.003,-,-,-,-,-,-,-,,8common,,.24,-,.23,.24,.24,.21,-1.43,.295,.21,,
NNW,1617.61,67.640,13.353,.053,.02,17.50,.10,350.0,-,-,-,,99 Wuxian,,.35,-8.5,.34,.365,.43,.33,-20.97,.73,.30,,
AYI,-,155.909,49.324,.003,-,-,-.20,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-1.43,.002,.001,,
ABP,3157.78,146.895,109.444,1.338,2.38,1.09,22.27,11.7,16.75,1.33,6.44,,Abacus Prop,,2.60,+2,2.60,2.62,2.64,2.54,-.66,2.81,2.18,,
ALR,110.986,6.237,7.777,.070,1.15,.99,3.02,37.7,6.25,.48,5.48,f,Aberdeen Leaders,,1.14,-1,1.13,1.14,1.165,1.11,-2.30,1.385,1.11,,
AKG,129.222,6.339,6.606,.077,.05,24.70,9.80,12.6,5.50,1.78,4.45,f,Academies A'asia,,1.235,-1.5,1.235,1.27,1.27,1.235,-2.63,1.40,.835,,
ACQ,156.092,7.870,-,.043,-,-,-,-,-,-,-,,Acorn Capital Invest,,.85,-,.83,.85,.85,.83,-1.43,.96,.83,,
ACQO,135.000,10.576,-,-,-,-,-,-,-,-,-,,  opt oct15,,.017,-.3,.018,.026,.025,.017,-16.43,.04,.017,,
ACR,2664.75,350.128,134.770,.231,.12,11.58,16.80,8.3,16.00,1.05,11.51,f,Acrux,,1.39,+2.5,1.375,1.39,1.43,1.32,+.40,3.03,.75,,
ACW,50.000,26.165,3.849,.010,.01,4.00,-.29,-,-,-,-,,Actinogen,†,.04,-,.035,.04,.04,.04,-1.43,.05,.011,,
ACWOA,-,.323,.107,-,-,-,-,-,-,-,-,,  opt sep15,†,.001,-,.001,.005,.001,.001,-1.43,.001,.001,,
ACU,-,26.843,79.931,.002,-,-,-.04,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.43,.001,.001,,
ADA,165.237,.857,1.418,.021,.09,3.00,-2.90,-,-,-,-,,Adacel Tech,,.27,-8,.27,.335,.35,.24,-24.29,.535,.215,,
AAU,1.500,3.125,7.625,.002,-.02,-,-4.30,-,-,-,-,,Adcorp Aust,,.041,-.4,.041,.069,.045,.041,-10.32,.095,.04,,
ABC,7194.74,380.172,387.537,2.063,1.33,2.42,22.10,14.6,16.50,1.34,5.12,f,Adelaide Brighton,,3.22,+3,3.21,3.28,3.305,3.12,-.49,4.375,3.12,,
ADQ,-,64.528,41.193,.002,.01,.70,-6.10,-,-,-,-,,ADG Global Supply,,.007,-,.008,.009,.007,.007,-1.43,.02,.004,,
AHZ,6604.63,759.298,1670.42,.188,.02,6.50,-.55,-,-,-,-,,ADMEDUS,,.13,-,.13,.135,.14,.13,-1.43,.185,.095,,
ADJ,8936.42,439.477,212.834,.121,-,-,-1.20,-,-,-,-,,Adslot,,.115,-,.115,.12,.12,.11,-1.43,.17,.062,,
ABV,1850.00,96.636,98.613,.010,-,-,-.67,-,-,-,-,,Adv Braking Tech,,.007,-,.006,.007,.007,.007,-1.43,.017,.005,,
ABVO,500.000,8.022,-,-,-,-,-,-,-,-,-,,  opt aug16,,.002,-,.001,.003,.002,.002,-1.43,.003,.002,,
AMT,-,.413,.155,.002,.09,.61,-.15,-,-,-,-,,Adv Surg Dsgn & Mnft,,.055,-,-,.05,.053,.053,-1.43,.06,.044,,
ASW,-,.917,1.670,.027,.14,4.54,3.68,17.3,3.70,.99,5.83,f,Advanced Share Reg,,.635,-,.59,.64,.635,.635,-1.43,.72,.60,,
AEI,-,2.090,1.297,.020,-.02,-,-.91,-,-,-,-,,Aeris Environmental,,.17,-,.15,.175,.17,.17,-1.43,.20,.08,,
AFJ,8990.59,104.814,-,.216,.18,7.17,-4.39,-,-,-,-,,Affinity Education,,1.29,-1,1.285,1.295,1.31,1.22,-2.20,1.446,.911,,
AFT,-,8.021,5.265,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.43,.001,.001,,
AHA,22.500,24.151,26.289,.015,-,-,-.60,-,-,-,-,,AG Financial,,.06,-,.055,.06,.06,.06,-1.43,.063,.03,,
AGX,720.000,52.817,18.972,.002,-,-,.65,2.0,-,-,-,,Agenix,,.013,+.2,.013,.014,.014,.011,+16.75,.042,.01,,
AGXO,-,.145,.950,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,-1.43,.005,.001,,
AGK,7923.52,318.631,337.685,9.210,7.75,1.77,102.20,13.4,63.00,1.62,4.61,f,AGL Energy,,13.68,-2,13.65,13.70,13.82,13.51,-1.58,15.590,13.32,,
AGJ,20.000,2.037,4.864,.008,.06,1.38,-2.67,-,.52,-,6.27,,Agricultural Land,,.083,-.3,.083,.086,.086,.083,-4.92,.11,.073,,
APW,688.193,135.386,79.143,.055,.17,.71,5.18,2.3,.20,25.90,1.67,,AIMS Prop Sec Fund,,.12,+.5,.115,.12,.12,.115,+2.91,.13,.070,,
AGI,4793.65,108.860,74.193,.951,.65,4.54,19.00,15.5,10.00,1.90,3.39,,Ainsworth Game Tech,,2.95,+3,2.94,2.96,2.955,2.785,-.41,4.79,2.785,,
AIZ,119.604,12.586,9.567,1.797,1.50,1.07,22.12,7.3,9.15,2.42,5.68,,Air New Zealand,,1.61,-8,1.575,1.65,1.68,1.595,-6.17,2.05,1.257,,
AJL,358.639,16.604,21.571,.184,.40,1.72,-34.60,-,-,-,-,,AJ Lucas Grp,,.69,-1,.66,.70,.70,.655,-2.86,1.34,.60,,
ACL,2565.14,81.870,80.439,.214,.04,16.50,-2.10,-,-,-,-,,Alchemia,,.66,+2,.645,.66,.66,.64,+1.69,.68,.46,,
AAI,.131,.032,1.210,.178,-,-,-246.13,-,9.85,-,.58,,Alcoa Inc,,17.00,-100,16.00,17.50,18.00,17.00,-6.99,19.50,7.873,,
LEP,933.459,18.785,31.236,.632,1.93,1.67,19.03,17.0,16.45,1.16,5.09,,ALE Prop Grp,,3.23,-,3.23,3.24,3.26,3.20,-1.43,3.38,2.60,,
AJX,2106.80,77.179,37.101,.035,-,-,-1.99,-,-,-,-,,Alexium Int'l,,.165,-,.155,.165,.17,.16,-1.43,.19,.082,,
AEB,937.071,27.058,21.867,.021,.01,7.20,-1.00,-,-,-,-,,Algae.Tec,,.072,+.2,.07,.072,.072,.068,+1.42,.245,.06,,
AQZ,267.747,21.248,12.944,.135,1.36,.93,9.72,13.1,5.70,1.71,4.49,f,Alliance Aviation,,1.27,-3,1.21,1.28,1.27,1.20,-3.74,1.78,1.06,,
ALQ,14870.8,325.366,279.868,2.216,.02,278.50,40.74,13.7,39.00,1.04,7.00,p,ALS,,5.57,+50,5.53,5.63,5.66,5.07,+8.43,10.44,5.01,,
AIQ,363.379,16.286,10.025,.019,.16,.91,.04,362.5,-,-,-,,Alternative Invest,,.145,-,.145,.15,.145,.145,-1.43,.145,.045,,
ALU,1610.09,50.978,33.759,.366,.07,40.43,10.89,26.0,12.00,.91,4.24,,Altium,,2.83,-8,2.80,2.85,2.95,2.75,-4.18,3.14,2.07,,
AMA,1053.32,84.041,96.963,.102,.04,7.63,1.70,17.9,3.20,.53,10.49,f,AMA Grp,,.305,-1.5,.305,.315,.32,.29,-6.12,.39,.225,,
AHD,148.928,12.573,13.759,1.473,5.16,1.81,49.70,18.8,42.00,1.18,4.50,f,Amalgamated Hldgs,,9.33,-2,9.33,9.62,9.63,9.31,-1.65,9.96,7.97,,
AMO,118.701,2.630,.449,.004,.32,.44,-3.30,-,-,-,-,,Ambertech,,.14,-.5,.11,.19,.145,.14,-4.88,.22,.14,,
AMB,-,5.227,3.833,.009,.15,.93,-2.70,-,-,-,-,,Ambition Grp,,.14,-,.14,.145,.14,.14,-1.43,.19,.105,,
AKY,1.100,.028,.023,.057,73.32,1.00,355.00,20.7,337.00,1.05,4.59,f,AMCB Fund No 5,,73.45,+20,69.00,-,73.45,73.25,-1.16,74.20,69.00,,
AMH,349.035,14.110,16.323,.206,.87,1.01,2.81,31.3,2.50,1.12,2.84,f,AMCIL,,.88,-,.88,.90,.91,.86,-1.43,1.010,.832,,
AMM,5335.11,130.623,151.360,.521,.43,4.55,9.12,21.4,6.20,1.47,3.17,f,Amcom Telco,,1.955,+6,1.945,1.965,1.975,1.86,+1.73,2.30,1.84,,
AMC,19623.3,720.513,828.707,13.153,-.05,-,46.80,23.3,43.00,1.09,3.94,,Amcor,,10.90,-25,10.88,10.99,11.17,10.83,-3.68,11.55,9.582,,
