ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4604.4 at 16:47 6/11/2009  Report at 19:05 Friday 6/11/2009. Processed 11:57 Sunday 8/11/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,11.1,0.671,0.456,0.056,0.13,21.0,18.7,14.6,11.4,1.64,4.18,f,1300 Smiles Ltd,,2.73,3,2.65,2.73,2.73,2.70,2.03,3.00,2.20,
TQH,18,3.009,2.44,0.026,-0.10,-,1.07,16.8,-,-,-,,3Q Hldgs Ltd,,0.18,,0.17,0.18,0.18,0.18,0.91,0.195,0.105,
FCS,0.119,3.241,-,0.001,0.03,0.7,-4.2,-,-,-,-,,4C Sec Solution,,0.022,,0.022,0.044,0.022,0.022,0.91,0.09,0.015,
ABP,18157.5,1121.07,482.241,0.624,0.62,0.7,-11.81,-,7.75,-,18.90,,Abacus Prop stpld,,0.41,-2,0.405,0.415,0.44,0.40,-3.74,0.48,0.147,
ALR,127.377,3.525,2.321,0.08,1.47,0.9,-21.34,-,9,-,6.64,f,Aberdeen Leaders,,1.355,-1.5,1.335,1.355,1.36,1.33,-0.18,1.44,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.015,-,0.001,0.001,0.91,0.05,0.001,
ACR,1789.44,58.122,40.176,0.329,0.09,22.9,-4.84,-,-,-,-,,Acrux Ltd,,2.06,7,2.05,2.08,2.10,1.90,4.43,2.20,0.38,
ACW,26.5,1.579,1.793,0.002,0.05,1.2,-2.32,-,-,-,-,,Actinogen Ltd,,0.059,-0.4,0.059,0.09,0.063,0.059,-5.43,0.10,0.017,
ACWO,-,0.008,0.074,-,-,-,-,-,-,-,-,,  opt aug12,,0.003,,0.001,-,0.003,0.003,0.91,0.004,0.001,
ACU,2452.12,31.562,21.432,0.012,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.019,,0.018,0.019,0.02,0.018,0.91,0.05,0.016,
ADA,153.851,6.553,3.779,0.044,0.22,2.4,8.2,6.5,-,-,-,,Adacel Tech,,0.53,-3.5,0.53,0.55,0.55,0.53,-5.28,0.84,0.30
AAU,182.895,4.883,10.937,0.018,0.08,3.7,0.45,65.6,1,0.45,3.39,,Adcorp Aust,,0.295,-1,0.285,0.295,0.305,0.27,-2.36,0.345,0.165
ABC,6505.16,650.312,249.186,1.725,1.15,2.4,20.8,13.1,14,1.49,5.15,f,Adelaide Brighton,,2.72,-12,2.71,2.72,2.78,2.55,-3.31,3.01,1.445
AYT,10.4,22.107,18.608,0.131,1.78,0.7,12.59,10.4,15.47,0.81,11.76,,Adelaide Managed unt,,1.315,1.5,1.315,1.34,1.315,1.30,2.07,1.76,1.10
ADQ,35.745,3.389,1.142,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.083,-0.7,0.083,0.09,0.09,0.083,-6.86,0.20,0.061
ADL,100,10.48,10.847,0.005,0.01,1.3,-2.68,-,-,-,-,,Admerex Ltd,,0.013,0.1,0.012,0.015,0.013,0.012,9.25,0.03,0.004
ADG,24.413,0.878,1.806,0.081,2.37,1.4,27.9,11.5,16,1.74,4.97,f,Adtrans Grp,,3.22,4,3.22,3.70,3.22,3.16,2.17,3.22,1.65
ASC,1800.7,87.244,66.205,0.006,0.04,0.2,-0.28,-,-,-,-,,Adultshop Com,,0.009,,0.009,0.01,0.009,0.008,0.91,0.012,0.003
ASCO,589.75,0.84,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.002,,0.002,0.003,0.002,0.002,0.91,0.002,0.002
ABV,700.802,96.905,53.11,0.023,0.01,3.0,-0.36,-,-,-,-,,Adv Braking Tech,,0.03,,0.03,0.032,0.033,0.03,0.91,0.038,0.005
AMT,57.25,0.562,1.576,0.011,0.20,3.0,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.595,-0.5,0.595,0.625,0.62,0.595,0.08,0.62,0.28
AES,103.005,0.832,8.143,0.028,0.01,6.3,-0.06,-,-,-,-,,Advanced Energy,,0.063,0.8,0.056,0.07,0.067,0.055,15.46,0.079,0.02
ACE,693.225,22.734,16.943,0.009,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.06,-0.8,0.06,0.062,0.066,0.06,-10.85,0.10,0.031
ANM,753.691,25.67,26.688,0.012,0.01,5.7,-3.07,-,-,-,-,,Advanced Magnesium,,0.057,-0.3,0.057,0.059,0.059,0.052,-4.09,0.124,0.013
