ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 4, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5060.6 at 2015-09-04T15:48:05. Report at Friday, September 4, 2015. Processed Saturday at 2015-09-05T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,9.699,.909,1.339,.169,.45,15.89,27.80,25.7,19.20,1.45,2.69,f,1300 Smiles,,7.15,+6,7.00,7.10,7.17,7.00,+4.91,7.28,5.72,,
1ST,61.287,20.675,-,.006,-,-,-,-,-,-,-,,1ST Available,,.10,-2,.091,.12,.12,.10,-12.61,.22,.095,,
TIX,799.547,27.848,20.959,.377,2.34,1.05,35.50,6.9,21.00,1.69,8.57,,360 Capital Indust,,2.45,+1,2.38,2.46,2.49,2.38,+4.47,2.79,2.17,,
TGP,400.163,38.591,32.253,.238,.71,1.35,10.60,9.0,5.75,1.84,6.02,,360 Capital Grp,,.955,-9.5,.955,.97,1.03,.95,-4.99,1.41,.88,,
TOF,237.432,16.745,23.216,.147,2.14,.93,16.40,12.2,17.00,.96,8.50,,360 Capital Office,,2.00,-1,1.98,2.04,2.04,1.995,+3.56,2.24,1.925,,
TOT,69.473,4.118,-,.040,-,-,-10.50,-,2.81,-,2.78,,360 Capital Total Re,,1.01,-5,.96,1.045,1.05,1.00,-.66,1.35,1.00,,
3DM,3353.89,368.156,708.412,.022,.01,6.80,-.24,-,-,-,-,,3D Medical,†,.068,-2.1,.068,.071,.085,.065,-19.54,.195,.004,,
3PL,4416.68,32.269,20.539,.275,.12,17.00,3.04,67.1,1.80,1.69,.88,f,3P Learning,,2.04,-3,2.04,2.19,2.18,1.85,+2.61,2.85,1.84,,
8CO,66.450,2.056,1.334,.003,-,-,-.61,-,-,-,-,,8common,,.21,-,.17,.22,.21,.21,+4.06,.27,.145,,
8IH,291.118,19.543,-,.286,-,-,-,-,-,-,-,,8I Hldgs,,.80,+3,.71,.80,.805,.78,+7.96,1.13,.25,,
