ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 12, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4237.9 at 2011-08-12T16:36:43. Report at Friday, August 12, 2011. Processed Saturday at 2011-08-13T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,19.536,.431,1.459,.066,.18,17.2,22.77,13.6,14.70,1.55,4.74,f,1300 Smiles,,3.10,-10,3.12,3.30,3.30,3.00,-4.76,4.25,3.00,,
TQH,-,1.397,.893,.010,-.06,-,1.08,5.6,-,-,-,,3Q Hldgs,,.06,-,-,-,.06,.06,-1.64,.11,.041,,
FCS,.714,.952,3.278,.003,.01,1.7,-.15,-,-,-,-,,4C Sec Solution,,.017,-.4,-,-,.021,.017,-20.68,.045,.01,,
AAY,491.800,2.602,4.358,.007,-,-,-3.00,-,-,-,-,,AACL Hldgs,,.05,-1.1,.045,.05,.061,.045,-19.67,.071,.022,,
AAQ,8301.00,152.154,-,.005,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.011,+.2,.01,.011,.011,.008,+20.59,.725,.008,,
ABP,7053.47,95.122,733.707,.742,2.83,.7,2.91,67.4,16.50,.18,8.42,,Abacus Prop,†,1.96,-10,1.95,2.00,2.10,1.905,-6.49,2.45,1.905,,
ALR,332.757,5.221,3.081,.065,1.16,.9,4.77,22.6,9.50,.50,8.80,f,Aberdeen Leaders,,1.08,+2.5,1.065,1.07,1.08,1.03,+.73,1.345,1.03,,
AKG,-,.137,.138,.026,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,-,-,.55,.55,-1.64,.55,.365,,
ACR,3347.91,75.670,43.633,.666,.77,5.2,65.08,6.1,-,-,-,,Acrux,,4.00,+27,3.90,4.00,4.09,3.46,+5.60,4.29,1.595,,
ACW,-,1.707,1.795,.001,.02,1.5,-2.12,-,-,-,-,,Actinogen,,.03,-,-,-,.03,.03,-1.64,.105,.03,,
ACWO,-,.009,.013,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-1.64,.014,.001,,
ACWOA,-,.160,-,-,-,-,-,-,-,-,-,,  opt sep15,,.005,-,-,-,.005,.005,-1.64,.015,.005,,
ACU,14650.0,762.911,46.532,.004,-,-,-.14,-,-,-,-,,Acuvax,,.002,-,-,-,.002,.001,-1.64,.005,.001,,
ADA,80.492,1.700,3.858,.020,.17,1.5,-2.10,-,-,-,-,,Adacel Tech,,.25,-11,.22,.31,.36,.20,-32.19,.43,.18,,
AAU,441.207,12.980,5.568,.008,.08,1.6,-9.67,-,1.00,-,7.69,f,Adcorp Aust,,.13,-.5,.12,.145,.145,.125,-5.34,.25,.125,,
ABN,-,369.902,448.616,.005,-,-,.21,.5,-,-,-,,AdEffective,,.001,-,-,-,.001,.001,-1.64,.002,.001,,
ABC,14185.1,302.505,355.146,1.603,1.19,2.1,23.90,10.5,16.50,1.45,6.55,f,Adelaide Brighton,,2.52,+8,2.50,2.58,2.59,2.22,+1.64,3.692,2.22,,
AYT,1253.28,17.197,8.155,.023,.27,.9,11.88,2.0,8.30,1.43,34.58,,Adelaide Mgd,,.24,+.5,.23,.24,.245,.23,+.49,.296,.181,,
ADQ,420.000,9.866,7.706,.014,.03,2.2,-.86,-,-,-,-,,ADG Global Supply,,.065,-1.4,.06,.075,.079,.065,-19.36,.09,.05,,
ABV,2038.00,63.137,29.347,.015,.01,1.6,-.03,-,-,-,-,,Adv Braking Tech,,.016,-.4,-,-,.02,.016,-21.64,.038,.014,,
AMT,-,.385,.655,.006,.14,1.3,-6.01,-,-,-,-,,Adv Surg Dsgn & Mnft,,.18,-,-,-,.18,.18,-1.64,.50,.15,,
AES,125.462,1.309,4.158,.014,-,-,-.06,-,-,-,-,,Advanced Energy,,.031,-1.9,-,-,.05,.029,-39.64,.065,.029,,
ANM,1120.50,15.700,9.227,.018,.02,2.9,-.65,-,-,-,-,,Advanced Magnesium,,.058,-.2,-,-,.06,.056,-4.97,.087,.036,,
ASW,20.701,2.129,5.975,.028,.13,5.1,4.17,15.9,3.85,1.08,5.79,f,Advanced Share Reg,,.665,-16,.765,.865,.77,.665,-21.03,1.20,.665,,
AEI,350.000,5.753,4.403,.018,-.02,-,-1.54,-,-,-,-,,Aeris Environmental,,.17,-2,.16,.185,.19,.155,-12.16,.39,.12,,
AFT,-,360.476,973.560,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,-1.64,.002,.001,,
AGX,443.075,34.733,-,.011,-,-,.57,2.6,-,-,-,,Agenix,,.015,+.2,-,-,.015,.013,+13.75,.047,.012,,
AGK,11122.9,197.590,208.456,6.357,6.40,2.2,91.10,15.1,59.00,1.54,4.28,,AGL Energy,,13.78,+43,13.71,13.78,13.90,12.50,+1.58,16.92,12.50,,
AGJ,137.346,.984,.394,.014,.37,.4,2.23,6.5,1.88,1.19,12.97,,Agricultural Land,,.145,-.5,-,-,.15,.145,-4.97,.20,.13,,
AHC,2.000,.092,.097,.012,4.92,.4,11.63,17.6,10.00,1.16,4.88,f,AHC,,2.05,-10,2.05,2.40,2.15,2.05,-6.29,2.30,1.80,,
ENY,89.822,.729,.023,.003,-,-,-,-,-,-,-,p,All 200 Energy,,13.70,+62,13.32,13.43,13.70,11.96,+3.10,18.26,11.96,,
FIN,231.100,1.085,.131,.002,-,-,-,-,-,-,-,p,All 200 Financials,,3.97,+8,3.91,3.95,4.00,3.55,+.42,4.87,3.55,,
FIX,1.000,1.010,.047,.002,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.68,-20,4.56,4.60,4.88,4.68,-5.73,5.54,4.68,,
IDD,5.820,.611,.039,.001,-,-,-,-,-,-,-,p,All 200 Industrials,,3.24,-5,3.24,3.27,3.24,3.00,-3.16,3.90,3.00,,
RSR,82.385,1.454,.542,.008,-,-,-,-,-,-,-,p,All 200 Resources,,5.05,+7,4.99,5.04,5.06,4.54,-.23,6.42,4.54,,
MAM,111.664,1.732,.154,.004,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,4.43,-33,4.40,4.63,4.35,4.10,-9.09,5.58,4.10,,
AGI,1252.42,20.055,4.202,.110,.02,19.8,1.69,23.4,-,-,-,,Ainsworth Game Tech,,.395,+.5,.37,.40,.395,.32,-.35,.455,.10,,
AIZ,104.221,9.048,17.538,.982,1.14,.8,8.87,10.1,5.34,1.66,5.93,,Air New Zealand,,.90,+3.5,.895,.93,.90,.82,+2.41,1.175,.765,,
AIG,-,.174,-,-,-.15,-,-4.06,-,-,-,-,,Aircruising Aust,,.08,-,-,-,.08,.08,-1.64,.08,.035,,
ACL,8762.60,44.622,32.024,.067,.04,8.8,-6.30,-,-,-,-,,Alchemia,,.35,-27,.335,.35,.595,.28,-45.18,.86,.28,,
AAI,2.433,.039,.062,10.262,-,-,23.62,50.2,9.86,2.40,.83,,Alcoa Inc,,11.85,-205,11.20,12.97,13.90,11.00,-16.38,18.99,11.00,,
LEP,1198.79,22.400,21.827,.288,2.22,.8,32.49,5.6,19.75,1.65,10.85,,ALE Prop Grp,,1.82,-1,1.81,1.875,1.895,1.72,-2.18,2.20,1.72,,
ALS,2174.58,50.373,63.924,.230,.84,2.9,15.56,15.7,8.50,1.83,3.48,f,Alesco Corp,,2.44,-20.4,2.40,2.50,2.644,2.321,-9.35,3.554,2.213,,
AJX,30.000,10.422,29.112,.006,-.01,-,-4.93,-,-,-,-,,Alexium Int'l,,.07,-,.066,.10,.07,.06,-1.64,.195,.06,,
AEB,211.500,8.486,-,.013,-,-,-,-,-,-,-,,Algae.Tec,,.39,+3.5,.39,.395,.395,.35,+8.22,.67,.17,,
AHZ,2060.20,118.484,5.238,.033,.01,5.8,-.71,-,-,-,-,,Allied Healthcare,,.058,+.1,.058,.06,.066,.049,+.12,.095,.021,,
AHZOA,10.000,22.128,2.713,.001,-,-,-,-,-,-,-,,  opt dec11,,.019,-,-,-,.019,.019,-1.64,.05,.003,,
AZG,7867.63,116.270,-,.050,-,-,-,-,-,-,-,,Allmine Grp,,.205,+.5,.20,.21,.215,.17,+.86,.30,.16,,
AIQ,628.536,4.893,20.575,.088,.98,.7,-8.87,-,-,-,-,,Alternative Invest,,.67,-3,.65,.685,.70,.67,-5.92,.83,.67,,
ALU,66.575,8.673,4.531,.012,.01,12.0,-11.90,-,-,-,-,,Altium,,.12,-.5,.12,.135,.13,.12,-5.64,.255,.082,,
AMA,1331.81,17.383,29.460,.035,-.06,-,3.48,3.6,-,-,-,,AMA Grp,,.125,+2.5,.11,.125,.125,.09,+23.36,.15,.04,,
AHD,846.201,10.731,27.660,.857,5.05,1.1,81.90,6.6,37.00,2.21,6.80,f,Amalgamated Hldgs,,5.44,-41,5.31,5.47,5.82,5.10,-8.64,6.78,5.10,,
AMO,98.989,.541,2.240,.009,.58,.5,.60,48.3,.50,1.20,1.72,f,Ambertech,,.29,-2,.265,.29,.31,.27,-8.09,.41,.27,,
AMB,255.500,3.108,1.347,.013,.16,1.3,3.02,6.6,-,-,-,,Ambition Grp,,.20,-4.5,.16,.25,.245,.20,-20.00,.42,.20,,
AKY,.105,.007,-,.078,-,-,-,-,-,-,-,,AMCB Fund No 5,,99.56,+23,99.65,-,99.56,99.56,-1.40,99.56,98.52,,
AKX,.600,.008,-,.072,-,-,-,-,-,-,-,,AMCB Fund No 4,,99.00,-2,-,-,99.02,98.00,-1.66,99.02,96.52,,
AKU,.050,.003,-,.019,48.98,1.0,345.00,13.6,642.00,.54,13.66,f,AMCB Fund No 3,,47.00,-249,-,-,49.49,47.00,-6.67,62.00,46.690,,
AMH,507.776,16.984,11.178,.131,.77,.8,4.13,15.1,3.50,1.18,5.60,f,AMCIL,,.625,-2.5,.615,.625,.66,.60,-5.48,.70,.595,,
AMM,10496.4,141.161,167.872,.186,.16,1.6,2.72,9.6,1.60,1.70,6.15,f,Amcom Telco,§,.26,+2.5,.26,.265,.275,.196,+8.85,.282,.189,,
AMC,32625.5,643.545,898.002,7.942,1.48,4.4,25.70,25.2,34.00,.76,5.26,,Amcor,,6.47,-1,6.46,6.50,6.55,5.87,-1.79,7.43,5.87,,
AGF,1946.51,42.232,44.062,.235,.94,.7,1.60,42.5,2.59,.62,3.81,,AMP Capital China,,.68,-1,.675,.68,.69,.64,-3.09,.97,.64,,
AMP,90368.0,2148.47,1101.76,11.191,.98,4.1,37.90,10.5,30.00,1.26,7.54,p,AMP,,3.98,-1,3.96,3.99,4.07,3.61,-1.89,5.82,3.61,,
