ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 13, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5788.0 at 2015-03-13T17:17:36. Report at Friday, March 13, 2015. Processed Saturday at 2015-03-14T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,12.075,.204,.402,.158,.38,17.53,24.60,27.1,17.00,1.45,2.55,f,1300 Smiles,,6.66,-1,6.65,6.80,6.84,6.66,+1.22,7.00,5.62,,
TIX,620.748,8.260,3.569,.322,2.19,1.18,48.68,5.3,18.75,2.60,7.27,,360 Capital Indust,,2.58,-2,2.58,2.60,2.65,2.55,+.60,2.79,2.081,,
TGP,906.434,16.605,9.386,.303,-,-,15.09,8.1,5.06,2.98,4.15,,360 Capital Grp,,1.22,+7,1.21,1.24,1.23,1.155,+7.46,1.23,.72,,
TOF,285.175,6.052,-,.165,2.10,1.01,4.70,45.1,8.50,.55,4.01,,360 Capital Office,,2.12,-1,2.12,2.18,2.16,2.10,+.90,2.24,1.92,,
3DM,73976.3,185.581,14.328,.027,.01,13.50,-.24,-,-,-,-,,3D Medical,†,.135,-1.5,.135,.14,.195,.13,-8.63,.195,.001,,
3PL,330.536,3.336,-,.328,.10,24.30,-2.29,-,-,-,-,,3P Learning,,2.43,-9,2.41,2.43,2.53,2.41,-2.20,2.68,1.94,,
8CO,-,.435,-,.003,-,-,-.61,-,-,-,-,,8common,,.21,-,.15,.21,.21,.21,+1.37,.295,.195,,
8IH,989.923,6.500,-,.164,-,-,-,-,-,-,-,,8I Hldgs,,.46,+6,.45,.465,.475,.39,+16.37,.475,.25,,
NNW,3999.46,20.384,6.709,.034,.04,5.63,.13,173.1,-,-,-,,99 Wuxian,,.225,+2.5,.22,.24,.24,.17,+13.87,.73,.17,,
AYI,500.000,2.300,17.998,.004,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+1.37,.002,.001,,
