Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 5/4/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 28/2/2013,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 28/2/2013,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-04-07T19:30:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Australia Derivative Income,,
ZUR0538AU,0.7247,605.5300,18.54,7.30,5.62,,
HBC0011AU,1.1161,232.2800,21.20,6.15,2.58,,
Equity Greater China,,
MAQ0441AU,1.4848,240.6000,6.26,1.03,2.75,,
Multisector Conservative,,
COM0020AU,1.1140,123.9800,8.03,5.98,6.35,,
Multisector Moderate,,
SBC0814AU,1.0911,131.3200,15.60,8.55,6.35,,
IPA0046AU,0.9235,364.9300,11.40,7.57,4.79,,
IOF0095AU,1.0032,"1,113.5100",10.78,7.44,NAv,,
NMM0111AU,0.9368,124.5200,10.44,7.35,5.27,,
IPA0117AU,0.8924,193.3800,10.80,7.22,4.39,,
MLC0021AU,1.0692,180.5600,11.25,6.69,4.2,,
WFS0032AU,1.0415,244.4700,10.55,6.47,4.48,,
FSF0223AU,0.9860,192.2700,8.90,6.18,4.3,,
Multisector Balanced,,
MAL0018AU,1.1353,686.7500,9.20,9.49,5.31,,
NMM0107AU,0.9852,162.5600,15.04,8.78,4.73,,
NMM0112AU,0.8850,390.3500,13.53,7.90,4.52,,
IPA0054AU,0.8616,291.6400,14.04,7.75,2.48,,
NML0587AU,0.9413,219.6900,13.92,7.68,3.7,,
GIO0003AU,0.8390,123.4400,14.58,6.98,4.26,,
GIO0002AU,0.5859,132.2800,13.36,6.77,4.14,,
FSF0224AU,0.9727,268.8300,12.82,6.64,2.88,,
MLC0393AU,0.9149,166.5700,10.76,6.26,2.98,,
IOF0090AU,0.7966,285.8700,14.40,6.19,2.22,,
NAv,1.3416,262.0600,11.36,5.77,3.4,,
AUG0001AU,1.1002,252.1800,12.48,4.84,2.34,,
Multisector Growth,,
NMM0108AU,0.9185,487.7700,17.40,8.74,3.46,,
IPA0047AU,0.8388,"1,430.2900",16.64,8.16,2.64,,
NMM0113AU,0.7599,"1,012.8200",16.20,8.10,3.47,,
IPA0118AU,0.7844,566.0100,16.21,7.77,2.68,,
RIM0020AU,0.9296,160.8300,14.04,7.75,3.86,,
ETL0103AU,1.3540,392.8400,21.41,7.69,4.49,,
NML0588AU,0.9043,631.7900,16.19,7.62,2.45,,
PWA0822AU,1.7343,995.9300,16.07,7.38,3.06,,
IPA0012AU,0.9376,176.7200,15.58,7.18,1.72,,
SBC0815AU,1.1239,708.5100,17.31,6.88,3.7,,
WFS0033AU,1.1341,306.8700,15.06,6.87,3.34,,
MLC0023AU,1.2349,578.7100,13.59,6.72,2.17,,
BTA0077AU,0.9449,182.5500,11.95,6.64,1.88,,
IOF0093AU,0.9334,"2,008.3300",13.92,6.42,NAv,,
FSF0225AU,0.9582,153.3500,14.81,6.39,1.44,,
COM0018AU,1.5133,134.3000,15.85,6.31,2.41,,
MMF0106AU,1.5090,231.7100,19.81,6.25,0.83,,
FPS0003AU,1.0031,129.3400,14.09,6.19,2.58,,
AMP0013AU,1.0596,146.4900,16.23,6.15,1.42,,
CRS0002AU,1.4736,126.4200,13.07,6.08,3.08,,
NAv,1.5124,292.6600,13.84,6.01,2.36,,
SLT0001AU,1.1579,145.7400,4.92,5.82,2.47,,
COM0013AU,1.4601,200.0300,12.46,5.76,1.25,,
FSF0022AU,1.6057,259.8300,13.97,5.07,2.16,,
Multisector Aggressive,,
NMM0109AU,0.8404,289.4300,18.90,8.65,2.46,,
NMM0114AU,0.6641,565.7100,18.11,8.27,2.54,,
NMM0115AU,0.5508,187.2100,19.78,8.23,1.91,,
IPA0048AU,0.8249,821.5300,18.17,8.14,2.07,,
IPA0049AU,0.7648,133.6400,18.55,7.87,0.83,,
IPA0119AU,0.7269,142.6700,17.57,7.70,1.92,,
NML0589AU,0.8838,479.3200,17.68,7.54,1.49,,
NML0590AU,0.8595,168.1900,19.08,7.28,0.64,,
IPA0013AU,0.9637,240.6000,17.09,7.16,1.17,,
MLC0024AU,1.0571,173.2200,14.77,6.57,1.11,,
IOF0097AU,0.8833,439.0400,15.44,6.17,NAv,,
SLT0002AU,1.2826,179.3600,3.99,5.86,1.99,,
BTA0044AU,1.6109,152.7700,14.58,5.30,0.92,,
Australian Cash,,
BWA0001AU,NAv,234.7600,4.31,7.10,7.94,,
SBC0811AU,1.0441,733.3200,3.77,4.34,4.63,,
FSF1009AU,NAv,273.7500,3.44,4.24,NAv,,
NML0569AU,1.0034,177.2300,3.45,4.13,4.15,,
AMF0100AU,NAv,271.1100,3.75,3.97,4.12,,
AUX0001AU,1.0000,356.8000,3.23,3.79,3.87,,
STL0001AU,NAv,339.0400,2.98,3.73,4.01,,
ORD0001AU,NAv,499.0400,3.09,3.68,3.81,,
BTA0002AU,NAv,177.2600,2.89,3.64,3.95,,
JBW0001AU,1.0000,"1,304.9700",2.82,3.60,3.9,,
PER0001AU,1.0000,670.6100,2.80,3.49,3.77,,
ETL0101AU,1.0000,141.9700,2.70,3.42,3.71,,
PWA0011AU,NAv,"1,094.8100",2.67,3.35,3.63,,
Australian Short Term Fixed Interest,,
IOF0091AU,1.0253,199.6500,5.66,5.66,NAv,,
RIM0037AU,1.0380,470.9300,5.52,5.59,5.37,,
ACU0011AU,1.0000,883.1300,3.66,4.59,4.81,,
IOF0050AU,1.0000,714.7300,3.10,3.74,3.91,,
Bonds - Australia,,
CSA0130AU,1.0483,186.9800,7.95,8.17,9.23,,
RIM0005AU,1.0627,728.6900,8.72,8.14,8.5,,
CRS0004AU,1.1670,474.6500,8.11,7.98,9.08,,
SBC0813AU,1.1034,720.9200,8.78,7.67,8.46,,
TYN0104AU,1.0870,163.2500,8.08,7.56,8.21,,
STT0010AU,1.0442,253.8300,6.96,7.07,NAv,,
High Yield Credit,,
CSA0046AU,1.0185,"2,081.3000",13.16,11.88,10.88,,
Bonds - Global,,
RIM0007AU,1.1076,540.8300,12.62,11.67,10.14,,
Bonds - Global / Australia,,
IOF0096AU,1.0286,135.2700,9.91,8.80,NAv,,
MAQ0274AU,1.0354,"1,154.2700",8.59,8.12,7.07,,
SBC0007AU,0.8869,646.2400,8.60,8.03,8.63,,
WFS0379AU,0.9999,207.1800,7.75,7.01,6.1,,
Mortgages,,
TPT0003AU,NAv,157.4200,5.65,6.06,6.27,,
TPT0002AU,NAv,275.9900,5.65,5.95,5.86,,
TPT0001AU,NAv,258.8000,5.44,5.52,5.55,,
STL0002AU,NAv,896.5500,4.46,5.19,5.31,,
AUS0020AU,1.0000,295.5000,2.58,4.28,4.71,,
HOW0005AU,0.8004,172.1600,2.06,3.90,4.61,,
HOW0001AU,1.0000,364.9300,1.65,3.48,4.19,,
PER0002AU,0.9570,169.9900,0.10,2.46,3.29,,
Mortgages Aggressive,,
LTC0002AU,1.0000,214.9400,7.36,7.77,7.77,,
AUS0003AU,1.0000,144.8600,0.00,1.65,2.83,,
Multi-Strategy Income,,
CSA0038AU,1.0285,558.9400,17.23,11.29,10.16,,
NMF0007AU,1.1071,166.4900,8.45,7.89,NAv,,
IOF0145AU,1.0596,445.6100,7.77,7.01,NAv,,
NAv,1.0393,827.4000,8.00,6.54,6.88,,
HOW0052AU,1.1909,221.7700,7.68,6.20,6.66,,
Diversified Credit,,
MAL0012AU,0.7734,363.4000,14.79,9.21,3.56,,
UBS0003AU,0.9574,178.5700,9.56,9.11,6.41,,
MAQ0277AU,1.0098,"1,007.0400",7.78,7.17,6.33,,
PMC0103AU,1.0980,289.6000,6.23,5.89,5.8,,
Equity Australia Real Estate,,
APN0008AU,1.3663,379.6200,33.24,14.56,NAv,,
SBC0816AU,0.7777,217.5500,39.42,13.34,-4.11,,
HBC0008AU,0.6389,126.5600,32.49,12.38,-1.33,,
PAL0002AU,0.6439,272.2000,33.32,12.24,-2.91,,
MLC0013AU,0.6944,122.0600,30.65,11.53,-1.87,,
APN0001AU,1.8272,264.8700,25.66,11.19,-1.41,,
