Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 26/4/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/3/2013,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/3/2013,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-04-28T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Australia Derivative Income,,
ZUR0538AU,0.7297,591.4100,14.42,4.94,5.17,,
HBC0011AU,1.1288,232.2800,20.12,4.88,3.03,,
Equity Greater China,,
MAQ0441AU,1.5177,228.4100,6.65,-1.99,3.12,,
Multisector Conservative,,
COM0020AU,1.0995,121.2800,6.20,5.56,5.91,,
Multisector Moderate,,
SBC0814AU,1.1161,130.5200,12.59,7.70,6.17,,
IOF0095AU,1.0104,"1,119.4900",10.13,7.01,NAv,,
IPA0046AU,0.9350,365.3000,10.24,6.90,5,,
NMM0111AU,0.9468,129.1200,9.33,6.86,5.22,,
IPA0117AU,0.9035,196.4900,9.63,6.59,4.53,,
MLC0021AU,1.0880,179.8200,10.13,6.20,4.13,,
WFS0032AU,1.0566,241.8800,9.02,5.75,4.38,,
FSF0223AU,0.9977,192.2700,7.83,5.54,4.34,,
Multisector Balanced,,
MAL0018AU,1.1492,704.3800,10.62,8.74,6.17,,
NMM0107AU,0.9998,163.3000,13.05,7.77,4.93,,
NMM0112AU,0.8962,403.0300,11.61,6.98,4.54,,
RIM0019AU,0.9530,119.2900,11.04,6.84,5.13,,
NML0587AU,0.9547,218.6200,11.95,6.68,3.85,,
IPA0054AU,0.8733,290.2000,12.07,6.62,2.85,,
GIO0003AU,0.8425,121.4200,11.98,5.64,4.13,,
GIO0002AU,0.5853,129.9000,10.99,5.47,4,,
FSF0224AU,0.9890,268.8300,10.85,5.42,3.01,,
MLC0393AU,0.9279,163.5100,8.71,5.13,3.11,,
IOF0090AU,0.8014,290.0500,12.09,4.85,2.24,,
NAv,1.3392,262.0600,9.19,4.47,3.48,,
AUG0001AU,1.1182,250.0300,8.59,3.93,2.33,,
Multisector Growth,,
NMM0108AU,0.9329,484.1800,14.60,7.25,3.77,,
NMM0113AU,0.7701,"1,032.7600",13.53,6.75,3.63,,
IPA0047AU,0.8515,"1,418.1700",14.01,6.70,2.99,,
