Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 5/12/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/10/2013,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/10/2013,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-12-07T14:00:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
Aberdeen Inflation Linked Bond,0.9898,0.9873,-1.47,8.03,***,,
Equity Global Resources,,
CFS MIF-Global Resources,1.1079,1.1013,-4.37,-10.32,NAv,,
Equity Australia Derivative Income,,
Merlon WS Australian Share Income,1.1404,1.1358,23.65,8.07,***,,
Zurich Investments Equity Income,0.7551,0.7529,18.14,8.79,***,,
Equity Greater China,,
Premium China,1.7899,1.7809,23.34,-1.23,***,,
Multisector Conservative,,
CBA Income,NAv,1.0917,4.91,5.43,****,,
Multisector Moderate,,
AMP Gen-Defensive,0.9802,0.9774,9.76,7.00,***,,
BT Balanced Equity Income,1.0312,1.0240,NAv,NAv,NAv,,
BT Investor Choice Mod Gr,1.0601,1.0576,7.46,6.39,**,,
BT Multi-Manager Cons Retail,0.9290,0.9271,5.41,5.19,*,,
CFS FC Inv-FirstChoice Conservative,1.0233,1.0203,7.87,6.02,**,,
CFS MIF-Conservative,1.1852,1.1828,9.25,5.31,**,,
Fiducian Capital Stable,0.9853,0.9828,9.51,7.04,***,,
ipac Classic Portfolio 1,0.9194,0.9166,9.87,7.18,***,,
ipac Pathways 30,0.9506,0.9477,10.12,7.55,****,,
Mercer Conservative,0.9699,0.9679,7.44,6.36,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.0770,1.0759,7.45,6.60,***,,
North Index Defensive,0.9646,0.9625,9.42,7.61,****,,
Profile Preservation Portfolio,1.1077,1.1022,10.08,NAv,NAv,,
SUMMIT Select - Active Defensive Units,1.0499,1.0469,10.90,8.09,****,,
Multisector Balanced,,
Access Pre Select Balanced,1.0227,1.0203,13.10,7.80,***,,
AMP FLI-AMP Monthly Income No 2,0.5868,0.5833,11.99,7.45,****,,
AMP Gen-Moderately Defensive,0.9951,0.9911,14.35,8.28,***,,
Australian Ethical Balanced Trust,1.2124,1.2122,17.17,7.60,**,,
BlackRock Global Allocation Aus D,1.2439,1.2365,16.38,10.02,*****,,
