Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 29/4/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/3/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/3/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-05-02T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.1468,1.1424,13.99,NAv,NAv,,
1980's Lifestage Fund - A,1.1540,1.1496,14.51,NAv,NAv,,
Advance Growth Multi-Blend W,1.1402,1.1344,12.93,12.38,**,,
Advance High Growth Multi-Blend W,1.1243,1.1175,15.30,14.23,***,,
AMP Gen-Growth,1.1535,1.1474,15.77,15.54,***,,
AMP Gen-High Growth,1.1696,1.1627,17.25,17.25,***,,
BT Class Inv Split Growth,3.6650,3.6584,22.86,20.38,****,,
BT Future Goals Retail,2.0939,2.0874,19.65,14.97,***,,
IOOF MultiMix Growth Trust,1.1885,1.1813,18.32,15.90,***,,
IOOF Profile 95,1.0320,1.0300,17.07,16.57,****,,
ipac Pathways 85,1.0870,1.0815,16.49,16.33,****,,
ipac Pathways 95,1.0450,1.0397,17.61,17.53,****,,
ipac Strat Inv Srv Inflation Plus 6,1.2701,1.2630,15.40,15.27,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.3847,1.3819,16.52,14.41,***,,
North Index Growth,0.8388,0.8364,17.55,16.41,****,,
North Index High Growth,0.7244,0.7222,18.89,18.41,****,,
North Professional Growth,1.3523,1.3448,16.86,16.58,***,,
Russell Growth A,1.0635,1.0590,16.69,15.49,***,,
Russell Growth C,1.1250,1.1201,16.46,15.25,***,,
SUMMIT Select - Active Growth Units,1.0979,1.0920,16.98,16.73,****,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.1252,1.1218,9.76,9.01,***,,
AMP Gen-Moderately Defensive,1.1019,1.0975,11.60,11.06,***,,
Australian Ethical Balanced Trust,1.4039,1.4036,14.26,12.62,***,,
CFS FC Inv-FirstChoice Moderate,1.1888,1.1853,13.96,11.65,***,,
CFS FC W Inv-CFS W Balanced,1.2219,1.2183,12.64,10.13,**,,
CFS FC W Inv-FirstChoice W Moderate,1.2011,1.1975,14.99,12.65,****,,
IOOF Multi Series Balanced Trust,0.9858,0.9816,17.30,14.08,****,,
IOOF MultiMix Moderate Trust,1.1154,1.1102,12.90,11.28,***,,
IOOF Profile 55,1.0351,1.0341,11.02,10.54,***,,
ipac Classic Value Portfolio,1.0569,1.0520,11.72,11.97,***,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,1.0891,1.0881,11.64,10.00,**,,
Netwealth Active Balanced,0.7820,0.7794,12.15,11.06,***,,
North Index Moderately Defensive,1.0275,1.0249,13.56,11.81,****,,
North Professional Moderately Cnsrv,1.1992,1.1944,12.84,12.22,****,,
Pre Select Balanced,1.2430,1.2400,13.36,11.72,****,,
Russell Diversified 50 A,1.1247,1.1206,12.51,11.50,****,,
Schroder Real Return CPI+5% Wholesale,1.2034,1.1986,9.37,8.97,*,,
SUMMIT Select - Active Mod Defensive,1.1543,1.1498,12.72,12.16,****,,
Summit Select Income Generator,1.2153,1.2106,13.25,12.38,****,,
UBS Tactical Beta Fund - Balanced,1.2546,1.2508,14.13,NAv,NAv,,
Multisector Conservative,,
North Multi Manager Active Defensive,1.0477,1.0452,10.82,9.36,*****,,
Multisector Growth,,
1960's Lifestage Fund - A,1.1220,1.1180,12.27,NAv,NAv,,
Adv Balanced Multi-Blend ARS,0.9298,0.9298,10.59,9.89,**,,
Advance Balanced Multi-Blend W,1.2255,1.2205,11.90,11.17,***,,
AMP FLI-AMP Balanced Growth,1.2135,1.2079,14.72,13.30,**,,
