Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 1/5/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/3/2013,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/3/2013,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-05-05T16:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
Aberdeen Inflation Linked Bond,1.0469,1.0428,8.01,10.58,***,,
Equity Global Resources,,
CFS MIF-Global Resources,0.9760,0.9702,-18.35,-10.24,NAv,,
Equity Australia Derivative Income,,
Merlon WS Australian Share Income,1.1626,1.1580,20.12,4.88,***,,
Zurich Investments Equity Income,0.7526,0.7504,14.42,4.94,***,,
Equity Greater China,,
Premium China,1.5122,1.5046,6.65,-1.99,***,,
Multisector Conservative,,
CBA Income,NAv,1.0995,6.20,5.56,****,,
Multisector Moderate,,
AMP Gen-Defensive,0.9701,0.9673,9.51,6.55,***,,
BT Investor Choice Mod Gr,1.0662,1.0637,9.02,5.75,***,,
BT Multi-Manager Cons Retail,0.9345,0.9326,7.54,5.75,**,,
CFS FC Inv-FirstChoice Conservative,1.0052,1.0022,7.83,5.54,**,,
CFS MIF-Conservative,1.1711,1.1687,5.37,3.92,**,,
Fiducian Capital Stable,0.9616,0.9592,8.29,5.66,***,,
IOOF MultiMix Conservative Trust,1.0202,1.0176,10.13,7.01,****,,
ipac Classic Portfolio 1,0.9116,0.9088,9.63,6.59,***,,
ipac Pathways 30,0.9433,0.9405,10.24,6.90,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.0894,1.0883,10.13,6.20,**,,
North Index Defensive,0.9537,0.9516,9.33,6.86,****,,
Profile Preservation Portfolio,1.0813,1.0759,9.04,NAv,NAv,,
UBS Defensive Investment,1.1256,1.1222,12.59,7.70,*****,,
Multisector Balanced,,
Access Pre Select Balanced,1.0102,1.0078,10.56,6.05,***,,
AMP FLI-AMP Monthly Income No 2,0.5938,0.5903,10.99,5.47,****,,
AMP FLI-AMP Monthly Income No 3,0.8546,0.8495,11.98,5.64,****,,
AMP Gen-Moderately Defensive,0.9670,0.9632,11.95,6.68,***,,
ANZ OA IP-Vanguard Balanced Index EF,1.0598,1.0572,10.13,NAv,NAv,,
Australian Ethical Balanced Trust,1.1275,1.1252,8.59,3.93,**,,
BlackRock Global Allocation Aus D,1.1651,1.1580,10.62,8.74,*****,,
BT Class Inv Balanced Returns,1.5213,1.5175,9.80,4.06,**,,
CFS FC Inv-FirstChoice Moderate,1.0000,0.9970,10.85,5.42,**,,
CFS MIF-Balanced,1.2776,1.2737,6.46,2.71,*,,
IOOF Multi Series Balanced Trust,0.8205,0.8171,12.09,4.85,*,,
ipac Classic Value Portfolio,0.8856,0.8815,12.07,6.62,***,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,0.9318,0.9308,8.71,5.13,**,,
Netwealth Active Balanced,0.6825,0.6802,11.69,5.80,***,,
Netwealth Index Opportunities Balanced,0.8751,0.8717,13.82,7.30,****,,
North Index Moderately Defensive,0.9058,0.9035,11.61,6.98,****,,
Plan B Market 55,1.3564,1.3557,9.19,4.47,***,,
Profile 55,0.9095,0.9091,10.33,5.93,****,,
Select Dynamic Allocation Portfolio,1.0672,1.0648,9.92,NAv,NAv,,
SUMMIT Select - Active Mod Defensive,1.0127,1.0087,13.05,7.77,****,,
Summit Select Income Generator,1.1016,1.0973,14.39,NAv,NAv,,
UBS Tactical Beta Fund - Balanced,1.1016,1.0983,NAv,NAv,NAv,,
Ventura Diversified 50,0.9572,0.9530,11.04,6.84,***,,
Multisector Growth,,
Aberdeen Multi-Asset Real Return,1.5042,1.4982,8.92,4.57,***,,
Access Pre Select Growth,0.9948,0.9918,12.87,6.01,***,,
AMP FLI-AMP Balanced Growth,1.0920,1.0870,13.54,4.55,**,,
AMP FLI-Future Directions Balanced,0.9959,0.9918,10.47,4.61,*,,
AMP Gen-Balanced,0.9333,0.9288,13.44,6.15,***,,
AMP Gen-Balanced Index,1.0595,1.0565,12.18,5.88,***,,
ANZ OA IP-OP Tax Effective Income NE,0.9817,0.9782,18.14,5.34,**,,
BlackRock W Balanced,1.7976,1.7913,13.32,5.91,****,,
BT Class Inv Tax Effective Income NE,NAv,1.0050,13.27,4.97,****,,
BT Investor Choice Bal Gr,1.1703,1.1663,12.69,5.56,***,,
BT Multi-Manager Bal Retail,0.9685,0.9646,10.11,5.31,**,,
CBA Balanced,NAv,1.4445,10.18,4.59,**,,
CBA Growth,NAv,1.4972,12.12,4.65,***,,
