Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 30/11/2011,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/10/2011,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/10/2011,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2011-12-05T20:30:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Conservative,,
C'wealth - Income Fund,NAv,1.0713,4.61,7.07,NAv,,
Multisector Moderate,,
ANZ OA IP-OnePath Income Plus NEF,0.4896,0.4887,-25.36,-7.33,*,,
AXA Generations - Defensive,0.8655,0.8630,2.25,5.78,**,,
BT Inv Choice - Wpac Moderate Grwth,0.9864,0.9841,2.66,4.80,**,,
BT Multi-manager Conserv Fund (Retail),0.8400,0.8383,2.97,5.92,**,,
CFS FC Inv - FirstChoice Conservative,0.9165,0.9138,2.57,6.06,***,,
CFS MIF-Conservative,1.0626,1.0605,1.72,5.14,***,,
Fiducian Capital Stable Fund,0.9192,0.9169,3.11,5.39,***,,
IOOF MultiMix Conservative Growth Trust,0.9266,0.9242,3.75,7.13,****,,
ipac Classic Portfolio 1,0.8082,0.8058,2.54,6.49,***,,
ipac Pathways 30,0.8349,0.8324,2.72,7.21,***,,
MLC MKey InvSer/UT Horizon 2 - Income,0.9627,0.9617,2.86,5.10,**,,
UBS Defensive Investment Fund,0.9833,0.9804,3.24,5.15,****,,
Multisector Balanced,,
Access Pre Select Balanced,0.8581,0.8561,1.21,5.55,***,,
AMP FLI-AMP Monthly Income Fund No 2,0.5956,0.5920,2.46,5.35,*****,,
AMP FLI-AMP Monthly Income Fund No 3,0.8110,0.8062,1.81,5.69,****,,
Australian Ethical Balanced Trust,1.0057,1.0036,-1.40,1.68,**,,
AXA Generations - Moderately Defensive,0.8253,0.8220,0.48,5.44,***,,
AXA's Income Generator,0.9571,0.9533,1.62,NAv,NAv,,
BlackRock Global Allocation (Aus) D,0.9406,0.9350,4.64,12.07,*****,,
BT Class Invmt - Balanced Returns Fund,1.3358,1.3324,-0.62,3.06,*,,
CFS FC Inv - FirstChoice Moderate,0.8503,0.8478,-0.55,5.62,**,,
CFS MIF-Balanced,1.1403,1.1369,-1.47,3.53,**,,
IOOF Multi Series Balanced Trust,0.6906,0.6888,-1.77,3.44,**,,
