Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 5/7/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/5/2013,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/5/2013,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2013-07-08T13:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Australia Derivative Income,,
HBC0011AU,1.0795,240.1400,26.55,7.48,2.67,,
ZUR0538AU,0.7049,594.0600,19.46,7.35,4.3,,
Equity Greater China,,
MAQ0441AU,1.5288,227.2500,19.95,1.24,4.48,,
Multisector Conservative,,
COM0020AU,1.0718,121.8800,7.37,5.95,6.08,,
Multisector Moderate,,
IPA0046AU,0.9122,374.6500,12.73,8.21,5.11,,
IPA0117AU,0.8822,201.8000,12.38,7.81,4.63,,
IOF0095AU,1.0124,"1,113.3100",11.74,7.73,6.32,,
NMM0111AU,0.9243,138.2100,10.72,7.67,5.42,,
MLC0021AU,1.0535,183.7700,10.52,6.91,4.28,,
WFS0032AU,1.0434,239.6300,9.69,6.52,4.48,,
FSF0223AU,0.9865,187.2200,9.68,6.41,4.31,,
Multisector Balanced,,
MAL0018AU,1.1471,734.9500,20.66,11.18,5.9,,
NMM0107AU,0.9780,167.1400,17.84,9.58,5.19,,
IPA0074AU,1.0566,448.0200,15.97,9.11,NAv,,
IPA0054AU,0.8690,296.4000,17.67,8.81,2.83,,
NMM0112AU,0.8768,425.2200,15.26,8.54,4.71,,
NML0587AU,0.9373,223.3900,16.68,8.47,4.09,,
FSF0224AU,0.9765,268.7500,16.11,7.31,2.95,,
GIO0003AU,0.8183,118.6400,13.34,7.14,3.57,,
MLC0393AU,0.9191,165.8500,13.42,7.06,3.11,,
IOF0090AU,0.8084,312.7500,18.43,6.97,2.15,,
GIO0002AU,0.5674,126.8700,11.14,6.92,3.49,,
AUG0001AU,1.1393,255.0400,14.06,6.08,2.58,,
NAv,1.3408,252.8800,14.13,6.06,3,,
Multisector Growth,,
NMM0108AU,0.9225,497.6600,22.31,9.97,4.05,,
IPA0047AU,0.8466,"1,462.3800",21.72,9.41,3.15,,
NMM0113AU,0.7593,"1,090.2200",19.96,9.18,3.71,,
IPA0118AU,0.7892,567.0800,20.89,8.93,3.04,,
