Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 10/8/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-08-12T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
CRS0008AU,1.0070,134.0200,14.78,12.60,8.56,,
Equity Greater China,,
MAQ0441AU,1.2356,216.6100,-25.41,-7.02,-4.61,,
Multisector Conservative,,
COM0020AU,1.0856,130.7800,5.02,6.33,5.24,,
Multisector Moderate,,
SBC0814AU,1.0276,124.1600,9.41,7.29,3.69,,
IOF0095AU,0.9460,"1,062.6000",5.85,7.08,NAv,,
MLC0021AU,1.0099,180.2000,7.98,6.67,2.3,,
WFS0032AU,0.9984,246.1300,6.79,6.26,2.42,,
FSF0223AU,0.9463,196.9500,5.22,6.02,2.69,,
Multisector Balanced,,
MAL0018AU,1.0263,597.8100,2.41,9.66,4.11,,
RIM0019AU,0.8600,146.1700,4.11,7.09,1.87,,
NML0587AU,0.8623,207.4000,5.16,6.78,0.44,,
GIO0002AU,0.5869,135.5000,5.59,5.62,1.84,,
FSF0224AU,0.8952,263.5300,3.53,5.61,-0.44,,
GIO0003AU,0.8123,118.7200,5.18,5.60,1.28,,
MLC0393AU,0.8497,162.3100,3.78,5.51,0.54,,
IOF0090AU,0.7200,200.1500,3.21,4.39,-1.57,,
BTA0043AU,1.3581,106.3300,2.96,4.19,-1.42,,
FSF0006AU,1.1713,111.9800,-0.47,2.92,-0.53,,
AUG0001AU,1.0256,232.4800,2.28,2.44,-1.44,,
Multisector Growth,,
RIM0024AU,0.7854,101.5400,3.17,6.39,-0.08,,
RIM0020AU,0.8178,175.3500,2.49,6.39,-0.28,,
CRS0002AU,1.4011,129.0700,6.53,6.05,0.22,,
BTA0077AU,0.8632,177.6400,1.72,5.79,-2.24,,
NML0588AU,0.8088,591.3300,3.33,5.79,-1.86,,
MLC0023AU,1.1153,558.0800,2.93,5.33,-1.26,,
WFS0033AU,1.0458,295.8600,5.38,5.32,-0.42,,
PWA0822AU,1.5674,892.5200,6.63,5.25,0.12,,
SLT0001AU,1.0773,187.4400,-1.07,5.20,0.92,,
MMF0106AU,1.3266,230.4700,5.30,4.91,-4,,
