Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 26/8/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-08-29T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
Advance Growth Multi-Blend W,1.0184,1.0138,10.04,13.15,**,,
Advance High Growth Multi-Blend W,0.9815,0.9767,12.78,15.80,***,,
AMP Gen-Growth,0.9893,0.9840,11.58,16.14,***,,
AMP Gen-High Growth,0.9804,0.9746,13.35,18.37,***,,
BT Class Inv Split Growth,3.2918,3.2858,23.02,23.39,****,,
BT Future Goals Retail,1.8605,1.8547,14.55,15.25,***,,
Ibbotson Dynamic Growth Trust,1.0478,1.0442,15.43,17.30,***,,
IOOF MultiMix Growth Trust,1.0811,1.0747,15.89,18.04,***,,
IOOF Profile 95,0.9133,0.9117,14.46,18.88,****,,
ipac Pathways 85,0.9337,0.9290,12.59,16.93,****,,
ipac Pathways 95,0.8830,0.8785,14.29,18.77,****,,
ipac Strat Inv Srv Inflation Plus 6,1.0940,1.0879,11.56,15.86,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.2517,1.2492,12.63,15.45,***,,
North Index Growth,0.7525,0.7503,13.87,17.17,****,,
North Index High Growth,0.6382,0.6363,15.57,19.91,*****,,
Russell Growth A,0.9942,0.9899,13.55,16.80,***,,
Russell Growth C,1.0268,1.0223,13.32,16.57,***,,
SUMMIT Select - Active Growth Units,0.9396,0.9345,12.75,17.35,****,,
UCA Growth Portfolio,4.8225,4.7936,13.13,16.27,***,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.0478,1.0444,6.57,8.68,***,,
AMP Gen-Moderately Defensive,1.0045,1.0005,7.76,10.60,***,,
Australian Ethical Balanced Trust,1.3480,1.3478,11.13,12.86,***,,
BMO Pyrford Global Absolute Return,1.1161,1.1116,14.34,NAv,NAv,,
CFS FC Inv-FirstChoice Moderate,1.0952,1.0919,9.26,11.43,***,,
CFS FC W Inv-CFS W Balanced,1.1336,1.1302,8.07,10.69,***,,
CFS FC W Inv-FirstChoice W Moderate,1.1073,1.1040,10.24,12.42,****,,
