Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 7/12/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/10/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/10/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-12-16T19:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Australia Derivative Income,,
ZUR0538AU,0.6941,538.1700,8.82,4.33,1.02,,
HBC0011AU,1.0004,197.0800,6.27,1.93,-3.01,,
Equity Greater China,,
MAQ0441AU,1.3711,220.9600,-1.42,-3.47,-4.13,,
Multisector Conservative,,
COM0020AU,1.1077,127.3900,6.89,6.10,5.35,,
Multisector Moderate,,
SBC0814AU,1.0603,124.1200,11.99,7.42,4.31,,
IOF0095AU,0.9792,"1,086.6000",9.05,6.96,NAv,,
IPA0046AU,0.8958,357.0300,9.99,6.93,2.99,,
IPA0117AU,0.8644,180.1500,9.28,6.59,2.6,,
MLC0021AU,1.0326,180.1600,9.60,5.96,2.21,,
WFS0032AU,1.0225,243.2700,9.15,5.84,2.39,,
FSF0223AU,0.9702,192.9100,7.72,5.68,2.65,,
Multisector Balanced,,
MAL0018AU,1.0516,621.5400,9.37,9.21,3.58,,
NMM0107AU,0.9377,155.9600,11.61,7.36,1.49,,
RIM0019AU,0.9016,141.1300,8.83,6.84,2.08,,
NMM0112AU,0.8476,316.7600,10.59,6.65,1.51,,
NML0587AU,0.8953,213.6200,10.50,6.28,0.46,,
IPA0054AU,0.8109,277.7000,10.21,6.26,-0.78,,
FSF0224AU,0.9302,261.9000,9.15,5.22,-0.43,,
MLC0393AU,0.8749,161.3800,7.59,5.08,0.54,,
GIO0003AU,0.8116,120.1000,8.54,4.66,0.69,,
GIO0002AU,0.5735,131.2200,8.11,4.59,1.17,,
IOF0090AU,0.7559,238.4400,9.43,4.40,-1.58,,
AUG0001AU,1.0716,240.2700,7.84,3.07,-0.88,,
Multisector Growth,,
NMM0108AU,0.8596,465.9800,12.13,6.59,-0.83,,
NMM0113AU,0.7137,840.3200,11.32,6.14,-0.62,,
RIM0020AU,0.8652,172.0800,8.59,6.06,-0.13,,
IPA0047AU,0.7849,"1,364.4100",11.50,6.05,-1.37,,
IPA0118AU,0.7340,548.7100,11.24,5.75,-1.2,,
CRS0002AU,1.4466,129.5800,10.87,5.61,-0.28,,
SLT0001AU,1.1361,166.1200,5.22,5.54,1.62,,
NML0588AU,0.8456,601.9500,10.99,5.49,-1.85,,
IPA0012AU,0.8764,174.5100,10.50,5.09,-2.24,,
WFS0033AU,1.0840,294.9600,10.51,5.00,-0.45,,
PWA0822AU,1.6281,903.5600,11.50,4.99,-0.31,,
BTA0077AU,0.8967,179.3200,7.99,4.98,-2.08,,
MLC0023AU,1.1592,557.2100,8.40,4.77,-1.27,,
ETL0103AU,1.2569,331.2200,11.35,4.67,-0.18,,
SBC0815AU,1.0441,658.1400,10.43,4.47,-0.34,,
IOF0093AU,0.8767,"1,920.1700",8.43,4.35,NAv,,
FSF0225AU,0.9017,146.3400,9.31,4.24,-2.92,,
COM0018AU,1.4113,128.3900,7.82,4.19,-0.87,,
COM0013AU,1.3822,197.3200,7.56,4.04,-0.26,,
FPS0003AU,0.9450,125.1000,8.21,3.95,-1.64,,
AMP0013AU,0.9988,139.5400,10.24,3.76,-3.06,,
MMF0106AU,1.3803,227.5300,10.75,3.35,-4.38,,
FSF0022AU,1.5228,250.2500,8.88,3.25,-1.93,,
Multisector Aggressive,,
NMM0109AU,0.7749,277.4900,12.11,5.99,-2.6,,
