Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 10/6/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/5/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/5/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-06-13T13:15:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
Advance Growth Multi-Blend W,1.1117,1.1061,10.65,13.85,**,,
Advance High Growth Multi-Blend W,1.0950,1.0884,13.25,16.29,***,,
AMP Gen-Growth,1.1173,1.1112,13.24,17.18,***,,
AMP Gen-High Growth,1.1303,1.1237,14.95,19.43,***,,
BT Class Inv Split Growth,3.6093,3.6028,22.48,23.13,****,,
BT Future Goals Retail,1.9992,1.9930,15.93,15.56,***,,
IOOF MultiMix Growth Trust,1.1633,1.1563,16.85,18.00,***,,
IOOF Profile 95,1.0053,1.0033,16.27,19.32,***,,
ipac Pathways 85,1.0544,1.0490,14.17,17.94,****,,
ipac Pathways 95,1.0143,1.0091,15.67,19.66,****,,
ipac Strat Inv Srv Inflation Plus 6,1.2307,1.2239,13.12,16.86,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.3061,1.3035,14.36,16.00,***,,
North Index Growth,0.8126,0.8103,15.31,17.99,****,,
North Index High Growth,0.7002,0.6981,16.78,20.71,*****,,
Russell Growth A,1.0303,1.0258,14.54,17.52,***,,
Russell Growth C,1.0896,1.0849,14.30,17.27,***,,
SUMMIT Select - Active Growth Units,1.0646,1.0589,14.41,18.38,****,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.1013,1.0979,7.38,9.43,***,,
AMP Gen-Moderately Defensive,1.0764,1.0722,9.10,11.54,***,,
Australian Ethical Balanced Trust,1.3865,1.3862,11.93,12.86,***,,
CFS FC Inv-FirstChoice Moderate,1.1529,1.1495,11.16,12.30,***,,
CFS FC W Inv-CFS W Balanced,1.1901,1.1866,9.94,11.03,**,,
CFS FC W Inv-FirstChoice W Moderate,1.1659,1.1624,12.15,13.30,****,,
IOOF Multi Series Balanced Trust,0.9562,0.9522,14.46,15.05,****,,
IOOF MultiMix Moderate Trust,1.0978,1.0928,11.23,11.79,***,,
IOOF Profile 55,1.0085,1.0075,9.81,11.93,***,,
