Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 5/10/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/8/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/8/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-10-07T20:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
CRS0008AU,1.0276,115.9600,12.95,11.93,8.17,,
Equity Greater China,,
MAQ0441AU,1.3243,215.7600,-16.65,-3.83,-4.7,,
Multisector Conservative,,
COM0020AU,1.0947,128.8400,5.79,6.14,5.34,,
Multisector Moderate,,
SBC0814AU,1.0510,123.7800,11.25,7.01,3.73,,
IPA0046AU,0.8882,353.8000,8.61,6.80,2.95,,
IOF0095AU,0.9637,"1,075.8600",7.56,6.72,NAv,,
IPA0117AU,0.8576,174.1700,7.96,6.47,2.55,,
MLC0021AU,1.0289,180.0400,8.77,5.77,2.1,,
WFS0032AU,1.0197,243.8200,7.78,5.56,2.18,,
FSF0223AU,0.9642,195.2400,6.67,5.55,2.62,,
Multisector Balanced,,
MAL0018AU,1.0453,607.2500,8.10,9.41,4.38,,
NMM0107AU,0.9285,154.4300,9.63,6.93,1.41,,
RIM0019AU,0.8966,143.3400,8.33,6.57,1.82,,
NMM0112AU,0.8426,274.4300,8.92,6.16,1.53,,
IPA0054AU,0.8029,276.5700,8.36,6.08,-0.61,,
NML0587AU,0.8879,208.9100,8.54,5.85,0.35,,
MLC0393AU,0.8741,162.7800,7.49,4.87,0.66,,
FSF0224AU,0.9233,262.8100,7.16,4.85,-0.5,,
GIO0002AU,0.5930,134.6700,6.41,4.77,1.81,,
GIO0003AU,0.8255,121.8100,6.50,4.65,1.23,,
IOF0090AU,0.7428,219.3200,6.80,3.50,-1.64,,
AUG0001AU,1.0663,236.3700,5.36,2.39,-1.06,,
Multisector Growth,,
NMM0108AU,0.8512,464.1800,9.57,5.95,-0.84,,
RIM0020AU,0.8604,173.8800,8.38,5.72,-0.31,,
IPA0047AU,0.7781,"1,343.7800",9.07,5.45,-1.35,,
CRS0002AU,1.4434,131.4800,9.41,5.44,-0.18,,
NMM0113AU,0.7095,775.6200,9.15,5.42,-0.52,,
IPA0118AU,0.7278,547.2700,8.58,5.13,-1.26,,
SLT0001AU,1.1290,181.3900,1.06,4.89,1.58,,
NML0588AU,0.8388,597.9100,8.43,4.85,-1.92,,
BTA0077AU,0.8912,181.9400,6.14,4.82,-2.17,,
IPA0012AU,0.8702,177.9000,8.10,4.49,-2.22,,
MLC0023AU,1.1560,556.2100,8.25,4.46,-1.09,,
ETL0103AU,1.2310,321.2000,8.62,4.36,0.02,,
WFS0033AU,1.0779,293.0900,8.50,4.36,-0.73,,
PWA0822AU,1.6030,895.2600,9.60,4.35,0.1,,
SBC0815AU,1.0411,648.8100,9.15,3.80,-0.95,,
FSF0225AU,0.8946,145.2700,6.74,3.71,-2.98,,
IOF0093AU,0.8625,"1,896.8900",6.23,3.69,NAv,,
FPS0003AU,0.9345,123.4600,6.18,3.53,-1.66,,
COM0013AU,1.3547,198.0300,6.85,3.41,-0.28,,
MMF0106AU,1.3617,228.3500,7.43,3.22,-4.27,,
COM0018AU,1.3689,128.5300,8.15,3.20,-0.85,,
AMP0013AU,0.9778,138.3100,6.93,3.16,-2.82,,
FSF0022AU,1.5234,249.5900,7.47,2.89,-2.09,,
Multisector Aggressive,,
NMM0109AU,0.7678,275.8200,9.30,5.23,-2.54,,
NMM0114AU,0.6107,466.9000,9.40,4.93,-2.19,,
IPA0048AU,0.7546,769.6500,8.89,4.75,-2.36,,
IPA0119AU,0.6643,138.4000,8.28,4.40,-2.65,,
SLT0002AU,1.2302,183.1700,-2.26,4.32,0.04,,
NMM0115AU,0.4986,163.2900,9.35,4.25,-3.39,,
NML0589AU,0.8083,442.3300,8.18,4.15,-3.61,,
IPA0049AU,0.6947,119.8900,8.60,4.09,-4.12,,
IPA0013AU,0.8823,240.4300,7.92,3.82,-3.21,,
MLC0024AU,0.9787,166.8200,8.64,3.79,-2.77,,
NML0590AU,0.7780,155.7700,8.07,3.27,-4.96,,
IOF0097AU,0.8010,405.6100,5.26,2.60,NAv,,
BTA0044AU,1.4896,146.9400,5.74,2.28,-3.69,,
Australian Cash,,
NML0569AU,1.0099,188.6500,3.93,4.37,4.28,,
SBC0811AU,1.0450,817.9100,4.33,4.36,4.97,,
FSF1009AU,NAv,250.8300,4.15,4.31,NAv,,
BWA0001AU,NAv,250.6900,3.97,3.97,4.48,,
AMF0100AU,NAv,273.8700,3.80,3.78,4.31,,
STL0001AU,NAv,361.7400,3.66,3.77,4.35,,
AUX0001AU,1.0000,340.3700,3.83,3.73,4.17,,
BTA0002AU,NAv,183.1500,3.59,3.70,4.33,,
JBW0001AU,1.0000,"1,261.1400",3.54,3.67,4.29,,
ORD0001AU,NAv,492.2000,3.72,3.66,4.13,,
PER0001AU,1.0000,762.5800,3.49,3.53,4.13,,
ETL0101AU,1.0000,152.0400,3.40,3.46,3.91,,
Australian Short Term Fixed Interest,,
IOF0091AU,1.0163,196.1700,5.53,5.80,NAv,,
RIM0037AU,1.0276,476.9500,5.16,5.73,5.26,,
ACU0011AU,1.0000,817.7100,4.37,4.69,5.03,,
IOF0050AU,1.0000,673.1600,3.80,3.75,4.1,,
Bonds - Australia,,
CSA0130AU,1.0719,150.8700,9.76,9.63,8.64,,
CRS0004AU,1.1938,561.8700,9.24,9.40,8.4,,
RIM0005AU,1.0825,716.5800,9.76,9.15,8.28,,
SBC0813AU,1.1299,690.7700,9.54,8.35,8.11,,
TYN0104AU,1.1065,159.0200,8.81,8.20,7.97,,
STT0010AU,1.0434,240.7900,7.99,7.64,NAv,,
AUS0009AU,1.1016,732.3700,8.76,7.48,7.54,,
High Yield Credit,,
CSA0046AU,0.9932,"1,628.9300",12.56,13.72,8.92,,
Bonds - Global,,
RIM0007AU,1.0599,485.1500,13.54,12.04,9.6,,
Bonds - Global / Australia,,
MAQ0274AU,1.0355,"1,102.0100",9.29,9.31,7.31,,
IOF0096AU,1.0117,119.9300,9.21,9.23,NAv,,
SBC0007AU,0.8970,584.3400,10.14,8.93,8.21,,
WFS0379AU,1.0083,215.8200,8.38,8.20,6.2,,
Mortgages,,
TPT0003AU,NAv,151.2800,6.35,6.10,6.48,,
TPT0002AU,NAv,274.5300,6.39,5.91,6.03,,
TPT0001AU,NAv,248.2000,5.95,5.44,5.73,,
STL0002AU,NAv,975.1800,5.16,5.21,5.62,,
AUS0020AU,1.0000,338.7000,4.45,4.84,5.24,,
HOW0005AU,1.0001,247.9600,3.99,4.26,5.2,,
PER0002AU,0.9773,221.2900,0.96,2.85,3.71,,
Mortgages Aggressive,,
LTC0002AU,1.0000,181.7100,7.82,7.82,7.83,,
AUS0003AU,1.0000,144.9000,0.62,2.09,3.57,,
Multi-Strategy Income,,
CSA0038AU,0.9759,450.3900,8.94,15.51,7.03,,
NMF0007AU,1.0688,152.1600,8.88,8.73,NAv,,
IOF0145AU,1.0677,270.3300,6.39,7.66,NAv,,
NAv,1.0463,987.7500,6.69,6.27,6.72,,
HOW0052AU,1.1911,216.7800,6.36,6.06,6.35,,
CSA0029AU,1.1900,172.4400,4.45,6.00,5.91,,
Diversified Credit,,
UBS0003AU,0.9331,181.2900,8.97,11.06,4.17,,
MAL0012AU,0.7336,375.9000,8.83,10.83,0.36,,
MAQ0277AU,0.9911,810.2800,6.21,7.46,5.8,,
Equity Australia Real Estate,,
APN0008AU,1.2610,253.3700,20.01,11.16,NAv,,
APN0001AU,1.7115,558.8200,14.40,7.73,-8.54,,
HBC0008AU,0.5788,125.2200,21.06,7.65,-10.35,,
PAL0002AU,0.5812,255.0000,20.81,7.63,-12.83,,
SBC0816AU,0.6772,192.9400,20.75,7.56,-16.06,,
Equity Global Real Estate,,
MGL0010AU,0.5909,265.6000,16.07,18.34,-2.9,,
IOF0081AU,0.6910,121.6600,17.77,13.54,-5.04,,
Equity Australia Large Growth,,
AUS0030AU,0.9708,120.8900,2.14,2.73,-2.68,,
BNT0003AU,2.1953,136.5400,6.35,2.54,-0.71,,
ARO0011AU,1.3638,370.0000,6.57,1.78,-2.1,,
HOW0020AU,1.1962,167.0800,-1.85,0.46,-4.4,,
PWA0014AU,1.7483,224.4600,2.68,-0.68,-3.47,,
Equity Australia Large Blend,,
ZUR0538AU,0.6943,505.6900,5.98,4.24,1.03,,
NAv,3.9925,236.8000,4.68,3.85,-1.09,,
PPL0110AU,1.2239,118.5900,7.93,3.58,-1.12,,
NAv,11.9977,239.5700,4.79,3.10,-1.09,,
PPL0106AU,1.0889,982.5000,4.55,3.09,0.47,,
ETL0068AU,1.4812,138.0600,7.43,2.75,-0.87,,
WFS0021AU,1.7889,247.7100,4.96,2.62,-1.96,,
WHT0017AU,1.3038,118.1700,6.01,2.40,NAv,,
VAN0010AU,1.6685,397.5200,4.31,2.37,-3.56,,
TCA0002AU,2.5896,128.6400,9.64,2.30,-2.52,,
FSF0013AU,3.0237,"1,525.5200",5.10,2.15,-2.63,,
WFS0103AU,0.8061,167.2300,4.26,1.99,-2.57,,
MLC0014AU,2.0441,320.9900,4.14,1.86,-3.79,,
HBC0011AU,0.9757,189.1200,6.02,1.68,-2.86,,
SBC0817AU,1.4273,906.9400,6.99,1.62,-0.75,,
WHT0012AU,0.8379,144.9600,5.08,1.53,NAv,,
BTA0021AU,3.0340,490.6100,2.95,1.11,-3.04,,
RFA0019AU,1.4350,171.1200,4.41,1.07,-3.77,,
RFA0011AU,3.0180,117.2700,2.77,0.91,-3.3,,
IOF0092AU,0.8001,505.4200,2.88,0.84,NAv,,
FPS0006AU,1.1948,198.0800,0.79,0.20,-4.05,,
MLC0015AU,1.4303,142.4400,2.16,-0.39,-4.55,,
Equity Australia Large Value,,
STL0100AU,1.5184,244.3300,19.43,7.66,0.13,,
PER0029AU,2.8970,144.1300,6.01,5.04,-1.05,,
FSF0235AU,1.0366,123.6000,16.52,5.04,-1.6,,
PER0011AU,1.7490,"1,182.0100",16.54,4.94,-1.63,,
PER0028AU,2.3580,353.0300,16.41,4.92,-1.75,,
MLC0097AU,2.2184,717.7000,14.68,3.12,-2.94,,
ADV0013AU,0.9680,237.6600,6.68,0.06,-3.01,,
IOF0200AU,1.3884,181.6500,2.12,-0.82,-2.98,,
Equity Australia Large Geared,,
FSF0044AU,1.1824,193.0300,2.20,-9.62,-16.04,,
Equity Australia Mid/Small Growth,,
FSF0035AU,2.1585,215.0800,7.67,13.50,3.05,,
PPL0107AU,0.7430,128.6400,-9.06,7.37,1.62,,
