Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 1/12/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/10/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/10/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-12-05T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
Advance High Growth Multi-Blend W,1.0344,1.0294,9.16,12.97,***,,
AMP Gen-Growth,1.0426,1.0370,6.47,12.98,***,,
AMP Gen-High Growth,1.0431,1.0370,7.26,14.67,***,,
BT Class Inv Split Growth,3.5224,3.5160,16.07,19.70,****,,
BT Future Goals Retail,1.9598,1.9537,9.07,12.54,***,,
Ibbotson Dynamic Growth Trust,1.1086,1.1048,12.05,14.75,****,,
IOOF MultiMix Growth Trust,1.1221,1.1153,12.74,15.52,****,,
IOOF Profile 95,0.9448,0.9432,9.16,15.21,***,,
ipac Pathways 85,0.9863,0.9813,7.43,13.89,****,,
ipac Strat Inv Srv Inflation Plus 6,1.1526,1.1461,6.46,12.85,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.2993,1.2967,8.90,12.57,***,,
North Index Growth,0.7957,0.7934,8.81,14.04,****,,
North Index High Growth,0.6828,0.6807,9.53,16.16,*****,,
Russell Growth A,1.0186,1.0142,8.58,13.60,***,,
SUMMIT Select - Active Growth Units,0.9953,0.9899,7.67,14.19,****,,
UCA Growth Portfolio,4.5838,4.5564,6.08,11.68,***,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.0730,1.0694,4.76,7.07,***,,
AMP Gen-Moderately Defensive,1.0337,1.0296,4.60,8.64,***,,
AMS Moderately Conservative Fund,1.0253,1.0222,7.66,NAv,NAv,,
Australian Ethical Balanced Trust,1.4094,1.4092,9.56,11.75,***,,
BMO Pyrford Global Absolute Return,1.1124,1.1079,12.75,NAv,NAv,,
CFS FC Inv-FirstChoice Moderate,1.1286,1.1252,5.14,9.17,***,,
CFS Wholesale Balanced,1.1545,1.1511,6.04,8.72,**,,
FirstChoice WS Moderate,1.1406,1.1372,6.07,10.14,****,,
Ibbotson Balanced Growth Trust,0.9976,0.9948,7.96,9.41,***,,
IOOF Multi Series Balanced Trust,0.8452,0.8416,8.01,11.78,****,,
