Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 5/8/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/6/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/6/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-08-08T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
Advance Growth Multi-Blend W,1.0898,1.0850,7.20,12.38,**,,
Advance High Growth Multi-Blend W,1.0653,1.0601,9.44,14.72,***,,
AMP Gen-Growth,1.0772,1.0714,9.34,15.38,***,,
AMP Gen-High Growth,1.0832,1.0768,10.71,17.41,***,,
BT Class Inv Split Growth,3.6381,3.6315,18.25,21.74,****,,
BT Future Goals Retail,2.0105,2.0042,11.77,14.10,***,,
Ibbotson Dynamic Growth Trust,1.1278,1.1240,14.46,16.64,***,,
IOOF MultiMix Growth Trust,1.1347,1.1279,12.78,16.85,***,,
IOOF Profile 95,0.9779,0.9761,12.14,17.85,****,,
ipac Pathways 85,1.0144,1.0092,10.49,16.20,****,,
ipac Pathways 95,0.9697,0.9647,11.78,17.81,****,,
ipac Strat Inv Srv Inflation Plus 6,1.1890,1.1823,9.50,15.13,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.3492,1.3465,10.57,14.76,***,,
North Index Growth,0.8199,0.8175,11.35,16.27,****,,
North Index High Growth,0.7079,0.7058,12.47,18.75,*****,,
Russell Growth A,1.0490,1.0445,11.03,16.01,***,,
Russell Growth C,1.1102,1.1055,10.79,15.77,***,,
SUMMIT Select - Active Growth Units,1.0222,1.0167,10.47,16.56,****,,
UCA Growth Portfolio,4.6626,4.6347,12.10,15.33,NAv,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.0886,1.0850,4.75,8.38,***,,
AMP Gen-Moderately Defensive,1.0542,1.0500,6.37,10.32,***,,
AMS Moderately Conservative Fund,1.0302,1.0271,NAv,NAv,NAv,,
Australian Ethical Balanced Trust,1.3941,1.3938,8.45,12.00,**,,
CFS FC Inv-FirstChoice Moderate,1.1558,1.1523,8.02,11.09,***,,
CFS FC W Inv-CFS W Balanced,1.1888,1.1853,6.94,10.24,***,,
CFS FC W Inv-FirstChoice W Moderate,1.1681,1.1646,8.98,12.08,****,,
Ibbotson Balanced Growth Trust,1.0044,1.0016,9.23,10.69,***,,
IOOF Multi Series Balanced Trust,0.9215,0.9177,10.90,13.77,****,,
IOOF MultiMix Moderate Trust,1.0982,1.0932,8.65,10.98,***,,
IOOF Profile 55,0.9952,0.9942,7.19,10.96,***,,
ipac Classic Value Portfolio,1.0094,1.0047,7.68,11.63,***,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,1.0693,1.0683,7.45,9.85,**,,
MLC Wholesale Horizon 3 Conservative Gr,1.1383,1.1366,8.43,10.82,****,,
Netwealth Active Balanced,0.7668,0.7642,9.14,11.98,****,,
North Index Moderately Defensive,1.0071,1.0045,8.36,10.97,****,,
North Select Income Generator,1.1812,1.1766,7.75,11.06,****,,
Pre Select Balanced,1.2252,1.2222,8.47,11.34,*****,,
Russell Diversified 50 A,1.0682,1.0643,8.05,11.22,****,,
Schroder Real Return CPI+5% Wholesale,1.1588,1.1542,6.08,8.04,*,,
SUMMIT Select - Active Mod Defensive,1.1011,1.0967,7.46,11.42,****,,
Summit Select Income Generator,1.1812,1.1766,7.75,11.06,****,,
UBS Tactical Beta Fund - Balanced,1.1428,1.1394,7.67,NAv,NAv,,
Multisector Conservative,,
North Multi Manager Active Defensive,0.9962,0.9938,6.61,8.42,*****,,
Multisector Growth,,
Advance Balanced Multi-Blend W,1.1658,1.1612,6.51,10.92,***,,
AMP FLI-AMP Balanced Growth,1.1671,1.1618,9.12,13.01,**,,
AMP Gen-Balanced,1.0590,1.0539,8.22,13.33,***,,
BT Active Bal WS,1.8011,1.7958,11.28,13.12,****,,
BT Investor Choice Bal Gr,1.3083,1.3038,9.17,11.61,***,,
BT Multi-Manager Bal Retail,1.0953,1.0910,5.40,9.78,*,,
CBA Balanced,NAv,1.5699,6.97,10.28,**,,
CBA Growth,NAv,1.7611,8.97,12.80,***,,
CFS FC Inv-FirstChoice Growth,1.2006,1.1958,9.30,13.46,***,,
CFS FC W Inv-CFS W Diversified,1.7148,1.7079,8.91,13.72,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0758,1.0725,7.68,13.25,****,,
CFS FC W Inv-FirstChoice W Growth,1.2068,1.2020,10.31,14.53,****,,
CFS MIF-Diversified,1.9956,1.9877,7.99,12.76,**,,
DMG Diversified Portfolio,1.0896,1.0842,9.90,NAv,NAv,,
EQT Growth,1.5140,1.5079,9.11,14.11,NAv,,
Fiducian Balanced,1.3046,1.2981,11.78,14.25,***,,
IOOF MultiMix Balanced Growth Trust,1.1687,1.1627,10.93,14.54,***,,
IOOF Profile 75,1.0079,1.0065,9.30,14.28,***,,
ipac Classic Portfolio 2,0.9344,0.9296,8.39,13.35,***,,
ipac Pathways 70,0.9941,0.9890,9.00,14.04,***,,
ipac Strat Inv Srv Inflation Plus 4,1.1145,1.1088,8.03,13.01,***,,
Macquarie Balanced Growth,1.1114,1.1076,8.69,12.40,NAv,,
MLC UT/MKey InvSer Horizon 4 - Balanced,1.5061,1.5031,9.20,12.73,***,,
MLC Wholesale Horizon 4 Balanced,1.1547,1.1524,10.19,13.74,****,,
MLC Wholesale Inflation Plus - Moderate,1.0854,1.0833,10.97,NAv,NAv,,
North Guardian Balanced,1.1283,1.1255,9.10,NAv,NAv,,
North Index Balanced,0.9036,0.9011,9.95,13.91,****,,
North Multi Manager Active Growth,0.8650,0.8607,11.69,17.26,*****,,
North Multi Manager Balanced,0.9987,0.9944,10.09,14.80,*****,,
OnePath OA IP-OP Tax Effective Inc NE,1.7079,1.7079,4.90,10.50,*,,
Perpetual Wholesale Balanced Growth,1.5022,1.4971,7.05,13.92,****,,
Russell Balanced A,1.0245,1.0205,9.62,13.77,****,,
Russell Balanced Class C,1.1042,1.0998,9.38,13.55,***,,
SUMMIT Select - Active Balanced,1.0711,1.0660,9.35,14.50,****,,
UBS Balanced Investment,1.4124,1.4067,9.40,15.17,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.1042,1.1012,2.95,5.83,***,,
BT Investor Choice Mod Gr,1.1052,1.1026,6.27,7.23,***,,
CFS FC Inv-FirstChoice Conservative,1.0826,1.0793,5.32,6.88,**,,
CFS FC W Inv-CFS W Conservative,1.1950,1.1926,6.32,8.09,****,,
CFS FC W Inv-FC W Multi-Index Cons,0.9703,0.9684,5.34,7.60,***,,
CFS FC W Inv-FirstChoice W Conservative,1.1011,1.0978,6.14,7.71,****,,
Ibbotson Conservative Growth Trust,1.0062,1.0042,6.56,7.78,***,,
IOOF MultiMix Conservative Trust,1.0196,1.0170,6.47,8.42,****,,
ipac Pathways 30,0.9920,0.9883,5.20,8.11,***,,
Mercer Conservative Growth,1.0082,1.0057,6.64,7.06,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1618,1.1607,5.63,6.99,**,,
MLC Wholesale Horizon 2 Income Portfolio,1.0902,1.0891,6.70,7.99,****,,
North Index Defensive,1.0226,1.0204,6.55,8.13,****,,
North Multi Manager Active Moderately De,0.9571,0.9539,8.53,11.68,*****,,
Perpetual Wholesale Conservative Growth,1.1524,1.1494,4.90,8.55,*****,,
Russell Conservative A,0.9551,0.9522,6.27,8.31,*****,,
UBS Defensive Investment,1.2294,1.2257,7.06,10.34,*****,,
Alternative Strategies,,
Atrium Evolution Series Divers - AEF 7,1.2614,1.2558,11.15,11.88,NAv,,
Atrium Evolution Series Divers - AEF 9,1.2925,1.2869,12.73,13.47,NAv,,
Bennelong Kardinia Absolute Return,1.1881,1.1834,8.23,9.77,NAv,,
K2 Australian Absolute Return,182.1300,180.6700,11.05,16.36,NAv,,
K2 Select International Absolute Return,151.4300,150.2300,31.82,20.91,NAv,,
Perpetual Pure Equity Alpha,1.0774,1.0731,8.82,10.56,NAv,,
UBS Dynamic Alpha Strategies Fund A,1.1634,1.1587,7.27,9.80,NAv,,
WaveStone Dynamic Australian Equity,1.5379,1.5317,10.13,17.61,NAv,,
Alternative Strategies - Diversified,,
Advance Alternative Strats Multi-Blend,1.0447,1.0393,0.10,3.54,NAv,,
Ironbark Global Diversified Alternatives,1.1535,1.1535,6.41,5.44,NAv,,
Alternative Strategies - Managed Futures,,
Aspect Diversified Futures-Class A,1.2413,1.2413,23.71,5.21,***,,
Winton Global Alpha,1.2110,1.1994,13.14,9.61,****,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.8182,2.7874,21.65,16.93,***,,
BT Asian Share Retail,8.3954,8.3534,27.00,17.57,***,,
Macquarie Asia New Stars No.1,1.8628,1.8442,50.80,37.25,*****,,
Platinum Asia,3.0346,3.0194,29.87,25.16,*****,,
Schroder Asia Pacific,1.8878,1.8746,24.03,20.27,****,,
Equity Australia Derivative Income,,
CFS FC W Inv-CFS W Equity Income,0.7797,0.7766,2.40,10.79,***,,
Merlon WS Australian Share Income,1.1247,1.1203,4.89,12.50,***,,
Zurich Investments Equity Income,0.7005,0.6991,0.89,9.70,***,,
Equity Australia Large Blend,,
AMP Gen-BlackRock Aust Equity Index,1.3069,1.3037,4.28,13.11,**,,
Antares Prof Elite Opportunities,1.2673,1.2635,6.08,14.87,****,,
Antares Prof High Growth Shares,1.0908,1.0876,8.42,15.57,*****,,
BlackRock Australian Share,1.6725,1.6633,-0.13,11.15,**,,
BT Aus Share Retail,3.9278,3.9082,7.51,15.57,****,,
BT Imp Shr Retail,1.8420,1.8330,5.97,13.29,***,,
BT Investor Choice Aus Tax Eff,1.8842,1.8748,4.75,14.57,****,,
CFS FC W Inv-CFS W Aus Share Core,1.5412,1.5351,6.00,14.35,****,,
CFS FC W Inv-CFS W Imputation,2.6663,2.6557,6.01,15.72,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0976,1.0954,5.37,14.67,***,,
CFS MIF-Imputation,3.8542,3.8389,5.12,14.76,***,,
CFS Wholesale Australian Share,2.0286,2.0205,7.37,17.40,****,,
EQT Flagship Common No 2,1.9203,1.9076,10.32,15.15,****,,
Fidelity Australian Equities,29.5632,29.4158,6.73,17.23,*****,,
Fiducian Australian Shares,1.6557,1.6458,7.28,14.81,***,,
Ibbotson Australian Shares High Alpha Tr,1.1759,1.1700,6.41,14.90,****,,
IOOF MultiMix Australian Shares Trust,1.0697,1.0643,4.60,14.43,***,,
Macquarie Aus Pure Indexed Equities,1.7755,1.7667,5.44,14.50,***,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.4622,2.4597,4.13,13.37,**,,
Pengana Australian Equities Class A,1.7457,1.7370,8.89,13.79,****,,
Russell Australian Share A,1.5666,1.5588,5.65,15.53,***,,
UBS Australian Share,1.8875,1.8780,3.92,14.83,****,,
UCA Australian Equities Portfolio,12.9021,12.8249,7.57,13.21,NAv,,
