Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 1/9/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-09-05T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
Advance Growth Multi-Blend W,1.0492,1.0444,10.04,13.15,**,,
Advance High Growth Multi-Blend W,1.0183,1.0133,12.78,15.80,***,,
AMP Gen-Growth,1.0245,1.0190,11.58,16.14,***,,
AMP Gen-High Growth,1.0224,1.0164,13.35,18.37,***,,
BT Class Inv Split Growth,3.4496,3.4434,23.02,23.39,****,,
BT Future Goals Retail,1.9117,1.9057,14.55,15.25,***,,
Ibbotson Dynamic Growth Trust,1.0853,1.0816,15.43,17.30,***,,
IOOF MultiMix Growth Trust,1.0961,1.0895,15.89,18.04,***,,
IOOF Profile 95,0.9280,0.9264,14.46,18.88,****,,
ipac Pathways 85,0.9662,0.9613,12.59,16.93,****,,
ipac Pathways 95,0.9187,0.9140,14.29,18.77,****,,
ipac Strat Inv Srv Inflation Plus 6,1.1316,1.1253,11.56,15.86,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.2746,1.2721,12.63,15.45,***,,
North Index Growth,0.7804,0.7781,13.87,17.17,****,,
North Index High Growth,0.6673,0.6653,15.57,19.91,*****,,
Russell Growth A,1.0019,0.9976,13.55,16.80,***,,
Russell Growth C,1.0601,1.0556,13.32,16.57,***,,
SUMMIT Select - Active Growth Units,0.9731,0.9679,12.75,17.35,****,,
UCA Growth Portfolio,4.8225,4.7936,13.13,16.27,***,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.0646,1.0611,6.57,8.68,***,,
AMP Gen-Moderately Defensive,1.0235,1.0194,7.76,10.60,***,,
Australian Ethical Balanced Trust,1.3611,1.3608,11.13,12.86,***,,
BMO Pyrford Global Absolute Return,1.1298,1.1252,14.34,NAv,NAv,,
CFS FC Inv-FirstChoice Moderate,1.1175,1.1141,9.26,11.43,***,,
CFS FC W Inv-CFS W Balanced,1.1552,1.1517,8.07,10.69,***,,
CFS FC W Inv-FirstChoice W Moderate,1.1301,1.1267,10.24,12.42,****,,
Ibbotson Balanced Growth Trust,0.9864,0.9837,9.77,10.92,***,,
IOOF Multi Series Balanced Trust,0.8326,0.8310,13.11,14.41,*****,,
IOOF MultiMix Moderate Trust,1.0766,1.0716,10.19,11.48,***,,
IOOF Profile 55,0.9635,0.9625,8.11,11.30,***,,
ipac Classic Value Portfolio,0.9744,0.9700,8.89,12.09,***,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,1.0340,1.0330,8.82,10.25,***,,
MLC Wholesale Horizon 3 Conservative Gr,1.1025,1.1009,9.81,11.23,****,,
Netwealth Active Balanced,0.7530,0.7504,9.53,11.94,***,,
North Index Moderately Defensive,0.9797,0.9772,9.83,11.46,****,,
North Select Income Generator,1.1492,1.1447,8.50,11.30,****,,
