Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 14/7/2015,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/6/2015,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/6/2015,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-07-18T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
Advance Growth Multi-Blend W,1.0954,1.0898,7.20,12.38,**,,
Advance High Growth Multi-Blend W,1.0765,1.0699,9.43,14.72,***,,
AMP Gen-Growth,1.0596,1.0539,9.34,15.38,***,,
AMP Gen-High Growth,1.0637,1.0574,10.71,17.41,***,,
BT Class Inv Split Growth,3.5549,3.5485,18.25,21.74,****,,
BT Future Goals Retail,1.9786,1.9724,11.81,14.12,***,,
Ibbotson Dynamic Growth Trust,1.1145,1.1108,14.46,16.64,***,,
IOOF MultiMix Growth Trust,1.1458,1.1390,12.79,16.86,***,,
IOOF Profile 95,0.9934,0.9916,12.15,17.86,****,,
ipac Pathways 85,0.9990,0.9939,10.49,16.20,****,,
ipac Pathways 95,0.9546,0.9498,11.78,17.81,****,,
ipac Strat Inv Srv Inflation Plus 6,1.1715,1.1650,9.50,15.13,***,,
MLC UT/MKey InvSerHorizon 5 - Growth,1.3304,1.3278,10.57,14.76,***,,
North Index Growth,0.8016,0.7993,11.35,16.27,****,,
North Index High Growth,0.6915,0.6894,12.47,18.75,*****,,
Russell Growth A,1.0318,1.0273,11.03,16.01,***,,
Russell Growth C,1.0921,1.0874,10.79,15.77,***,,
SUMMIT Select - Active Growth Units,1.0050,0.9996,10.47,16.56,****,,
UCA Growth Portfolio,4.6626,4.6347,12.09,15.33,NAv,,
Multisector Balanced,,
Advance Moderate Multi-Blend W,1.0918,1.0884,4.75,8.38,***,,
AMP Gen-Moderately Defensive,1.0424,1.0383,6.37,10.32,***,,
Australian Ethical Balanced Trust,1.3672,1.3669,8.45,12.00,**,,
CFS FC Inv-FirstChoice Moderate,1.1393,1.1359,8.02,11.09,***,,
CFS FC W Inv-CFS W Balanced,1.1773,1.1738,6.94,10.24,***,,
CFS FC W Inv-FirstChoice W Moderate,1.1508,1.1474,8.98,12.08,****,,
Ibbotson Balanced Growth Trust,0.9963,0.9935,9.23,10.69,***,,
