Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 3/8/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/6/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/6/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-08-05T18:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
CRS0008AU,1.0142,134.0200,18.03,12.45,8.51,,
Equity Greater China,,
MAQ0441AU,1.2158,229.4400,-22.59,-3.12,-2.09,,
Multisector Conservative,,
COM0020AU,1.0856,130.7800,3.22,6.28,5.08,,
Multisector Moderate,,
SBC0814AU,1.0243,124.1600,6.26,7.67,3.23,,
IOF0095AU,0.9418,"1,062.6000",4.20,7.60,NAv,,
MLC0021AU,1.0106,179.1300,5.42,6.75,1.76,,
FSF0223AU,0.9436,196.9500,3.58,6.63,2.38,,
WFS0032AU,0.9967,246.1300,4.26,6.57,1.97,,
Multisector Balanced,,
MAL0018AU,1.0124,588.4900,1.25,10.75,3.83,,
RIM0019AU,0.8560,146.1700,1.40,7.97,1.2,,
NML0587AU,0.8573,207.4000,2.17,7.64,-0.07,,
FSF0224AU,0.8884,263.5300,0.07,6.69,-1.04,,
MLC0393AU,0.8450,163.2200,1.52,6.27,0.07,,
GIO0002AU,0.5905,135.5000,2.51,6.15,1.34,,
GIO0003AU,0.8148,118.7200,1.39,6.12,0.65,,
IOF0090AU,0.7177,200.1500,-1.53,5.32,NAv,,
FSF0006AU,1.1640,111.9800,-3.18,3.86,-0.97,,
AUG0001AU,1.0226,232.4800,0.15,2.76,-1.59,,
Multisector Growth,,
RIM0020AU,0.8120,175.3500,-1.10,7.53,-1.14,,
BTA0077AU,0.8565,177.6400,-1.66,6.96,-2.99,,
NML0588AU,0.8012,591.3300,-0.60,6.95,-2.49,,
CRS0002AU,1.3948,129.0700,1.54,6.89,-0.52,,
MLC0023AU,1.1063,557.3200,-0.53,6.32,-1.94,,
SLT0001AU,1.0783,187.4400,-0.48,6.18,1,,
PWA0822AU,1.5556,881.8300,1.74,6.06,-0.33,,
ETL0103AU,1.1743,308.4900,-1.49,6.05,-0.67,,
FSF0225AU,0.8535,144.7900,-2.98,6.01,-3.69,,
WFS0033AU,1.0387,295.8600,0.87,6.00,-1.14,,
AMP0690AU,0.8745,110.8800,-1.03,5.97,-3.17,,
ZUR0059AU,1.1642,109.6500,0.24,5.78,-0.92,,
SBC0815AU,0.9899,636.2000,-0.57,5.60,-1.52,,
MMF0106AU,1.3204,230.4700,-1.95,5.32,-4.95,,
IOF0093AU,0.8280,"1,846.9800",-2.35,5.21,NAv,,
AMP0013AU,0.9448,136.6300,-2.10,5.06,-3.57,,
FSF0022AU,1.4480,246.5300,-1.82,4.89,-2.79,,
COM0018AU,1.3429,127.5100,-0.60,4.73,-2.31,,
COM0013AU,1.3352,198.1200,0.23,3.37,-1.99,,
Multisector Aggressive,,
SLT0002AU,1.1553,178.4100,-4.55,7.00,-0.77,,
NML0589AU,0.7666,430.2000,-2.51,6.64,-4.29,,
NML0590AU,0.7320,156.0700,-4.39,5.88,-5.77,,
MLC0024AU,0.9298,164.1900,-2.28,5.87,-3.79,,
BTA0044AU,1.4250,145.1900,-3.00,4.40,-4.29,,
IOF0097AU,0.7648,390.2800,-5.18,4.38,NAv,,
Australian Cash,,
