Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 20/7/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/6/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/6/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-07-22T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
CRS0008AU,1.0178,134.0200,18.03,12.45,8.51,,
Equity Greater China,,
MAQ0441AU,1.2583,229.4400,-22.59,-3.12,-2.09,,
Multisector Conservative,,
COM0020AU,1.0747,130.7800,3.22,6.28,5.08,,
Multisector Moderate,,
WFS0032AU,0.9910,246.1300,8.56,8.02,2.79,,
SBC0814AU,1.0187,124.1600,6.26,7.67,3.23,,
IOF0095AU,0.9655,"1,062.6000",4.19,7.59,NAv,,
MLC0021AU,1.0041,179.1300,5.42,6.75,1.76,,
FSF0223AU,0.9407,199.6400,3.58,6.63,2.38,,
Multisector Balanced,,
MAL0018AU,1.0049,588.4900,1.25,10.75,3.83,,
RIM0019AU,0.8628,146.1700,1.39,7.96,1.19,,
NML0587AU,0.8515,207.4000,2.17,7.64,-0.07,,
FSF0224AU,0.8821,268.0700,0.07,6.69,-1.04,,
MLC0393AU,0.8407,163.2200,1.52,6.27,0.07,,
GIO0002AU,0.5850,137.9900,2.51,6.15,1.34,,
GIO0003AU,0.8045,121.5800,1.39,6.12,0.65,,
IOF0090AU,0.7130,200.1500,0.24,5.95,NAv,,
BTA0043AU,1.3451,106.3300,2.32,5.87,-1.52,,
FSF0006AU,1.1609,113.6900,-3.18,3.86,-0.97,,
AUG0001AU,1.0189,232.4800,2.07,3.41,-1.21,,
Multisector Growth,,
RIM0024AU,0.7696,102.7400,-0.76,7.89,-0.78,,
BTA0077AU,0.8507,176.7600,0.01,7.56,-2.66,,
RIM0020AU,0.8142,175.3500,-1.10,7.53,-1.14,,
NML0588AU,0.7944,591.3300,-0.60,6.95,-2.49,,
WFS0033AU,1.0269,289.6100,3.49,6.91,-0.63,,
CRS0002AU,1.3771,129.0700,1.54,6.89,-0.52,,
MLC0023AU,1.0973,557.3200,-0.53,6.32,-1.94,,
SLT0001AU,1.1001,187.4400,-0.48,6.18,1,,
PWA0822AU,1.5295,881.8300,1.74,6.06,-0.33,,
ETL0103AU,1.1738,305.3100,-1.49,6.05,-0.67,,
FSF0225AU,0.8449,145.6500,-2.98,6.01,-3.69,,
AMP0690AU,0.8689,112.2700,-1.03,5.97,-3.17,,
ZUR0059AU,1.1535,109.6500,0.24,5.78,-0.92,,
FPS0003AU,0.9195,126.2000,-1.96,5.73,-2.06,,
SBC0815AU,0.9825,636.2000,-0.57,5.60,-1.52,,
MMF0106AU,1.2958,232.1600,-1.95,5.32,-4.95,,
IOF0093AU,0.8351,"1,846.9800",-2.38,5.21,NAv,,
AMP0013AU,0.9315,138.5300,-2.10,5.06,-3.57,,
FSF0022AU,1.4438,248.4200,-1.82,4.89,-2.79,,
COM0018AU,1.3171,127.5100,-0.60,4.73,-2.31,,
COM0013AU,1.3144,198.1200,0.23,3.37,-1.99,,
Multisector Aggressive,,
SLT0002AU,1.1812,178.4100,-4.55,7.00,-0.77,,
NML0589AU,0.7592,430.2000,-2.51,6.64,-4.29,,
NML0590AU,0.7243,156.0700,-4.39,5.88,-5.77,,
MLC0024AU,0.9211,164.1900,-2.28,5.87,-3.79,,
BTA0044AU,1.4118,145.2000,-1.00,5.12,-3.89,,
