Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 6/9/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2013,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2013,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-09-07T16:45:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Australia Derivative Income,,
ZUR0538AU,0.7417,617.7500,16.99,7.52,6.24,,
HBC0011AU,1.1162,243.1300,22.63,6.57,4.66,,
Equity Greater China,,
MAQ0441AU,1.6271,227.3700,31.50,0.40,7.43,,
Multisector Moderate,,
SBC0814AU,1.1198,133.7800,13.17,8.94,7.42,,
IPA0046AU,0.9260,370.3200,11.37,7.93,5.97,,
NMM0111AU,0.9429,161.9200,10.24,7.64,6.22,,
IOF0095AU,1.0018,"1,114.3700",10.86,7.58,6.85,,
IPA0117AU,0.8955,202.7600,11.01,7.54,5.43,,
MIN0009AU,0.9479,131.1000,8.10,6.71,5.2,,
MLC0021AU,1.0600,173.1700,8.27,6.60,4.92,,
WFS0032AU,1.0378,234.2400,8.38,6.37,5.29,,
FSF0223AU,0.9988,184.0900,8.71,6.19,4.98,,
Multisector Balanced,,
MAL0018AU,1.1737,749.0800,16.49,10.81,7.19,,
NMM0107AU,1.0044,166.1900,16.82,9.66,6.66,,
IPA0074AU,1.0901,539.4500,15.70,9.41,NAv,,
IPA0054AU,0.8953,297.5000,17.85,9.25,4.57,,
NMM0112AU,0.9051,477.3800,14.98,8.84,6.12,,
NML0587AU,0.9609,220.3000,15.68,8.55,5.57,,
MIN0014AU,0.9398,291.9700,13.49,7.84,5.05,,
IOF0090AU,0.8207,340.5600,18.32,7.66,4.07,,
FSF0224AU,1.0019,266.3000,15.44,7.49,4.58,,
MLC0393AU,0.9439,168.4200,13.95,7.21,4.46,,
AUG0001AU,1.1688,267.2600,17.98,7.05,3.61,,
GIO0002AU,0.5782,125.5200,10.97,6.97,5.05,,
NAv,1.3826,238.8000,15.35,6.68,4.75,,
Multisector Growth,,
NMM0108AU,0.9584,495.4500,22.15,10.51,6.24,,
IPA0047AU,0.8790,"1,470.9000",21.78,10.01,5.38,,
NMM0113AU,0.7944,"1,203.6500",20.43,9.95,5.91,,
PWA0822AU,1.7049,931.7600,19.93,9.62,5.52,,
SBC0815AU,1.1835,729.5000,24.06,9.60,6.4,,
IPA0118AU,0.8187,560.4300,20.72,9.48,5.07,,
NML0588AU,0.9451,645.9500,20.91,9.38,5.12,,
ETL0103AU,1.4100,396.6900,20.22,9.23,6.2,,
RIM0020AU,0.9663,140.9400,20.88,9.06,6.21,,
IPA0012AU,0.9840,172.9900,20.67,9.02,4.44,,
IOF0093AU,0.9890,"2,101.9600",22.10,8.76,5.17,,
FPS0003AU,1.0618,127.4400,20.48,8.39,5.14,,
COM0018AU,1.5781,136.0500,20.63,8.27,4.81,,
MLC0023AU,1.2916,575.6800,18.63,8.20,4.31,,
AMP0013AU,1.1133,146.3000,20.08,8.10,3.73,,
FSF0225AU,1.0058,152.3800,19.81,7.90,3.78,,
WFS0033AU,1.1672,305.1300,16.14,7.89,5.25,,
NAv,1.5883,271.0400,21.11,7.66,4.53,,
BTA0077AU,0.9796,180.2600,16.00,7.64,3.82,,
FSF0022AU,1.7031,264.1400,19.93,7.49,4.91,,
MMF0106AU,1.5531,212.2000,16.11,6.65,2.89,,
