Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 11/1/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/12/2011,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/12/2011,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-01-15T16:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Conservative,,
C'wealth - Income Fund,NAv,1.0560,3.77,7.05,****,,
Multisector Moderate,,
AMP FLI-AMP Conservative,0.8513,0.8492,1.21,5.09,*,,
ANZ OA IP-OnePath Income Plus NEF,0.4897,0.4888,-26.52,-7.06,NAv,,
AXA Generations - Defensive,0.8585,0.8560,1.67,5.95,**,,
BT Investor Choice Moderate Growth,0.9943,0.9920,2.54,5.29,**,,
BT Multi-manager Conserv Fund (Retail),0.8481,0.8464,1.58,6.75,***,,
CFS FC Inv - FirstChoice Conservative,0.9229,0.9202,2.03,6.34,***,,
CFS MIF-Conservative,1.0662,1.0640,-0.21,5.13,***,,
Fiducian Capital Stable Fund,0.9240,0.9217,2.71,5.37,***,,
ipac Classic Portfolio 1,0.8049,0.8025,1.95,7.31,***,,
ipac Pathways 30,0.8300,0.8275,2.11,7.80,****,,
MLC MKey InvSer/UT Horizon 2 - Income,0.9744,0.9734,2.78,5.75,**,,
SUMMIT Select - Passive Defensive Units,0.8634,0.8607,3.99,5.97,****,,
UBS Defensive Investment Fund,0.9897,0.9867,3.08,6.35,****,,
Ventura Capital Stable Fund,0.9327,0.9292,2.70,8.66,****,,
Multisector Balanced,,
Access Pre Select Balanced,0.8700,0.8680,-0.75,5.57,***,,
AMP FLI-AMP Monthly Income Fund No 2,0.5886,0.5851,0.38,6.51,*****,,
AMP FLI-AMP Monthly Income Fund No 3,0.7972,0.7924,-0.95,6.73,****,,
AMP FLI-FD Moderately Conservative,0.8774,0.8746,-1.07,6.23,**,,
Australian Ethical Balanced Trust,1.0064,1.0043,-4.07,2.25,**,,
AXA Generations - Moderately Defensive,0.8212,0.8179,-0.95,6.01,***,,
AXA's Income Generator,0.9577,0.9539,1.82,NAv,NAv,,
BlackRock Global Allocation (Aus) D,0.9755,0.9696,-0.85,11.07,*****,,
BT Class Inv Balanced Returns,1.3450,1.3416,-1.99,4.46,*,,
CFS FC Inv - FirstChoice Moderate,0.8611,0.8585,-2.49,6.49,**,,
CFS MIF-Balanced,1.1497,1.1463,-3.74,3.84,**,,
IOOF Multi Series Balanced Trust,0.6947,0.6929,-4.25,4.47,**,,
ipac Classic Value Portfolio,0.7370,0.7336,-1.59,6.90,**,,
MLC MKey InvSer/UT Horizon 3-Conserv Gr,0.8225,0.8217,-1.01,6.34,***,,
Netwealth Global Specialist Divers 50,0.7425,0.7392,-0.80,7.55,***,,
Select Defensive Portfolio,1.1013,1.0958,-2.16,6.85,*****,,
Select Dynamic Allocation Portfolio,0.9805,0.9785,-4.37,NAv,NAv,,
SUMMIT Select - Active Mod Defensive,0.8562,0.8528,0.09,7.10,****,,
SUMMIT Select - Passive Mod Defensive,0.7873,0.7845,1.16,6.16,****,,
Summit Select Income Generator,0.9577,0.9539,1.82,NAv,NAv,,
Ventura Diversified 50 Fund,0.8511,0.8473,-0.85,7.95,***,,
Multisector Growth,,
Aberdeen Capital Growth Fund,1.3344,1.3288,-2.97,6.16,****,,
Access Pre Select Growth,0.8220,0.8195,-4.11,5.58,***,,
AMP FLI-AMP Balanced Growth,0.9010,0.8970,-6.03,4.79,**,,
AMP FLI-FD Balanced,0.8459,0.8424,-4.20,6.06,***,,
ANZ OA Inv Pfolio-ING Tax Efective Inc N,0.8084,0.8055,-5.89,4.30,*,,
AXA Generations - Balanced,0.7661,0.7624,-4.20,5.58,**,,
BlackRock WS Balanced Fund,1.5416,1.5362,-2.67,4.23,****,,
BT Class Invmt - Active Bal Fund - NEF,1.2640,1.2600,-3.09,4.46,**,,
BT Class Invmt - Tax Effect Inc Fd NEF,NAv,0.8620,-1.41,4.47,****,,
BT Inv Choice - Wpac Balanced Grwth,1.0216,1.0181,-1.89,4.69,***,,
BT Investor Choice Dynamic Growth,0.9408,0.9371,-4.79,3.92,**,,
BT Multi-manager Balanced Fund (Retail),0.8346,0.8312,-4.16,6.76,***,,
C'wealth - Balanced Fund,NAv,1.3038,-2.20,3.39,***,,
C'wealth - Growth Fund,NAv,1.2929,-4.00,4.00,****,,
CFS FC Inv - FirstChoice Growth,0.8266,0.8233,-6.10,5.94,**,,
CFS MIF-Diversified,1.4051,1.3995,-4.39,4.48,**,,
EQT Growth Fund,1.1427,1.1382,-5.64,6.65,*****,,
Fiducian Balanced Fund,0.8991,0.8946,-4.83,5.17,***,,
Fiducian Growth Fund,0.9170,0.9120,-6.87,4.98,**,,
ipac Classic Portfolio 2,0.6618,0.6584,-4.00,6.27,***,,
ipac Pathways 70,0.7091,0.7055,-3.61,6.43,***,,
ipac Strtgc Inv Srv - Inflation Plus 4,0.7938,0.7898,-4.52,5.44,**,,
Macquarie Flexible Inv-Balanced,1.0260,1.0216,-2.71,8.07,*****,,
MLC MKey InvSer/UT Horizon 4 - Balanced,1.0732,1.0710,-3.91,6.50,***,,
National Invmt Tr - Balanced NEF,1.2009,1.1985,-4.60,5.71,**,,
OnePath OA IP-ING Tax Effective Inc EF/S,1.2717,1.2717,-5.13,5.13,***,,
OnePath OA IP-ING Tax Effective Inc NE,1.2717,1.2717,-5.87,4.26,**,,
Profile Accumulation Portfolio,0.9229,0.9183,NAv,NAv,NAv,,
Russell Foundation IV Portfolio,0.7680,0.7640,-3.60,8.07,****,,
Russell Foundation IV Portfolio Class B,0.7383,0.7345,-4.88,6.59,***,,
SUMMIT Select - Active Balanced,0.7741,0.7704,-3.20,6.69,***,,
SUMMIT Select - Passive Balanced Units,0.6545,0.6520,-2.10,6.24,****,,
UBS Balanced Investment Fund,0.9580,0.9541,-4.61,4.57,***,,
Vanguard LifeStrategy Growth Fund,1.0941,1.0898,-3.15,5.43,****,,
Ventura Growth 70 Fund,0.8097,0.8055,-3.62,7.78,***,,
Zurich Investments Managed Growth Fund,1.1229,1.1197,-3.85,5.02,***,,
Multisector Aggressive,,
AMP FLI-AMP High Growth,1.0720,1.0665,-8.88,3.57,*,,
AXA Generations - Growth,0.7350,0.7310,-6.47,5.37,***,,
AXA Generations - High Growth,0.7029,0.6987,-8.60,4.87,*,,
BT Future Goals Fund (Retail),1.4077,1.4033,-5.08,4.00,***,,
BT Multi-manager Growth Fund (Retail),0.8317,0.8275,-6.37,6.26,***,,
CFS MIF-High Growth,0.9311,0.9255,-10.08,3.67,*,,
ipac Classic Portfolio 3,0.6022,0.5988,-6.22,5.92,***,,
