Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 2/1/2013,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/11/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/11/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-01-06T20:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Bonds - Inflation-linked,,
Aberdeen Inflation Linked Bond,1.0263,1.0222,10.51,11.07,NAv,,
Commodities & Precious Metals,,
Baker Steel Gold,0.7520,0.7483,-24.70,-2.46,NAv,,
Equity Global Resources,,
CFS MIF-Global Resources,1.1396,1.1328,-14.61,-6.84,*,,
Equity Australia Derivative Income,,
Merlon WS Australian Share Income,1.0211,1.0171,10.88,1.98,***,,
Zurich Investments Equity Income,0.7122,0.7100,11.81,3.81,****,,
Equity Greater China,,
Premium China,1.4767,1.4693,6.60,-4.26,***,,
Multisector Conservative,,
CBA Income,NAv,1.1077,8.17,5.87,****,,
Multisector Moderate,,
AMP Gen-Defensive,0.9347,0.9320,10.01,6.12,***,,
BT Investor Choice Mod Gr,1.0326,1.0302,9.09,5.49,**,,
BT Multi-Manager Cons Retail,0.9072,0.9053,8.69,5.80,**,,
CFS FC Inv-FirstChoice Conservative,0.9776,0.9746,8.63,5.45,***,,
CFS MIF-Conservative,1.1225,1.1202,6.31,3.84,**,,
Fiducian Capital Stable,0.9436,0.9412,8.69,5.28,***,,
IOOF MultiMix Conservative Trust,0.9931,0.9905,10.12,6.72,****,,
ipac Classic Portfolio 1,0.8769,0.8743,10.07,6.31,***,,
ipac Pathways 30,0.9089,0.9061,10.83,6.66,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.0421,1.0410,9.94,5.79,**,,
Profile Preservation Portfolio,1.0473,1.0420,9.13,NAv,NAv,,
SUMMIT Select - Passive Defensive Units,0.9260,0.9231,9.42,6.42,****,,
UBS Defensive Investment,1.0824,1.0791,12.62,7.05,*****,,
Multisector Balanced,,
Access Pre Select Balanced,0.9599,0.9576,11.66,5.35,***,,
AMP FLI-AMP Monthly Income No 2,0.5844,0.5809,9.13,4.35,****,,
AMP FLI-AMP Monthly Income No 3,0.8287,0.8237,9.97,4.37,****,,
AMP Gen-Moderately Defensive,0.9140,0.9103,11.70,5.88,***,,
