Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 23/11/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/10/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/10/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-11-25T16:00:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Australia Derivative Income,,
ZUR0538AU,0.6819,538.1700,8.83,4.34,1.02,,
HBC0011AU,0.9741,197.0800,6.27,1.93,-3.01,,
Equity Greater China,,
MAQ0441AU,1.3584,220.9600,-1.42,-3.47,-4.13,,
Multisector Conservative,,
COM0020AU,1.1068,127.3900,6.89,6.10,5.35,,
Multisector Moderate,,
SBC0814AU,1.0500,124.1200,11.99,7.42,4.31,,
IOF0095AU,0.9722,"1,086.6000",9.05,6.96,NAv,,
IPA0046AU,0.8882,357.0300,9.99,6.93,2.99,,
IPA0117AU,0.8571,180.1500,9.28,6.59,2.6,,
MLC0021AU,1.0278,180.1600,9.60,5.96,2.21,,
WFS0032AU,1.0124,244.9700,9.15,5.84,2.39,,
FSF0223AU,0.9608,195.3100,7.72,5.68,2.65,,
Multisector Balanced,,
MAL0018AU,1.0423,621.5400,9.37,9.21,3.58,,
NMM0107AU,0.9258,155.9600,11.61,7.36,1.49,,
RIM0019AU,0.8914,143.3300,8.83,6.84,2.08,,
NMM0112AU,0.8387,316.7600,10.59,6.65,1.51,,
NML0587AU,0.8842,213.6200,10.50,6.28,0.46,,
IPA0054AU,0.8008,277.7000,10.21,6.26,-0.78,,
FSF0224AU,0.9145,263.3600,9.15,5.22,-0.43,,
MLC0393AU,0.8660,161.3800,7.59,5.08,0.54,,
GIO0003AU,0.8025,121.9300,8.54,4.66,0.69,,
GIO0002AU,0.5695,133.9600,8.11,4.59,1.17,,
IOF0090AU,0.7455,238.4400,9.43,4.40,-1.58,,
AUG0001AU,1.0558,240.2700,7.84,3.07,-0.88,,
Multisector Growth,,
NMM0108AU,0.8458,465.9800,12.13,6.59,-0.83,,
NMM0113AU,0.7036,840.3200,11.32,6.14,-0.62,,
RIM0020AU,0.8526,174.0500,8.59,6.06,-0.13,,
IPA0047AU,0.7725,"1,364.4100",11.50,6.05,-1.37,,
IPA0118AU,0.7227,548.7100,11.24,5.75,-1.2,,
