Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 19/10/2012,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/9/2012,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/9/2012,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-10-21T20:00:23+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Equity Greater China,,
MAQ0441AU,1.3572,222.4300,4.54,-2.68,-4.06,,
Multisector Conservative,,
COM0020AU,1.1009,128.8400,7.31,5.82,5.36,,
Multisector Moderate,,
SBC0814AU,1.0571,123.7100,12.42,6.59,3.97,,
IOF0095AU,0.9738,"1,079.5200",9.82,6.42,NAv,,
IPA0046AU,0.8947,355.8800,11.25,6.40,2.9,,
IPA0117AU,0.8638,177.1400,10.62,6.10,2.52,,
MLC0021AU,1.0326,180.0400,10.41,5.23,2.09,,
FSF0223AU,0.9674,195.2400,8.83,5.20,2.63,,
WFS0032AU,1.0220,244.9700,10.38,5.19,2.29,,
Multisector Balanced,,
MAL0018AU,1.0534,620.6700,16.69,8.86,4.1,,
NMM0107AU,0.9380,155.3500,13.62,6.40,1.36,,
RIM0019AU,0.8997,143.3400,11.65,6.16,1.97,,
NMM0112AU,0.8500,298.3500,12.24,5.67,1.45,,
IPA0054AU,0.8125,277.5500,12.02,5.39,-0.85,,
NML0587AU,0.8968,211.8700,12.49,5.31,0.36,,
MLC0393AU,0.8804,162.7800,10.09,4.53,0.57,,
FSF0224AU,0.9292,262.8100,11.51,4.29,-0.48,,
GIO0002AU,0.5819,134.6700,9.65,3.87,1.34,,
GIO0003AU,0.8194,121.8100,10.56,3.74,0.79,,
IOF0090AU,0.7563,229.3000,11.30,3.09,-1.64,,
AUG0001AU,1.0696,238.1300,9.59,2.10,-0.94,,
FSF0006AU,1.2191,111.9700,8.16,2.07,-0.5,,
Multisector Growth,,
NMM0108AU,0.8620,465.8600,15.07,5.38,-0.95,,
RIM0020AU,0.8637,173.8800,12.78,5.20,-0.18,,
SLT0001AU,1.1328,168.8200,4.95,5.15,1.72,,
IPA0047AU,0.7878,"1,355.5900",14.34,4.89,-1.49,,
NMM0113AU,0.7179,806.7600,13.87,4.87,-0.68,,
CRS0002AU,1.4497,131.2100,14.00,4.66,-0.17,,
