Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4771.9 at 16:36 22/1/2010  Report at 20:00 Friday 22/1/2010. Processed 20:32 Friday 22/1/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,139.949,41.70,-195,44.49,26.64,113.63,f,2.72,3.89,45.3,130.15,32.0,-13.5,2.79,8.84,41.6,20.0
2,2,CBA,C'wlth Bank  of Aust ,85.534,55.75,-235,58.65,24.61,228,f,4.09,5.84,-14.3,328.5,17.0,-15.0,2.72,13.65,120.4,9.8
3,3,WBC,Westpac Banking,75.476,25.38,-12,27.57,14.67,116,f,4.57,6.53,-18.3,125.3,20.3,-37.4,2.06,7.89,71.3,6.3
4,5,ANZ,ANZ Banking Grp,57.371,22.65,22,25.25,11.83,102,f,4.50,6.43,-25.0,170.4,13.3,12.6,1.77,10.72,80.0,-2.4
5,4,NAB,National Aust Bank,56.633,26.72,-58,32.37,15.85,146,f,5.46,7.81,-24.7,262.7,10.2,-53.0,1.50,12.66,49.5,-7.5
6,6,RIO,Rio Tinto Ltd,44.262,72.94,-568,80.14,30.657,101.48,,1.39,1.99,7.8,46.14,158.1,74.3,1.37,-,124.1,8.4
7,7,TLS,Telstra Corp,41.933,3.37,4,3.84,2.93,28,f,8.31,11.87,-,32.9,10.2,10.5,3.31,0.32,-3.2,-0.6
8,8,NWS,News Corp b voting,39.402,16.78,-42,18.41,8.93,5.14,,0.31,0.38,23.1,74.58,22.5,38.4,0.45,-0.04,41.2,-18.3
9,11,WOW,Woolworths Ltd,34.10,27.50,-44,30.57,24.36,104,f,3.78,5.40,13.0,150.71,18.2,12.1,4.83,1.54,3.1,8.4
10,9,WES,Wesfarmers Ltd,34.003,29.37,-168,32.16,14.81,110,f,3.75,5.35,-42.1,160,18.4,-,1.22,3.14,98.9,-0.6
11,10,WPL,Woodside Pet,33.215,44.37,-328,53.869,31.189,110,f,2.48,3.54,29.8,240,18.5,77.9,4.79,11.33,29.8,9.2
12,12,WDC,Westfield Grp stpld,28.87,12.51,-9,14.33,8.68,100.25,,8.01,8.01,-,-211.56,-,25.8,1.16,11.02,13.2,-12.0
13,13,QBE,QBE Insurance Grp,23.658,23.08,-96,25.70,15.01,127,p,5.50,5.97,3.3,213.9,10.8,-5.3,2.10,5.17,2.1,-4.6
14,14,CSL,CSL Ltd,18.182,31.14,-38,38.52,28.43,70,,2.25,2.25,52.2,192.51,16.2,34.5,3.32,7.49,-15.2,12.4
15,16,MQG,Macq Grp Ltd,17.274,51.60,99,58.80,15.00,126,,2.44,2.64,-46.4,243.2,21.2,-52.8,1.81,23.72,104.7,-9.3
16,15,NCM,Newcrest Min,16.098,33.31,-286,39.75,27.64,15,,0.45,0.45,50.0,53,62.8,-9.5,3.69,8.95,8.0,20.4
17,17,FMG,Fortescue Metals Grp,14.924,4.81,-57,5.57,1.655,-,,-,-,-,21.9,22.0,-,14.24,0.35,171.8,46.3
18,18,ORG,Origin Energy,14.604,16.63,-68,17.94,12.34,50,f,3.01,4.29,100.0,791,2.1,-20.8,1.31,8.31,22.8,26.2
19,19,AXA,AXA Asia Pacific,13.601,6.58,-9,6.72,2.52,18.5,p,2.81,3.23,-16.9,-7.39,-,-,4.16,0.96,46.0,0.8
20,20,AMP,AMP Ltd,13.419,6.55,4,6.97,3.52,30,p,4.58,5.93,-13.0,29.6,22.1,-48.3,6.34,0.67,31.3,-8.6
21,23,SUN,Suncorp-Metway,11.502,9.05,29,9.59,4.36,40,f,4.42,6.31,-60.4,31.62,28.6,-44.8,0.87,5.11,36.2,-18.4
22,21,LEI,Leighton Hldgs,11.438,38.28,-180,41.70,16.40,115,f,3.00,4.29,-19.9,149.5,25.6,-3.5,4.89,7.43,139.1,24.9
23,22,STO,Santos Ltd,11.266,13.55,-21,16.582,12.529,42,f,3.10,4.43,5.0,236.7,5.7,30.9,2.52,-,4.9,19.9
24,24,FGL,Foster's Grp,10.328,5.35,-14,5.89,4.80,27.25,f,5.09,7.27,3.8,22.8,23.5,1.8,2.75,0.46,2.7,-3.4
25,25,BXB,Brambles Ltd,9.49,6.72,-17,8.37,4.08,30,p,4.46,4.74,-13.0,40.18,16.7,6.4,5.39,0.58,4.0,-18.8
26,26,SGP,Stockland stpld,9.222,3.87,-2,4.19,1.955,34,,8.79,8.82,-22.6,-104.1,-,-16.2,1.05,3.61,18.5,-16.4
27,27,ORI,Orica Ltd,9.041,25.04,-11,26.77,10.75,97,p,3.87,4.45,3.2,145.2,17.2,0.7,2.28,1.71,92.6,6.1
28,28,CCL,Coca-Cola Amatil,8.164,10.91,-38,11.72,8.02,40.5,f,3.71,5.30,9.9,54.8,19.9,12.9,5.95,1.14,24.4,16.3
29,29,IAG,Insurance Aust Grp,8.15,3.92,-1,4.21,2.94,10,f,2.55,3.64,-55.6,9.32,42.1,20.1,1.69,1.16,3.1,-11.3
30,32,AMC,Amcor Ltd,7.362,6.03,-27,6.35,3.50,34,,5.64,5.64,-,25.3,23.8,0.2,2.39,1.61,27.8,1.4
31,30,OSH,Oil Search Ltd,7.265,5.59,-44,6.93,4.23,7.85,,1.40,1.40,7.3,19.77,28.3,113.4,3.16,-,30.7,18.9
32,31,LGL,Lihir Gold Ltd,7.248,3.06,-23,3.77,2.41,1.62,,0.53,0.53,-,-9.97,-,54.7,1.72,1.29,-1.8,-0.2
33,34,TCL,Transurban stpld,7.134,5.53,-1,5.64,3.51,23,,4.16,4.16,-61.4,-1.9,-,-85.2,1.86,2.79,13.0,-4.2
34,33,CNA,Coal & Allied Ind  ,7.091,81.90,-640,108.50,67.50,710,f,8.67,12.38,2740.0,1076.6,7.6,632.1,4.77,15.40,11.7,6.7
