Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4651.1 at 16:35 26/2/2010  Report at 22:00 Friday 26/2/2010. Processed 17:35 Sunday 28/2/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,137.935,41.10,10,44.49,26.64,97.87,f,2.38,3.40,45.3,185.29,22.2,-13.5,2.75,8.76,44.4,17.4
2,2,CBA,C'wlth Bank  of Aust ,82.728,53.92,111,58.65,26.43,235,f,4.36,6.23,-14.3,330.4,16.3,-15.0,2.63,-,89.6,8.6
3,3,WBC,Westpac Banking,77.774,26.13,67,27.57,15.47,116,f,4.44,6.34,-18.3,125.3,20.9,-37.4,2.13,7.89,63.3,6.8
4,4,ANZ,ANZ Banking Grp,58.615,23.14,118,25.25,12.31,102,f,4.41,6.30,-25.0,170.4,13.6,12.6,1.81,10.72,83.4,-1.9
5,5,NAB,National Aust Bank,53.92,25.44,19,32.37,15.85,146,f,5.74,8.20,-24.7,262.7,9.7,-53.0,1.43,12.66,50.7,-8.9
6,6,RIO,Rio Tinto Ltd,42.782,70.50,-50,80.14,32.873,51.56,f,0.73,1.04,-62.3,307.95,22.9,-56.1,0.84,13.56,90.5,7.9
7,7,NWS,News Corp b voting,41.445,17.60,5,18.41,8.93,5.14,,0.29,0.37,23.1,74.58,23.6,38.4,0.48,0.45,77.0,-15.6
8,8,TLS,Telstra Corp,36.956,2.97,-19,3.71,2.93,28,f,9.43,13.47,-,32.4,9.2,10.5,2.91,0.36,-4.6,-4.4
9,9,WES,Wesfarmers Ltd,36.032,31.13,-7,32.50,16.45,115,f,3.69,5.28,-42.1,129.9,24.0,-,1.29,3.47,84.3,2.7
10,10,WPL,Woodside Pet,33.709,43.37,-24,53.869,32.766,110,f,2.54,3.62,-17.8,259,16.7,-36.1,3.25,-,23.5,7.7
11,11,WOW,Woolworths Ltd,33.282,26.84,102,30.57,24.36,104,f,3.87,5.54,13.0,150.71,17.8,12.1,4.72,1.54,6.7,2.8
12,12,WDC,Westfield Grp stpld,27.739,12.02,46,14.33,8.68,94,,7.82,7.82,-11.7,-20.41,-,-19.4,1.14,10.47,21.6,-12.0
13,13,QBE,QBE Insurance Grp,21.936,21.40,-195,25.70,15.01,127,p,5.93,6.44,1.6,213.9,10.0,-6.2,2.13,5.17,19.2,-8.1
14,14,CSL,CSL Ltd,20.042,34.39,32,36.00,28.43,75,,2.18,2.18,52.2,213.41,16.1,34.5,3.67,6.11,-4.2,11.9
15,15,MQG,Macq Grp Ltd,15.154,45.26,-99,58.80,15.00,126,,2.78,3.01,-46.4,243.2,18.6,-52.8,1.59,23.72,174.8,-12.5
16,16,NCM,Newcrest Min,15.148,31.34,-46,39.75,27.64,20,,0.64,0.64,50.0,55.4,56.6,-9.5,3.48,9.20,1.7,15.0
17,18,ORG,Origin Energy,14.763,16.81,42,17.94,12.88,50,f,2.97,4.25,100.0,72.3,23.3,-20.8,1.33,8.48,27.7,27.6
18,17,FMG,Fortescue Metals Grp,14.434,4.65,-24,5.57,2.18,-,,-,-,-,-16.13,-,-,13.77,-,75.5,39.8
19,19,AXA,AXA Asia Pacific,13.333,6.45,7,6.72,2.52,18.5,p,2.87,3.21,-,34.89,18.5,-,2.98,1.12,119.8,-0.9
20,20,AMP,AMP Ltd,12.169,5.94,-36,6.97,3.52,30,p,5.05,6.13,-25.0,37.1,16.0,25.5,4.62,0.80,33.4,-10.3
21,22,LEI,Leighton Hldgs,11.274,37.70,-19,41.70,17.69,120,f,3.18,4.55,-19.9,208.2,18.1,-3.5,4.82,7.52,107.3,10.7
