Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4507.4 at 16:37 7/5/2010  Report at 22:00 Friday 7/5/2010. Processed 14:47 Sunday 9/5/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,125.853,37.50,-325,44.93,31.33,95.15,f,2.54,3.62,45.3,185.29,20.2,-13.5,2.51,8.76,10.8,8.7
2,2,CBA,C'wlth Bank  of Aust ,82.083,53.00,-551,60.00,33.95,235,f,4.43,6.33,-14.3,330.4,16.0,-15.0,2.61,-,58.0,4.4
3,3,WBC,Westpac Banking,71.954,24.17,-303,28.43,18.27,125,f,5.17,7.39,-18.3,138.5,17.5,-37.4,1.97,8.42,34.8,3.3
4,4,ANZ,ANZ Banking Grp,55.484,21.90,-230,26.23,14.90,108,f,4.93,7.04,-25.0,144.8,15.1,12.6,1.71,9.99,44.6,-3.1
5,5,NAB,National Aust Bank,52.136,24.58,-342,32.37,20.94,147,f,5.98,8.54,-24.7,199.3,12.3,-53.0,1.38,12.41,18.2,-11.5
6,6,NWS,News Corp b voting,44.227,18.61,-83,20.18,12.01,5.14,,0.28,0.35,23.1,74.58,25.0,38.4,0.50,0.45,32.4,-13.1
7,7,RIO,Rio Tinto Ltd,39.432,64.98,-712,81.25,45.043,51.56,f,0.79,1.13,-62.3,307.95,21.1,-56.1,0.77,13.56,28.6,-3.2
8,8,TLS,Telstra Corp,37.329,3.00,-18,3.71,2.88,28,f,9.33,13.33,-,32.4,9.3,10.5,2.94,0.36,5.3,-8.2
9,9,WPL,Woodside Pet,33.608,43.08,-232,53.869,38.795,110,f,2.55,3.65,-17.8,259,16.6,-36.1,3.24,-,2.5,2.8
10,11,WOW,Woolworths Ltd,33.406,26.94,-16,30.57,25.19,109,f,4.05,5.78,13.0,158.91,17.0,12.1,4.73,1.99,10.4,2.8
11,10,WES,Wesfarmers Ltd,32.36,27.95,-134,33.21,20.10,115,f,4.11,5.88,-42.1,129.9,21.5,-,1.16,3.47,36.6,-2.3
