Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, August 2, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5098.7 at 2013-08-02T16:49:35. Report at Friday, August 2, 2013. Processed Saturday at 2013-08-03T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,118.993,73.82,+17,74.90,53.75,361.00,f,4.89,6.99,4.4,446.70,16.5,-1.2,2.862,-,38.1,19.4,,
2,2,BHP,BHP Billiton,114.818,35.75,+115,39.34,30.43,110.65,f,3.10,4.42,14.1,176.90,20.2,-13.6,1.744,11.33,16.3,1.6,,
3,3,WBC,Westpac Banking,97.643,31.46,+94,34.686,23.305,170.00,f,5.40,7.72,6.4,205.00,15.3,4.5,2.113,10.71,35.6,21.4,,
4,4,ANZ,ANZ Banking Grp,82.085,29.92,-2,32.09,23.42,152.00,f,5.08,7.26,3.6,211.20,14.2,4.0,1.991,12.56,27.8,16.9,,
5,5,NAB,National Aust Bank,73.214,31.17,+17,34.37,22.97,183.00,f,5.87,8.39,4.7,192.30,16.2,-2.9,1.671,14.03,32.3,18.3,,
6,6,TLS,Telstra Corp,62.962,5.06,+14,5.15,3.69,28.00,f,5.53,7.91,-,28.60,17.7,20.8,5.386,.34,35.4,31.1,,
7,7,WES,Wesfarmers,47.594,41.07,+73,44.25,32.24,172.00,f,4.19,5.98,10.0,193.60,21.2,10.6,1.613,4.63,21.2,13.0,,
8,8,WOW,Woolworths,41.970,33.57,-10,36.84,28.333,129.00,f,3.84,5.49,3.3,162.88,20.6,25.6,4.969,2.17,18.1,11.3,,
9,9,CSL,CSL,32.962,67.67,+178,67.80,39.25,95.66,,1.41,1.41,3.8,217.08,31.2,8.8,9.615,5.08,55.1,30.0,,
10,10,WPL,Woodside Petroleum,31.927,38.75,+48,38.69,32.16,126.62,f,3.27,4.67,19.9,352.47,11.0,18.4,2.095,17.71,16.8,.5,,
11,12,RIO,Rio Tinto,25.845,59.31,+207,72.30,48.37,160.18,f,2.70,3.86,15.9,-155.72,-,-38.8,.463,19.53,22.4,-3.6,,
12,11,WDC,Westfield Grp,24.516,11.30,-27,12.55,9.53,49.50,,4.38,4.38,2.3,75.79,14.9,-2.2,1.555,6.90,16.5,9.8,,
13,13,QBE,QBE Insurance Grp,21.231,17.39,+104,17.39,10.02,50.00,f,2.88,3.27,-42.5,62.69,27.7,-1.7,1.931,4.30,34.4,6.5,,
14,14,SUN,Suncorp Grp,16.198,12.59,+13,12.99,8.342,45.00,f,3.57,5.11,14.3,71.16,17.7,26.3,1.147,6.32,40.0,19.6,,
15,16,MQG,Macquarie Grp,15.361,45.20,+219,47.37,24.92,200.00,p,4.42,4.90,42.9,270.57,16.7,21.6,1.286,29.92,77.1,12.3,,
16,15,BXB,Brambles,14.593,9.37,-6,9.60,6.09,26.50,p,2.83,3.19,.5,41.07,22.8,23.0,5.427,.55,42.4,21.5,,
17,18,STO,Santos,13.499,13.98,-5,14.33,10.365,30.00,f,2.15,3.07,-,54.40,25.7,-11.4,1.441,-,26.0,2.0,,
18,17,AMP,AMP,13.398,4.55,-7,5.79,3.97,25.00,p,5.49,6.91,-13.8,24.70,18.4,-2.7,1.779,1.13,7.5,2.6,,
