Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4643.0 at 16:36 14/5/2010  Report at 22:00 Friday 14/5/2010. Processed 13:03 Sunday 16/5/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,129.679,38.64,114,44.93,31.33,95.15,f,2.46,3.52,45.3,185.29,20.9,-13.5,2.59,8.76,14.2,9.8
2,2,CBA,C'wlth Bank  of Aust ,83.182,53.71,71,60.00,33.95,235,f,4.38,6.25,-14.3,330.4,16.3,-15.0,2.65,-,60.1,4.8
3,3,WBC,Westpac Banking,74.098,24.89,72,28.43,18.27,125,f,5.02,7.17,-18.3,138.5,18.0,-37.4,2.03,8.42,38.7,4.3
4,4,ANZ,ANZ Banking Grp,57.794,22.81,91,26.23,14.90,108,f,4.73,6.76,-25.0,144.8,15.8,12.6,1.78,9.99,50.4,-1.8
5,5,NAB,National Aust Bank,53.811,25.37,79,32.37,20.94,147,f,5.79,8.28,-24.7,199.3,12.7,-53.0,1.42,12.41,22.0,-10.6
6,6,NWS,News Corp b voting,44.602,18.85,24,20.18,12.01,5.14,,0.27,0.34,23.1,74.58,25.3,38.4,0.51,0.45,34.1,-12.7
7,7,RIO,Rio Tinto Ltd,41.265,68.00,302,81.25,46.40,51.56,f,0.76,1.08,-62.3,307.95,22.1,-56.1,0.81,13.56,34.6,-1.7
8,8,TLS,Telstra Corp,37.08,2.98,-2,3.71,2.88,28,f,9.40,13.42,-,32.4,9.2,10.5,2.92,0.36,4.7,-8.4
9,9,WPL,Woodside Pet,34.95,44.80,172,53.869,38.795,110,f,2.46,3.51,-17.8,259,17.3,-36.1,3.37,-,6.6,4.2
10,11,WES,Wesfarmers Ltd,34.517,29.83,188,33.21,20.10,115,f,3.86,5.51,-42.1,129.9,23.0,-,1.24,3.47,45.8,-0.1
11,10,WOW,Woolworths Ltd,33.913,27.29,35,30.57,25.19,109,f,3.99,5.71,13.0,158.91,17.2,12.1,4.81,1.99,11.8,3.2
12,12,WDC,Westfield Grp stp,28.824,12.49,5,14.33,9.46,94,,7.53,7.53,-11.7,-20.41,-,-19.4,1.19,10.47,22.9,-10.5
13,13,QBE,QBE Insurance Grp,22.057,21.31,80,25.70,18.56,128,p,6.01,6.52,1.6,196.5,10.8,-6.2,2.14,5.16,16.8,-7.1
14,14,CSL,CSL Ltd,19.137,33.28,9,37.56,28.43,75,,2.25,2.25,52.2,213.41,15.6,34.5,3.50,6.11,16.4,5.9
15,15,MQG,Macq Grp Ltd,16.21,47.05,152,58.80,30.05,186,,3.95,3.95,0.5,320.2,14.7,2.9,1.38,25.82,54.5,-14.3
16,16,NCM,Newcrest Min,16.129,33.36,187,39.75,28.47,20,,0.60,0.60,50.0,55.4,60.2,-9.5,3.70,9.20,1.8,18.5
17,17,ORG,Origin Energy,13.518,15.35,9,17.94,13.32,50,f,3.26,4.65,100.0,72.3,21.2,-20.8,1.21,8.48,7.0,24.3
