Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4913.5 at 16:37 23/4/2010  Report at 19:07 Friday 23/4/2010. Processed 20:05 Friday 23/4/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,140.855,41.97,-157,44.93,31.33,95.15,f,2.27,3.24,45.3,185.29,22.7,-13.5,2.91,8.76,34.0,16.8
2,2,CBA,C'wlth Bank  of Aust ,90.136,58.20,-163,60.00,33.95,235,f,4.04,5.77,-14.3,330.4,17.6,-15.0,2.95,-,78.5,10.4
3,3,WBC,Westpac Banking,81.265,27.30,-88,28.43,18.27,116,f,4.25,6.07,-18.3,125.3,21.8,-37.4,2.29,7.89,54.9,7.3
4,4,ANZ,ANZ Banking Grp,63.845,25.20,-49,26.23,14.90,102,f,4.05,5.78,-25.0,170.4,14.8,12.6,2.01,10.72,70.4,-
5,5,NAB,National Aust Bank,59.92,28.25,-12,32.37,20.33,146,f,5.17,7.38,-24.7,262.7,10.8,-53.0,1.59,12.66,45.6,-7.5
6,7,NWS,News Corp b voting,47.285,19.86,55,20.07,11.88,5.14,,0.26,0.32,23.1,74.58,26.6,38.4,0.52,0.45,52.6,-12.6
7,6,RIO,Rio Tinto Ltd,46.392,76.45,-322,81.25,45.043,51.56,f,0.67,0.96,-62.3,307.95,24.8,-56.1,0.94,13.56,57.9,8.6
8,8,TLS,Telstra Corp,39.693,3.19,6,3.71,2.88,28,f,8.78,12.54,-,32.4,9.8,10.5,3.07,0.36,2.6,-5.7
9,10,WPL,Woodside Pet,36.128,46.31,-41,53.869,36.752,110,f,2.38,3.39,-17.8,259,17.9,-36.1,3.51,-,25.6,8.8
10,9,WES,Wesfarmers Ltd,34.815,30.09,-230,33.21,20.10,115,f,3.82,5.46,-42.1,129.9,23.2,-,1.34,3.47,49.1,1.6
11,11,WOW,Woolworths Ltd,33.257,26.82,-46,30.57,25.19,109,f,4.06,5.81,13.0,158.91,16.9,12.1,4.79,1.99,6.0,2.2
12,12,WDC,Westfield Grp stp,28.824,12.49,-6,14.33,9.46,94,,7.53,7.53,-11.7,-20.41,-,-19.4,1.19,10.47,26.1,-9.7
13,13,QBE,QBE Insurance Grp,22.378,21.62,-48,25.70,18.56,128,p,5.92,6.43,1.6,196.5,11.0,-6.2,2.20,5.16,7.5,-5.6
14,14,CSL,CSL Ltd,19.557,33.94,-311,37.56,28.43,75,,2.21,2.21,52.2,213.41,15.9,34.5,3.93,6.11,10.0,10.5
15,15,MQG,Macq Grp Ltd,17.227,50.00,-159,58.80,30.05,126,,2.52,2.73,-46.4,243.2,20.6,-52.8,1.86,23.72,58.8,-11.5
16,16,NCM,Newcrest Min,16.535,34.20,-41,39.75,28.47,20,,0.58,0.58,50.0,55.4,61.7,-9.5,3.84,9.20,16.3,17.7
17,17,FMG,Fortescue Metals Grp,15.565,5.01,-33,5.57,2.30,-,,-,-,-,-16.13,-,-,15.82,-,126.3,33.5
18,18,ORG,Origin Energy,14.46,16.42,-8,17.94,13.32,50,f,3.05,4.35,100.0,72.3,22.7,-20.8,1.30,8.48,4.5,25.9
19,19,AMP,AMP Ltd,13.032,6.29,-17,6.97,4.55,30,p,4.77,5.79,-25.0,37.1,17.0,28.9,5.08,0.80,30.6,-9.6
20,20,AXA,AXA Asia Pacific,12.816,6.20,-17,6.72,3.51,18.5,p,2.98,3.34,-,34.89,17.8,-,2.94,1.12,69.3,-1.1
21,21,STO,Santos Ltd,11.514,13.83,-59,16.10,12.77,42,f,3.04,4.34,8.3,52.1,26.5,-67.0,1.72,-,-9.6,14.7
22,22,SUN,Suncorp-Metway,11.507,8.98,-18,9.59,5.62,35,f,3.90,5.57,-60.4,34.21,26.2,-44.8,0.89,5.43,62.0,-18.1
23,23,LEI,Leighton Hldgs,11.104,36.93,-60,41.70,19.28,120,f,3.25,4.64,-19.9,208.2,17.7,-3.5,4.83,7.52,83.9,6.6
24,25,BXB,Brambles Ltd,10.493,7.38,6,8.37,5.54,25,p,3.39,3.68,-13.0,34.45,21.4,6.4,5.91,0.66,27.7,-14.5
25,24,FGL,Foster's Grp,10.443,5.41,-5,5.89,4.85,27.25,f,5.04,7.19,3.8,19.8,27.3,1.8,2.81,0.52,8.8,-0.6
