Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 13:17 Sunday 25/10/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,134.914,40.20,100,40.28,20.00,113.63,f,2.83,4.04,45.3,130.15,30.9,-13.5,2.62,8.84,45.1,15.7
2,2,CBA,C'wlth Bank  of Aust ,86.285,56.24,96,56.24,24.03,228,f,4.05,5.79,-14.3,328.5,17.1,-15.0,2.70,13.65,45.9,11.2
3,3,WBC,Westpac Banking,80.291,27.30,34,27.40,14.40,128,f,4.69,6.70,8.4,172.3,15.8,6.2,4.01,7.92,42.4,10.1
4,4,NAB,National Aust Bank,64.775,30.91,-67,32.37,15.85,170,f,5.50,7.86,6.6,262.7,11.8,-2.8,2.02,12.66,42.5,-0.4
5,5,ANZ,ANZ Banking Grp,59.733,23.85,-71,25.25,11.83,120,,5.03,7.19,-,170.4,14.0,-27.8,2.32,10.72,52.8,0.3
6,6,RIO,Rio Tinto Ltd,40.961,67.50,258,68.301,23.59,101.48,,1.50,2.15,7.8,87.06,77.5,74.3,1.22,-,8.4,3.5
7,7,TLS,Telstra Corp,39.693,3.19,8,4.46,2.93,28,f,8.78,12.54,-,32.9,9.7,10.5,3.05,0.32,-17.8,-1.0
8,8,NWS,News Corp b voting,37.938,16.09,-2,16.64,8.93,5.14,,0.32,0.40,12.4,74.58,21.6,38.4,0.44,-0.04,9.6,-16.6
9,9,WPL,Woodside Pet,37.161,51.80,-92,54.32,26.81,110,f,2.12,3.03,29.8,240,21.6,77.9,5.46,11.33,29.2,15.1
10,10,WOW,Woolworths Ltd,36.318,29.31,-44,30.57,23.68,104,f,3.55,5.07,13.0,150.71,19.4,12.1,5.21,1.54,11.2,16.6
11,12,WES,Wesfarmers Ltd,32.713,28.26,221,28.54,14.244,110,f,3.89,5.56,-42.1,160,17.7,-,1.08,3.14,34.5,-1.3
12,11,WDC,Westfield Grp stpld,30.393,13.17,-14,17.00,8.68,100.25,,7.61,7.61,-,-211.56,-,25.8,1.23,11.02,-11.6,-4.6
13,13,QBE,QBE Insurance Grp,24.021,23.45,54,28.65,15.01,127,p,5.42,5.88,3.3,213.9,11.0,-5.3,2.09,5.17,-4.6,2.4
14,14,CSL,CSL Ltd,19.241,32.17,7,39.00,26.85,70,,2.18,2.18,52.2,192.51,16.7,34.5,3.51,7.49,-10.0,21.9
