Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4905.2 at 16:37 26/3/2010  Report at 22:00 Friday 26/3/2010. Processed 18:57 Sunday 28/3/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,145.251,43.28,8,44.49,31.25,95.15,f,2.20,3.14,45.3,185.29,23.4,-13.5,2.90,8.76,38.9,16.1
2,2,CBA,C'wlth Bank  of Aust ,88.023,57.37,116,58.65,33.95,235,f,4.10,5.85,-14.3,330.4,17.4,-15.0,2.80,-,73.1,10.7
3,3,WBC,Westpac Banking,83.283,27.98,55,28.00,18.27,116,f,4.15,5.92,-18.3,125.3,22.3,-37.4,2.28,7.89,54.7,8.0
4,4,ANZ,ANZ Banking Grp,64.472,25.45,34,25.72,14.90,102,f,4.01,5.73,-25.0,170.4,14.9,12.6,1.99,10.72,70.5,0.8
5,5,NAB,National Aust Bank,58.52,27.59,69,32.37,20.08,146,f,5.29,7.56,-24.7,262.7,10.5,-53.0,1.55,12.66,45.4,-6.5
6,6,RIO,Rio Tinto Ltd,47.527,78.32,213,80.14,41.178,51.56,f,0.66,0.94,-62.3,307.95,25.4,-56.1,0.93,13.56,76.8,9.9
7,7,NWS,News Corp b voting,44.112,18.79,53,18.86,10.87,5.14,,0.27,0.34,23.1,74.58,25.2,38.4,0.51,0.45,68.5,-14.2
8,8,TLS,Telstra Corp,38.076,3.06,-11,3.71,2.88,28,f,9.15,13.07,-,32.4,9.4,10.5,3.00,0.36,4.1,-6.3
9,9,WES,Wesfarmers Ltd,36.633,31.65,-15,33.21,18.25,115,f,3.63,5.19,-42.1,129.9,24.4,-,1.31,3.47,75.0,2.0
10,10,WPL,Woodside Pet,36.468,46.92,19,53.869,36.385,110,f,2.34,3.35,-17.8,259,18.1,-36.1,3.52,-,27.0,8.9
