Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4588.8 at 16:39 12/2/2010  Report at 22:00 Friday 12/2/2010. Processed 18:08 Sunday 14/2/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,136.995,40.82,127,44.49,26.64,97.87,f,2.40,3.43,45.3,185.29,22.0,-13.5,2.73,8.76,43.5,17.1
2,2,CBA,C'wlth Bank  of Aust ,80.243,52.30,-37,58.65,26.43,235,f,4.49,6.42,-14.3,330.4,15.8,-15.0,2.55,-,84.0,7.6
3,3,WBC,Westpac Banking,69.05,23.20,59,27.57,15.47,116,f,5.00,7.14,-18.3,125.3,18.5,-37.4,1.89,7.89,45.0,2.6
4,5,ANZ,ANZ Banking Grp,52.155,20.59,-31,25.25,12.06,102,f,4.95,7.08,-25.0,170.4,12.1,12.6,1.61,10.72,63.2,-5.7
5,4,NAB,National Aust Bank,51.716,24.40,-91,32.37,15.85,146,f,5.98,8.55,-24.7,262.7,9.3,-53.0,1.37,12.66,44.5,-10.2
6,8,RIO,Rio Tinto Ltd,43.655,71.94,534,80.14,32.873,101.48,,1.41,2.02,-62.3,46.14,155.9,-56.1,0.85,-,93.0,8.4
7,7,NWS,News Corp b voting,40.638,17.32,-48,18.41,8.93,5.14,,0.30,0.37,23.1,74.58,23.2,38.4,0.47,0.45,74.2,-16.0
8,6,TLS,Telstra Corp,38.822,3.12,-27,3.84,2.93,28,f,8.97,12.82,-,32.4,9.6,10.5,3.06,0.36,-,-2.9
9,11,WES,Wesfarmers Ltd,33.60,29.03,185,32.16,15.80,110,f,3.79,5.41,-42.1,160,18.1,-,1.20,3.14,68.9,-0.3
10,9,WPL,Woodside Pet,33.266,42.80,128,53.869,31.189,110,f,2.57,3.67,29.8,240,17.8,77.9,4.80,11.33,21.9,7.2
11,10,WOW,Woolworths Ltd,31.682,25.55,-12,30.57,24.36,104,f,4.07,5.81,13.0,150.71,17.0,12.1,4.49,1.54,1.5,1.1
12,12,WDC,Westfield Grp stpld,28.016,12.14,-6,14.33,8.68,100.25,,8.26,8.26,-,-211.56,-,25.8,1.12,11.02,18.2,-12.9
13,13,QBE,QBE Insurance Grp,23.34,22.77,66,25.70,15.01,127,p,5.58,6.06,3.3,213.9,10.6,-5.3,2.08,5.17,26.9,-6.2
14,14,CSL,CSL Ltd,18.124,31.10,-45,38.52,28.43,70,,2.25,2.25,52.2,192.51,16.2,34.5,3.32,7.49,-13.4,8.3
15,15,MQG,Macq Grp Ltd,15.853,47.35,-288,58.80,15.00,126,,2.66,2.88,-46.4,243.2,19.5,-52.8,1.66,23.72,187.5,-11.1
16,16,NCM,Newcrest Min,15.796,32.68,153,39.75,27.64,15,,0.46,0.46,50.0,53,61.7,-9.5,3.62,8.95,6.0,16.6
17,18,FMG,Fortescue Metals Grp,15.303,4.93,42,5.57,2.18,-,,-,-,-,21.9,22.5,-,14.60,0.35,86.1,42.5
18,17,ORG,Origin Energy,14.402,16.40,22,17.94,12.51,50,f,3.05,4.35,100.0,791,2.1,-20.8,1.29,8.31,24.6,26.6
19,19,AXA,AXA Asia Pacific,13.105,6.34,-11,6.72,2.52,18.5,p,2.92,3.35,-16.9,-7.39,-,-,4.01,0.96,116.0,-1.5
20,20,AMP,AMP Ltd,12.62,6.16,1,6.97,3.52,30,p,4.87,6.30,-13.0,29.6,20.8,-48.3,5.96,0.67,34.7,-10.0
