Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4532.5 at 16:45 5/2/2010  Report at 22:00 Friday 5/2/2010. Processed 18:00 Sunday 7/2/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,132.733,39.55,15,44.49,26.64,113.63,f,2.87,4.10,45.3,130.15,30.4,-13.5,2.65,8.84,39.0,15.9
2,2,CBA,C'wlth Bank  of Aust ,80.81,52.67,-56,58.65,26.43,228,f,4.33,6.18,-14.3,328.5,16.0,-15.0,2.57,13.65,81.1,7.0
3,3,WBC,Westpac Banking,67.294,22.61,-125,27.57,15.47,116,f,5.13,7.33,-18.3,125.3,18.0,-37.4,1.84,7.89,41.3,1.8
4,4,NAB,National Aust Bank,53.645,25.31,-106,32.37,15.85,146,f,5.77,8.24,-24.7,262.7,9.6,-53.0,1.42,12.66,49.9,-9.1
5,5,ANZ,ANZ Banking Grp,52.94,20.90,-83,25.25,11.83,102,f,4.88,6.97,-25.0,170.4,12.3,12.6,1.63,10.72,65.6,-5.2
6,6,TLS,Telstra Corp,42.182,3.39,5,3.84,2.93,28,f,8.26,11.80,-,32.9,10.3,10.5,3.33,0.32,3.9,-1.6
7,8,NWS,News Corp b voting,41.969,17.80,129,18.41,8.93,5.14,,0.29,0.36,23.1,74.58,23.9,38.4,0.48,-0.04,79.0,-15.3
8,7,RIO,Rio Tinto Ltd,40.415,66.60,-140,80.14,32.873,101.48,,1.52,2.18,7.8,46.14,144.3,74.3,1.25,-,78.7,5.6
9,9,WOW,Woolworths Ltd,31.831,25.67,-19,30.57,24.36,104,f,4.05,5.79,13.0,150.71,17.0,12.1,4.51,1.54,2.0,1.3
10,10,WES,Wesfarmers Ltd,31.464,27.18,-33,32.16,14.97,110,f,4.05,5.78,-42.1,160,17.0,-,1.13,3.14,58.1,-2.4
11,11,WPL,Woodside Pet,31.082,41.52,-81,53.869,31.189,110,f,2.65,3.78,29.8,240,17.3,77.9,4.48,11.33,18.2,6.1
12,12,WDC,Westfield Grp stpld,28.155,12.20,-44,14.33,8.68,100.25,,8.22,8.22,-,-211.56,-,25.8,1.13,11.02,18.8,-12.7
13,13,QBE,QBE Insurance Grp,22.663,22.11,-81,25.70,15.01,127,p,5.74,6.24,3.3,213.9,10.3,-5.3,2.02,5.17,23.2,-7.1
14,14,CSL,CSL Ltd,18.387,31.55,37,38.52,28.43,70,,2.22,2.22,52.2,192.51,16.4,34.5,3.37,7.49,-12.1,8.8
15,15,MQG,Macq Grp Ltd,16.817,50.23,7,58.80,15.00,126,,2.51,2.71,-46.4,243.2,20.7,-52.8,1.76,23.72,204.9,-9.4
16,16,NCM,Newcrest Min,15.056,31.15,-38,39.75,27.64,15,,0.48,0.48,50.0,53,58.8,-9.5,3.46,8.95,1.0,14.8
17,17,ORG,Origin Energy,14.209,16.18,16,17.94,12.51,50,f,3.09,4.41,100.0,791,2.0,-20.8,1.28,8.31,23.0,26.0
18,18,FMG,Fortescue Metals Grp,13.999,4.51,-2,5.57,2.18,-,,-,-,-,21.9,20.6,-,13.35,0.35,70.2,38.4
19,19,AXA,AXA Asia Pacific,13.333,6.45,-12,6.72,2.52,18.5,p,2.87,3.30,-16.9,-7.39,-,-,4.08,0.96,119.8,-0.9
20,20,AMP,AMP Ltd,12.599,6.15,-11,6.97,3.52,30,p,4.88,6.31,-13.0,29.6,20.8,-48.3,5.95,0.67,34.5,-10.1
21,22,SUN,Suncorp-Metway,11.514,9.06,16,9.59,4.36,40,f,4.42,6.31,-60.4,31.62,28.7,-44.8,0.87,5.11,76.6,-18.6
22,21,LEI,Leighton Hldgs,11.155,37.30,-90,41.70,16.90,115,f,3.08,4.40,-19.9,149.5,24.9,-3.5,4.77,7.43,105.1,10.4
23,23,STO,Santos Ltd,10.975,13.20,2,16.582,12.77,42,f,3.18,4.55,5.0,236.7,5.6,30.9,2.45,-,-6.3,17.8
24,24,FGL,Foster's Grp,10.81,5.60,26,5.89,4.80,27.25,f,4.87,6.95,3.8,22.8,24.6,1.8,2.88,0.46,4.4,0.4
25,25,BXB,Brambles Ltd,9.533,6.75,20,8.37,4.08,30,p,4.44,4.71,-13.0,40.18,16.8,6.4,5.41,0.58,53.8,-17.4
26,26,SGP,Stockland stpld,9.294,3.90,17,4.19,1.955,34,,8.72,8.75,-22.6,-104.1,-,-16.2,1.06,3.61,59.8,-16.7
27,27,ORI,Orica Ltd,8.731,24.18,3,26.77,11.80,97,p,4.01,4.61,3.2,145.2,16.7,0.7,2.20,1.71,89.5,4.0
28,28,CCL,Coca-Cola Amatil,8.037,10.74,-19,11.72,8.02,40.5,f,3.77,5.39,9.9,54.8,19.6,12.9,5.86,1.14,22.1,12.8
29,29,IAG,Insurance Aust Grp,7.921,3.81,2,4.21,2.94,10,f,2.62,3.75,-55.6,9.32,40.9,20.1,1.64,1.16,13.9,-9.8
30,30,AMC,Amcor Ltd,7.325,6.00,11,6.35,3.50,34,,5.67,5.67,-,25.3,23.7,0.2,2.38,1.61,50.0,1.3
31,31,CNA,Coal & Allied Ind  ,6.97,80.50,-6,108.50,67.50,510,f,6.34,9.05,-28.2,676.2,11.9,-27.2,4.64,16.99,9.7,7.6
