Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4439.4 at 16:38 25/6/2010  Report at 22:00 Friday 25/6/2010. Processed 21:05 Sunday 27/6/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,130.216,38.80,-33,44.93,31.33,95.15,f,2.45,3.50,45.3,185.29,20.9,-13.5,2.60,8.76,14.4,6.1
2,2,CBA,C'wlth Bank  of Aust ,77.437,50.00,-259,60.00,36.20,235,f,4.70,6.71,-14.3,330.4,15.1,-15.0,2.46,-,34.3,2.5
3,3,WBC,Westpac Banking,64.755,21.75,-181,28.43,18.76,125,f,5.75,8.21,-18.3,138.5,15.7,-37.4,1.77,8.42,13.2,0.3
4,4,ANZ,ANZ Banking Grp,56.933,22.47,-67,26.23,15.68,108,f,4.81,6.87,-25.0,144.8,15.5,12.6,1.76,9.99,43.0,-2.5
5,5,NAB,National Aust Bank,50.489,23.80,-132,32.37,21.48,147,f,6.18,8.82,-24.7,199.3,11.9,-53.0,1.33,12.41,12.2,-11.1
6,7,RIO,Rio Tinto Ltd,42.235,69.60,-125,81.25,46.40,51.56,f,0.74,1.06,-62.3,307.95,22.6,-56.1,0.83,13.56,34.3,-2.0
7,8,TLS,Telstra Corp,41.062,3.30,7,3.71,2.88,28,f,8.48,12.12,-,32.4,10.2,10.5,3.24,0.36,6.3,-3.4
8,6,NWS,News Corp b voting,40.764,17.15,-145,20.18,12.01,5.14,,0.30,0.37,23.1,74.58,23.0,38.4,0.46,0.45,29.2,-13.5
9,10,WOW,Woolworths Ltd,33.779,27.40,-51,30.57,25.19,109,f,3.98,5.68,13.0,158.91,17.2,12.1,4.79,1.99,7.9,4.0
10,9,WPL,Woodside Pet,33.764,43.28,-143,53.869,38.795,110,f,2.54,3.63,-17.8,259,16.7,-36.1,3.25,-,3.3,0.9
11,11,WES,Wesfarmers Ltd,33.691,29.10,-14,33.21,21.77,115,f,3.95,5.65,-42.1,129.9,22.4,-,1.21,3.47,33.9,-6.9
12,12,WDC,Westfield Grp stp,28.409,12.31,-31,14.33,10.61,94,,7.64,7.64,-11.7,-20.41,-,-19.4,1.17,10.47,16.6,-8.7
13,13,QBE,QBE Insurance Grp,18.993,18.35,-31,25.70,18.22,128,p,6.98,7.57,1.6,196.5,9.3,-6.2,1.84,5.16,-2.3,-11.6
14,14,CSL,CSL Ltd,17.903,32.57,-97,37.56,29.27,75,,2.30,2.30,52.2,213.41,15.3,34.5,3.28,6.11,3.5,5.6
15,15,NCM,Newcrest Min,17.406,36.00,76,39.75,28.47,20,,0.56,0.56,50.0,55.4,65.0,-9.5,3.99,9.20,18.7,20.0
16,16,MQG,Macq Grp Ltd,13.61,39.50,-513,58.80,35.20,186,,4.71,4.71,0.5,320.2,12.3,2.9,1.16,25.82,5.2,-18.3
17,18,FMG,Fortescue Metals Grp,13.547,4.36,-1,5.57,3.25,-,,-,-,-,-16.13,-,-,12.92,-,15.0,8.9
18,17,ORG,Origin Energy,13.254,15.05,-79,17.94,13.32,50,f,3.32,4.75,100.0,72.3,20.8,-20.8,1.19,8.48,6.1,18.5
19,19,AXA,AXA Asia Pacific,11.307,5.47,-25,6.72,3.51,18.5,p,3.38,3.78,-,34.89,15.7,-,2.53,1.12,45.7,-6.1
20,20,AMP,AMP Ltd,11.251,5.43,-18,6.97,4.55,30,p,5.52,6.71,-25.0,37.1,14.6,28.9,4.27,0.80,16.7,-14.1
21,22,FGL,Foster's Grp,10.984,5.69,-12,6.01,4.93,27.25,f,4.79,6.84,3.8,19.8,28.7,1.8,2.92,0.52,16.1,0.8
22,21,STO,Santos Ltd,10.573,12.70,-80,16.10,11.24,42,f,3.31,4.72,8.3,52.1,24.4,-67.0,1.52,-,-10.7,2.4
23,24,LGL,Lihir Gold Ltd,10.517,4.44,9,4.47,2.41,2.96,,0.67,0.67,-,-10.93,-,8.4,2.91,1.22,52.0,14.3
24,23,SUN,Suncorp-Metway,10.431,8.14,-24,9.59,6.12,35,f,4.30,6.14,-60.4,34.21,23.8,-44.8,0.79,5.43,26.8,-19.6
25,25,LEI,Leighton Hldgs,9.219,30.66,-161,41.70,21.10,120,f,3.91,5.59,-19.9,208.2,14.7,-3.5,3.94,7.52,34.7,-5.8
26,28,CCL,Coca-Cola Amatil,9.076,12.03,25,12.15,8.41,43.5,f,3.62,5.17,11.5,60.5,19.9,10.1,5.67,1.38,45.5,12.5
27,26,ORI,Orica Ltd,9.068,25.11,-174,27.75,18.98,98,p,3.90,4.52,3.2,102.3,24.5,0.7,2.28,1.31,20.1,-0.9
28,27,SGP,Stockland stp,8.817,3.70,-30,4.23,2.95,27.8,,7.51,7.53,-22.6,-47.1,-,-16.2,1.01,-,15.3,-17.3
29,29,BXB,Brambles Ltd,8.206,5.77,-12,8.37,5.54,25,p,4.33,4.70,-13.0,34.45,16.7,6.4,4.66,0.66,-,-18.9
30,30,CNA,Coal & Allied Ind  ,8.124,93.83,34,108.50,74.06,510,f,5.44,7.76,-28.2,676.2,13.9,-27.2,5.40,16.99,18.9,13.4
31,31,AMC,Amcor Ltd,7.902,6.47,-5,6.76,4.276,29.5,,4.56,4.56,-,20.9,31.0,0.2,2.57,2.25,45.4,2.9
32,32,OSH,Oil Search Ltd,7.457,5.70,-16,6.93,4.97,4.47,,0.78,0.78,-52.7,12.86,44.3,-68.5,2.58,-,5.1,12.4
33,33,IAG,Insurance Aust Grp,7.048,3.39,-7,4.21,3.22,14.5,f,4.28,6.11,-55.6,25.07,13.5,20.1,1.46,1.29,0.4,-11.9
34,34,AGK,AGL Energy Ltd,6.666,14.81,-2,15.69,13.11,57,f,3.85,5.50,1.9,27,54.9,4.0,1.14,6.21,14.5,3.0
35,36,TCL,Transurban stp,6.168,4.36,-10,5.61,3.869,24,,5.50,5.50,-61.4,1.85,235.7,-85.2,1.61,2.75,9.5,-12.7
36,35,CPU,Computershare Ltd,6.018,10.83,-67,12.90,8.48,25,p,2.31,2.80,4.8,56.84,19.1,19.7,5.42,-1.54,22.8,1.0
37,37,CWN,Crown Ltd,5.953,7.90,-10,9.39,6.41,37,p,4.68,5.89,-31.5,-92.35,-,-27.2,1.73,3.24,13.4,-
38,38,RMD,ResMed Inc cdi,5.509,7.13,-36,7.97,4.76,-,,-,-,-,25.11,28.4,55.6,4.01,-,37.4,13.9
39,41,GPT,GPT Grp stp,5.40,2.91,2,2.99,0.475,3.6,,1.24,1.24,-70.7,-14.5,-,-69.3,0.81,0.69,24.8,-36.9
