Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, March 23, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4360.7 at 2012-03-23T16:37:03. Report at Friday, March 23, 2012. Processed Saturday at 2012-03-24T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,110.482,34.40,-57,49.81,33.68,103.08,f,3.00,4.28,-3.2,397.33,8.7,39.1,2.054,11.69,-24.0,5.1,,
2,2,CBA,C'wlth Bank  of Aust,77.736,49.16,+20,54.00,42.30,325.00,f,6.61,9.44,10.3,429.40,11.4,18.7,2.085,-,.2,18.8,,
3,3,WBC,Westpac Banking,65.267,21.37,+24,25.60,17.84,156.00,f,7.30,10.43,12.2,233.00,9.2,5.0,1.495,9.96,-5.6,10.5,,
4,4,ANZ,ANZ Banking Grp,60.932,22.74,+23,24.49,17.63,140.00,f,6.16,8.80,11.1,208.20,10.9,7.6,1.605,11.44,2.0,19.8,,
5,5,NAB,National Aust Bank,54.525,24.35,+17,28.18,19.64,172.00,f,7.06,10.09,13.2,233.60,10.4,16.9,1.292,13.62,.9,13.6,,
6,6,NWS,News Corp,46.804,19.25,+8,19.49,13.32,14.59,,.76,.76,-5.5,112.63,17.1,-13.4,1.687,1.84,8.7,20.6,,
7,7,TLS,Telstra Corp,40.316,3.24,-2,3.45,2.69,28.00,f,8.64,12.35,-,28.30,11.4,-16.7,3.280,.30,25.3,9.9,,
8,8,WES,Wesfarmers,33.540,28.84,-23,34.18,26.04,155.00,f,5.37,7.68,20.0,167.00,17.3,22.7,1.317,-,-4.5,20.5,,
9,9,WOW,Woolworths,30.562,24.91,-76,27.99,23.21,124.00,f,4.98,7.11,6.1,157.79,15.8,5.1,3.895,2.25,-2.7,4.3,,
10,11,WPL,Woodside Petroleum,28.497,35.37,+17,50.85,29.76,103.39,f,2.92,4.18,-6.6,187.08,18.9,12.3,2.181,15.47,-22.2,.4,,
11,10,RIO,Rio Tinto,27.758,63.70,-142,88.85,58.52,134.01,f,2.10,3.01,21.9,298.35,21.4,13.0,.476,19.14,-23.4,14.1,,
12,12,NCM,Newcrest Min,22.184,29.00,-130,42.680,28.70,32.00,,1.10,1.10,20.0,147.20,19.7,-6.7,1.599,14.26,-26.0,-3.0,,
13,13,WDC,Westfield Grp,20.181,8.74,+2,9.49,7.21,48.40,,5.54,5.54,-23.8,66.55,13.1,-18.9,1.186,7.27,-1.0,10.6,,
14,14,FMG,Fortescue Metals Grp,18.683,6.00,+19,6.84,3.95,8.00,f,1.33,1.90,-,45.92,13.1,89.5,8.242,.51,-4.9,33.9,,
15,15,CSL,CSL,17.679,34.22,+61,37.00,26.12,81.00,,2.37,2.39,-,174.79,19.6,6.0,4.851,5.29,-1.7,4.2,,
16,16,QBE,QBE Insurance Grp,16.669,14.40,+126,19.60,9.88,87.00,p,6.04,6.41,-32.0,63.90,22.5,-48.7,1.622,.04,-13.5,-3.3,,
17,17,ORG,Origin Energy,14.230,13.10,+27,17.22,12.00,50.00,f,3.82,5.45,8.8,108.80,12.0,18.8,1.053,7.10,-16.3,2.1,,
18,18,STO,Santos,13.459,14.28,-18,16.90,10.11,30.00,f,2.10,3.00,-18.9,84.80,16.8,13.4,1.502,-,-6.0,-2.8,,
19,19,AMP,AMP,12.247,4.29,+9,5.82,3.61,29.00,p,6.76,7.91,-3.3,26.30,16.3,-5.4,1.776,.89,-15.2,2.9,,
20,20,SUN,Suncorp Grp,10.537,8.19,-5,8.85,6.03,40.00,f,4.88,6.98,-,48.50,16.9,-31.5,.752,6.14,1.4,15.9,,
21,21,BXB,Brambles,10.245,6.92,-12,7.47,5.79,26.00,p,3.76,4.08,4.0,31.45,22.0,-10.1,4.488,2.05,1.6,17.1,,
22,24,MQG,Macquarie Grp,10.029,28.77,+124,36.76,19.94,165.00,,5.74,5.74,-,256.28,11.2,-13.1,.840,28.14,-16.8,6.7,,
23,23,ORI,Orica,9.647,26.43,+13,28.10,21.34,90.00,f,3.41,4.56,-5.3,173.50,15.2,-9.6,2.489,2.09,3.8,28.1,,
24,22,QRN,QR National,9.199,3.77,-19,4.03,2.85,7.40,,1.96,1.96,-,11.33,33.3,37.7,1.316,.29,14.9,-,,
25,25,OSH,Oil Search,9.130,6.89,-5,7.64,5.43,3.86,,.56,.56,-11.2,15.11,45.6,62.0,3.073,-,-2.6,10.5,,
26,26,CCL,Coca-Cola Amatil,9.031,11.89,-5,12.47,10.04,52.50,f,4.42,6.31,8.3,78.10,15.2,4.4,4.439,1.88,5.8,15.8,,
27,27,AMC,Amcor,8.640,7.16,+10,7.54,5.87,36.00,,5.03,5.03,18.6,27.40,26.1,15.1,2.305,1.20,6.8,25.9,,
28,28,TCL,Transurban Grp,8.181,5.61,-14,5.87,4.54,28.50,p,5.08,5.35,12.5,9.00,62.3,71.1,2.049,2.42,10.0,12.2,,
29,30,WRT,Westfield Retail Tr,7.849,2.57,+10,2.73,2.18,16.50,,6.42,6.42,3650.0,31.96,8.0,-79.7,.788,3.26,4.5,-,,
30,29,LEI,Leighton Hldgs,7.793,23.12,-65,29.36,16.79,60.00,,2.60,2.60,30.4,-133.10,-,-4.3,2.817,6.43,-17.7,10.7,,
31,32,SGP,Stockland,7.282,3.19,+11,3.89,2.52,23.90,,7.49,7.49,8.7,26.90,11.9,8.7,.828,3.69,-7.7,10.5,,
32,31,WOR,WorleyParsons,7.225,29.86,+56,33.61,21.13,90.00,p,3.01,3.65,13.9,157.70,18.9,2.7,3.891,.77,-.5,22.2,,
33,34,ILU,Iluka Res,7.076,16.90,+29,19.46,11.13,75.00,f,4.44,5.83,837.5,130.10,13.0,1321.0,4.611,3.65,33.3,64.2,,
34,33,IAG,Insurance Aust Grp,7.027,3.38,+3,3.66,2.74,12.00,f,3.55,5.07,23.1,11.24,30.1,141.6,1.534,1.19,-2.3,2.6,,
35,35,AGK,AGL Energy,6.890,14.83,+17,15.79,12.50,60.00,f,4.05,5.78,1.7,94.90,15.6,38.6,1.087,6.98,7.9,3.7,,
36,36,CWN,Crown,6.264,8.60,-5,9.20,7.45,37.00,p,4.30,5.22,-,60.66,14.2,14.9,1.921,3.22,10.3,16.6,,
37,37,GPT,GPT Grp,5.616,3.11,+2,3.27,2.58,17.80,,5.72,5.72,31.9,16.29,19.1,-51.8,.827,3.59,4.8,25.4,,
38,39,ASX,ASX,5.499,31.40,+21,35.33,25.83,185.80,f,5.92,8.45,5.8,203.20,15.5,2.4,1.820,3.91,-3.0,8.0,,
39,38,GMG,Goodman Grp,5.415,.70,-2,.76,.52,3.80,,5.43,5.43,2.9,5.01,14.0,-35.8,1.080,.50,8.4,39.5,,
40,41,SYD,Sydney Airport,5.081,2.73,+3,3.59,2.54,21.00,,7.69,7.69,-,-12.89,-,-,2.089,-2.28,-3.8,25.6,,
