Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4325.8 at 16:34 21/5/2010  Report at 22:00 Friday 21/5/2010. Processed 13:32 Sunday 23/5/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,123.403,36.77,-187,44.93,31.33,95.15,f,2.59,3.70,45.3,185.29,19.8,-13.5,2.46,8.76,8.6,8.0
2,2,CBA,C'wlth Bank  of Aust ,78.892,50.94,-277,60.00,33.95,235,f,4.61,6.59,-14.3,330.4,15.4,-15.0,2.51,-,51.9,3.0
3,3,WBC,Westpac Banking,66.333,22.28,-261,28.43,18.27,125,f,5.61,8.01,-18.3,138.5,16.1,-37.4,1.81,8.42,24.5,0.6
4,4,ANZ,ANZ Banking Grp,53.208,21.00,-181,26.23,14.90,108,f,5.14,7.35,-25.0,144.8,14.5,12.6,1.64,9.99,38.8,-4.4
5,5,NAB,National Aust Bank,50.418,23.77,-160,32.37,20.94,147,f,6.18,8.83,-24.7,199.3,11.9,-53.0,1.33,12.41,14.3,-12.5
6,6,NWS,News Corp b voting,42.236,17.92,-93,20.18,12.01,5.14,,0.29,0.36,23.1,74.58,24.0,38.4,0.48,0.45,27.5,-14.2
7,7,RIO,Rio Tinto Ltd,37.502,61.80,-620,81.25,46.40,51.56,f,0.83,1.19,-62.3,307.95,20.1,-56.1,0.73,13.56,22.3,-4.8
8,8,TLS,Telstra Corp,36.707,2.95,-3,3.71,2.88,28,f,9.49,13.56,-,32.4,9.1,10.5,2.90,0.36,3.6,-8.7
9,10,WES,Wesfarmers Ltd,33.136,28.64,-119,33.21,20.10,115,f,4.02,5.74,-42.1,129.9,22.0,-,1.19,3.47,40.0,-1.5
10,11,WOW,Woolworths Ltd,32.729,26.38,-91,30.57,25.19,109,f,4.13,5.90,13.0,158.91,16.6,12.1,4.64,1.99,8.1,2.0
