Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4651.4 at 16:47 11/12/2009  Report at 22:00 Friday 11/12/2009. Processed 18:49 Sunday 13/12/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,135.921,40.50,-90,42.47,26.64,113.63,f,2.81,4.01,45.3,130.15,31.1,-13.5,2.71,8.84,37.8,20.0
2,2,CBA,C'wlth Bank  of Aust ,80.548,52.50,-146,56.24,24.03,228,f,4.34,6.20,-14.3,328.5,16.0,-15.0,2.56,13.65,93.2,7.9
3,3,WBC,Westpac Banking,69.347,23.56,-48,27.57,14.40,116,f,4.92,7.03,-18.3,125.3,18.8,-37.4,1.90,7.89,46.5,4.9
4,4,NAB,National Aust Bank,59.186,28.21,11,32.37,15.85,146,f,5.18,7.39,-24.7,262.7,10.7,-53.0,1.56,12.66,43.1,-5.9
5,5,ANZ,ANZ Banking Grp,53.404,21.30,-68,25.25,11.83,102,f,4.79,6.84,-25.0,170.4,12.5,12.6,1.65,10.72,46.9,-3.4
6,7,TLS,Telstra Corp,43.177,3.47,5,3.92,2.93,28,f,8.07,11.53,-,32.9,10.5,10.5,3.41,0.32,-1.4,1.1
7,6,RIO,Rio Tinto Ltd,42.587,70.18,-167,75.42,27.336,101.48,,1.45,2.07,7.8,46.14,152.1,74.3,1.31,-,139.2,8.1
8,8,NWS,News Corp b voting,37.917,16.20,105,16.64,8.93,5.14,,0.32,0.40,23.1,74.58,21.7,38.4,0.44,-0.04,21.3,-16.6
9,9,WPL,Woodside Pet,33.846,47.18,-192,54.32,31.22,110,f,2.33,3.33,29.8,240,19.7,77.9,4.88,11.33,32.0,10.3
10,11,WES,Wesfarmers Ltd,33.841,29.23,43,29.95,14.81,110,f,3.76,5.38,-42.1,160,18.3,-,1.21,3.14,80.1,-0.2
11,10,WOW,Woolworths Ltd,33.255,26.83,-97,30.57,24.36,104,f,3.88,5.54,13.0,150.71,17.8,12.1,4.71,1.54,4.5,7.4
12,12,WDC,Westfield Grp stpld,27.509,11.92,12,14.33,8.68,100.25,,8.41,8.41,-,-211.56,-,25.8,1.10,11.02,0.2,-11.8
13,13,QBE,QBE Insurance Grp,23.52,22.96,64,26.66,15.01,127,p,5.53,6.01,3.3,213.9,10.7,-5.3,2.09,5.17,-5.5,-2.6
14,15,CSL,CSL Ltd,17.956,30.48,-58,38.52,26.85,70,,2.30,2.30,52.2,192.51,15.8,34.5,3.29,7.49,-7.6,13.9
15,14,NCM,Newcrest Min,16.94,35.02,-328,39.75,27.61,15,,0.43,0.43,50.0,53,66.1,-9.5,3.89,8.95,3.8,13.1
16,16,MQG,Macq Grp Ltd,15.936,47.89,-58,58.80,15.00,126,,2.63,2.85,-46.4,243.2,19.7,-52.8,1.67,23.72,71.3,-10.8
17,17,ORG,Origin Energy,13.875,15.80,9,17.30,12.34,50,f,3.16,4.52,100.0,791,2.0,-20.8,1.25,8.31,1.3,27.9
18,18,FMG,Fortescue Metals Grp,13.212,4.27,-2,4.75,1.655,-,,-,-,-,21.9,19.5,-,12.60,0.35,121.3,47.5
19,19,AMP,AMP Ltd,12.763,6.23,8,6.97,3.52,30,p,4.82,6.23,-13.0,29.6,21.0,-48.3,6.03,0.67,21.4,-9.2
20,21,AXA,AXA Asia Pacific,12.03,5.82,14,6.00,2.52,18.5,p,3.18,3.65,-16.9,-7.39,-,-,3.68,0.96,23.6,-3.5
21,20,STO,Santos Ltd,11.432,13.75,-115,16.582,12.317,42,f,3.05,4.36,5.0,236.7,5.8,30.9,2.55,-,2.9,18.1
22,22,SUN,Suncorp-Metway,11.006,8.66,-20,9.59,4.36,40,f,4.62,6.60,-60.4,31.62,27.4,-44.8,0.83,5.11,16.4,-18.1
23,23,LEI,Leighton Hldgs,10.917,36.60,-36,38.99,16.15,115,f,3.14,4.49,-19.9,149.5,24.5,-3.5,4.67,7.43,38.6,26.3
24,24,FGL,Foster's Grp,10.401,5.39,-18,5.89,4.80,27.25,f,5.06,7.22,3.8,22.8,23.6,1.8,2.77,0.46,2.9,-3.9
25,25,SGP,Stockland stpld,9.342,3.92,8,4.19,1.955,34,p,8.67,8.71,-22.6,-104.1,-,-16.2,1.07,3.61,8.2,-15.4
26,27,ORI,Orica Ltd,9.128,25.28,58,25.91,10.75,97,p,3.84,4.41,3.2,145.2,17.4,0.7,2.30,1.71,88.3,6.0
27,26,BXB,Brambles Ltd,8.953,6.34,-3,8.37,4.08,30,p,4.73,5.02,-13.0,40.18,15.8,6.4,5.08,0.58,-10.1,-18.2
28,29,CCL,Coca-Cola Amatil,8.23,11.00,-5,11.25,8.02,40.5,f,3.68,5.26,9.9,54.8,20.1,12.9,6.00,1.14,24.9,16.9
29,30,IAG,Insurance Aust Grp,8.004,3.85,3,4.21,2.94,10,f,2.60,3.71,-55.6,9.32,41.3,20.1,1.66,1.16,1.8,-11.3
30,28,LGL,Lihir Gold Ltd,7.675,3.24,-29,3.77,2.41,1.62,,0.50,0.50,-,-9.97,-,54.7,1.82,1.29,8.1,1.4
31,32,AMC,Amcor Ltd,7.52,6.16,14,6.19,3.50,34,,5.52,5.52,-,25.3,24.3,0.2,2.45,1.61,21.4,2.3
32,33,TCL,Transurban stpld,7.198,5.58,10,5.64,3.51,23,,4.12,4.12,-61.4,-1.9,-,-85.2,1.87,2.79,8.3,-3.5
33,31,OSH,Oil Search Ltd,7.019,5.43,-59,6.93,3.91,7.85,,1.45,1.45,7.3,19.77,27.5,113.4,3.05,-,18.5,19.7
34,34,CNA,Coal & Allied Ind  ,6.754,78.00,7,108.50,67.50,710,f,9.10,13.00,2740.0,1076.6,7.2,632.1,4.54,15.40,0.1,4.9
35,35,WOR,WorleyParsons Ltd,6.618,28.00,80,31.79,11.60,93,f,3.32,4.60,8.8,161.1,17.4,13.2,4.00,-0.03,106.3,12.5
36,36,AGK,AGL Energy Ltd,6.118,13.63,-22,15.80,12.83,54,f,3.96,5.66,1.9,358,3.8,138.6,1.05,6.00,-7.3,-2.5
37,38,CPU,Computershare Ltd,6.04,10.87,-8,11.32,6.41,22,p,2.02,2.41,4.8,56.75,19.2,19.7,5.44,-1.95,43.1,9.3
38,39,CWN,Crown Ltd,5.848,7.76,-27,9.39,4.56,37,p,4.77,5.99,-31.5,-166.89,-,-27.2,1.70,3.42,36.2,-
39,37,QAN,Qantas Airways,5.844,2.58,-15,3.06,1.38,6,,2.33,3.32,-82.9,5.6,46.1,-82.1,1.01,2.25,1.5,-16.1
40,41,ASX,ASX Ltd,5.815,33.75,65,37.90,23.52,164.9,f,4.89,6.98,-14.3,183.2,18.4,-14.3,2.10,2.66,7.2,0.6
41,40,TOL,Toll Hldgs Ltd,5.756,8.23,-16,9.07,4.38,25,f,3.04,4.34,11.5,39.95,20.6,-17.1,2.21,1.58,38.0,-1.5
42,42,SHL,Sonic Healthcare,5.574,14.35,3,14.85,9.96,57,p,3.97,4.73,9.6,46.9,30.6,15.9,2.20,-1.72,3.0,2.5
43,47,AIO,Asciano Grp stpld,5.179,1.77,7,1.785,0.32,23,,12.99,12.99,-100.0,-32.5,-,-70.5,2.35,-1.41,46.5,-
44,43,GPT,GPT Grp stpld,5.149,0.555,-2.5,0.851,0.191,5.6,,10.09,10.09,-19.5,-107.6,-,-31.1,0.76,0.71,-22.6,-41.3
