Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4773.4 at 16:35 5/3/2010  Report at 22:00 Friday 5/3/2010. Processed 11:18 Sunday 7/3/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,142.633,42.50,140,44.49,28.60,96.32,f,2.27,3.24,45.3,185.29,22.9,-13.5,2.84,8.76,36.5,15.4
2,2,CBA,C'wlth Bank  of Aust ,84.539,55.10,118,58.65,26.43,235,f,4.26,6.09,-14.3,330.4,16.7,-15.0,2.69,-,66.2,9.2
3,3,WBC,Westpac Banking,79.619,26.75,62,27.57,15.61,116,f,4.34,6.19,-18.3,125.3,21.3,-37.4,2.18,7.89,47.9,6.4
4,4,ANZ,ANZ Banking Grp,60.363,23.83,69,25.25,12.38,102,f,4.28,6.11,-25.0,170.4,14.0,12.6,1.86,10.72,59.6,-1.4
5,5,NAB,National Aust Bank,56.167,26.50,106,32.37,15.85,146,f,5.51,7.87,-24.7,262.7,10.1,-53.0,1.49,12.66,39.6,-7.7
6,6,RIO,Rio Tinto Ltd,45.518,75.01,451,80.14,35.878,51.56,f,0.69,0.98,-62.3,307.95,24.4,-56.1,0.89,13.56,69.3,8.3
7,7,NWS,News Corp b voting,42.378,18.06,46,18.41,8.93,5.14,,0.28,0.36,23.1,74.58,24.2,38.4,0.49,0.45,62.0,-15.3
8,9,WES,Wesfarmers Ltd,37.849,32.71,158,33.21,16.60,115,f,3.52,5.02,-42.1,129.9,25.2,-,1.36,3.47,80.8,3.2
9,8,TLS,Telstra Corp,36.209,2.91,-6,3.71,2.88,28,f,9.62,13.75,-,32.4,9.0,10.5,2.86,0.36,-1.0,-7.9
10,11,WOW,Woolworths Ltd,34.782,28.05,121,30.57,24.36,109,f,3.89,5.55,13.0,158.91,17.7,12.1,4.93,1.99,16.5,4.5
11,10,WPL,Woodside Pet,34.603,44.52,115,53.869,34.987,110,f,2.47,3.53,-17.8,259,17.2,-36.1,3.34,-,20.6,7.0
12,12,WDC,Westfield Grp stp,28.247,12.24,22,14.33,8.68,94,,7.68,7.68,-11.7,-20.41,-,-19.4,1.16,10.47,31.9,-9.8
13,13,QBE,QBE Insurance Grp,21.016,20.50,-90,25.70,15.01,128,p,6.24,6.78,1.6,196.5,10.4,-6.2,2.04,5.16,12.8,-8.6
14,14,CSL,CSL Ltd,20.797,35.68,129,35.86,28.43,75,,2.10,2.10,52.2,213.41,16.7,34.5,3.81,6.11,12.2,11.3
15,16,NCM,Newcrest Min,16.421,33.97,263,39.75,27.64,20,,0.59,0.59,50.0,55.4,61.3,-9.5,3.77,9.20,4.4,16.1
16,15,MQG,Macq Grp Ltd,16.093,48.06,280,58.80,16.91,126,,2.62,2.84,-46.4,243.2,19.8,-52.8,1.73,23.72,83.1,-12.1
17,18,FMG,Fortescue Metals Grp,14.837,4.78,13,5.57,2.18,-,,-,-,-,-16.13,-,-,14.15,-,87.5,33.3
18,17,ORG,Origin Energy,14.476,16.48,-33,17.94,13.32,50,f,3.03,4.33,100.0,72.3,22.8,-20.8,1.30,8.48,14.9,26.2
19,19,AXA,AXA Asia Pacific,13.085,6.33,-12,6.72,2.62,18.5,p,2.92,3.27,-,34.89,18.1,-,2.92,1.12,93.0,-0.5
20,20,AMP,AMP Ltd,12.23,5.97,3,6.97,3.52,30,p,5.03,6.10,-25.0,37.1,16.1,25.5,4.64,0.80,33.3,-11.0
21,21,LEI,Leighton Hldgs,11.763,39.30,160,41.70,18.09,120,f,3.05,4.36,-19.9,208.2,18.9,-3.5,5.03,7.52,110.1,9.6
22,23,STO,Santos Ltd,11.166,13.43,47,16.582,12.77,42,f,3.13,4.47,8.3,52.1,25.8,-67.0,1.60,-,-17.9,15.9
23,22,SUN,Suncorp-Metway,11.044,8.69,15,9.59,4.65,35,f,4.03,5.75,-60.4,34.21,25.4,-44.8,0.84,5.43,51.1,-18.7
24,24,FGL,Foster's Grp,10.347,5.36,-3,5.89,4.80,27.25,f,5.08,7.26,3.8,19.8,27.1,1.8,2.75,0.52,11.3,-3.5
25,25,BXB,Brambles Ltd,10.27,7.27,33,8.37,4.55,25,p,3.44,3.73,-13.0,34.45,21.1,6.4,5.83,0.66,56.4,-15.6
26,26,SGP,Stockland stp,9.937,4.17,11,4.23,1.955,27.8,,6.67,6.68,-22.6,-47.1,-,-16.2,1.13,-,50.4,-13.1
27,27,ORI,Orica Ltd,9.117,25.25,24,26.77,11.80,97,p,3.84,4.42,3.2,145.2,17.4,0.7,2.30,1.71,77.8,4.6
